Player,EV
Wei C,1.297824806526654
Paul G,-0.6139389814585962
Jahbari W,-0.8598807177797799
Chris P,-3.3318811848182017
Georgii C,-0.8598807177797799
Caleb G,1.5336979666808377
Alex H,-3.044300323413262
Adam E,-2.252930550060046
Stephen H,-0.8598807177797799
Sabrina S,-3.8618829047149204
Matt F,-1.7202159354414497
Ryan M,4.735286678267277
Daniel Z,-0.8598807177797799
Ryley Y,-0.8598807177797799
Lotte P,3.2915028581443795
Kip S,-0.8598807177797799
Wesley C,-0.20819537315804093
Sawyer T,6.06953164703671
Timothy B,-0.8598807177797799
DeWitt K,5.243305644361224
James Mc,-1.8727395583038375
Alexis M,-1.9423003192530746
Alex M,-0.736598506105799
Aaron B,1.515947354963954
Nick A,2.0443915879650985
Kevin I,-1.539505930343895
Kevin C,-0.8598807177797799
Nik S,1.5323125532694326
Chris D,3.072531165149968
Cam B,-0.8598807177797799
Damian S,-0.0994120546383428
Cody-Rayce MG,-0.6465517973724296
Christopher G,3.6459543519187747
Majo G,2.3660222855996036
Adam S,0.6983087260784709
Maxwell M,-0.8598807177797799
Matt P,-0.8598807177797799
Chris Y,-2.320065750360874
Wayne L,2.486888650158144
Bryndis T,-0.8598807177797799
Steve T,-0.04416861181496179
Lukas M,2.1424743459820235
Bob P,1.5567168532731568
Matthew H,-0.8598807177797799
Daniel M,4.199852837288233
Wyatt C,-3.6805892440050796
Ron C,-1.8583880380251663
Colton M,-2.9715200500351076
Eikel P,-0.8598807177797799
Jack H,1.1883385640394124
Nick L,-0.8549577521064354
David K,-0.8598807177797799
Matthew K,-0.8598807177797799
Jeff H,-0.8598807177797799
Dirk E,0.8443233503267897
Evan C,5.459555352567266
Jess K,-6.910860905013175
Keelan T,3.640097287221128
Johnny M,3.443810217114213
Kenny W,-0.8598807177797799
Jon R,-0.8598807177797799
Tristan W,-0.8598807177797799
Damon B,-0.37638953611479364
Curtis K,-2.4139722038273677
David R,-0.8598807177797799
Jack F,-4.033572477525056
Joseph S,-0.8598807177797799
Parker D,-0.8598807177797799
Vincent L,-0.8598807177797799
Emmett F,1.5094115798067067
James M,-2.750121280392222
Stefan V,-0.8598807177797799
Ethan L,-0.8598807177797799
Jethro J,-3.113864749022693
Daniel G,8.207032608534398
Edgar A,-2.4619089245810826
Chris R,-0.9544546018570571
Rafael F,1.7503921861997092
Renaud C,-0.8598807177797799
Logan J,-4.759192788982438
Tony G,3.459175920117156
Justin P,1.3060194700208783
Petro K,-0.8598807177797799
Robert B,-1.4104963948070912
Christian L,-4.134319011429577
Amedeo G,-0.8598807177797799
Brandon Z,-0.8598807177797799
Ben P,-0.8598807177797799
Chris O,1.6583357518712893
John P,1.558728426210764
Sasson B,-1.1700216051030377
Joe T,0.28715051661295926
Evan L,2.398150493124053
Richard K,5.400302567548205
Jeremy E,-0.2579561068842694
Zack H,0.28784854599053256
Alex D,-0.8598807177797799
Colton S,-2.9601312341895754
Taylor G,-0.8598807177797799
Preston B,0.3905946425585168
Tyler D,-0.8598807177797799
Daniel MS,-0.8598807177797799
Jamie W,1.1359899999531706
Oskar T,3.4567885724734366
Zachary S,-0.8598807177797799
Eddie R,-0.8598807177797799
Tyler G,0.4529494772944546
Miguel B,-1.7987206240311644
Tomás B,3.5735006833870955
Philip B,3.757428202879372
Jacob B,-0.8598807177797799
Elliot H,2.9397278025839686
Mitchel S,1.9014936854635112
Ryan H,-0.8598807177797799
Eric S,1.959689857609677
Zeke W,0.49332418736330386
Sylvain T,-7.281116801076323
John D,2.666203995417278
Dominic M,-0.8598807177797799
Matthias H,1.6381323805060455
Nicholas K,-1.5112828255450128
Vasco M,2.7287665659808678
Ben M,-1.709455539712653
Austin L,-0.8598807177797799
Jordan M,6.04544392397099
Michael M,-0.6422038304180405
Adrian C,-1.1043623971134275
Juan Q,-0.33556376715771463
Maranda L,1.7451134581614491
Violet V,1.922837802796439
Jaidin M,-0.057203572282117254
Enrique O,1.372048355264861
O'Connor M,-0.8598807177797799
Robert M,-2.2658919398000172
Andrew M,-3.883060614587645
