MatchCode,Format,Week,Time,Player,Result,n_matches,n_wins,n_losses,last_match,Score,weeks_in_league,team_league
STX5053,STX,5,2021-06-07T15:55:03Z,Tia T,Loss,23,12,11,TRUE,2-1,6,FALSE
STX5054,STX,5,2021-06-07T16:15:42Z,Caleb G,Win,23,15,8,FALSE,2-1,6,FALSE
STX5054,STX,5,2021-06-07T16:15:42Z,Ahu S,Loss,21,13,8,FALSE,2-1,6,FALSE
STX5055,STX,5,2021-06-07T18:59:14Z,Lukas M,Win,19,10,9,FALSE,2-1,6,FALSE
STX5055,STX,5,2021-06-07T18:59:14Z,Gordon C,Loss,25,15,10,FALSE,2-1,6,FALSE
STX5056,STX,5,2021-06-07T19:32:04Z,Justin P,Win,23,13,10,FALSE,2-1,6,FALSE
STX5056,STX,5,2021-06-07T19:32:04Z,Cody-Rayce MG,Loss,20,10,10,FALSE,2-1,6,FALSE
STX5057,STX,5,2021-06-07T19:34:32Z,Lukas M,Win,20,11,9,FALSE,2-1,6,FALSE
STX5057,STX,5,2021-06-07T19:34:32Z,Wayne B,Loss,20,10,10,FALSE,2-1,6,FALSE
STX5058,STX,5,2021-06-07T19:48:53Z,Lukas M,Win,21,12,9,FALSE,2-1,6,FALSE
STX5058,STX,5,2021-06-07T19:48:53Z,Brice C,Loss,22,15,7,FALSE,2-1,6,FALSE
STX5059,STX,5,2021-06-07T20:11:54Z,Cody-Rayce MG,Win,21,11,10,FALSE,2-0,6,FALSE
STX5059,STX,5,2021-06-07T20:11:54Z,Breckin B,Loss,25,14,11,TRUE,2-0,6,FALSE
STX5060,STX,5,2021-06-07T21:51:59Z,Caleb G,Win,24,16,8,FALSE,2-1,6,FALSE
STX5060,STX,5,2021-06-07T21:51:59Z,Pierre-Marc D,Loss,23,12,11,TRUE,2-1,6,FALSE
STX5061,STX,5,2021-06-07T22:17:03Z,JP G,Win,23,17,6,FALSE,2-0,6,FALSE
STX5061,STX,5,2021-06-07T22:17:03Z,John P,Loss,25,18,7,FALSE,2-0,6,FALSE
STX5062,STX,5,2021-06-07T23:31:41Z,Ryan D,Win,24,14,10,FALSE,2-0,6,FALSE
STX5062,STX,5,2021-06-07T23:31:41Z,Ahu S,Loss,22,13,9,FALSE,2-0,6,FALSE
STX5063,STX,5,2021-06-07T23:39:15Z,Will M,Win,21,14,7,FALSE,2-0,6,FALSE
STX5063,STX,5,2021-06-07T23:39:15Z,Sean L,Loss,24,16,8,FALSE,2-0,6,FALSE
STX5064,STX,5,2021-06-08T00:00:15Z,Patrick M,Win,21,13,8,FALSE,2-0,6,FALSE
STX5064,STX,5,2021-06-08T00:00:15Z,Evan W,Loss,21,11,10,FALSE,2-0,6,FALSE
STX5065,STX,5,2021-06-08T00:42:14Z,Evan W,Win,22,12,10,FALSE,2-1,6,FALSE
STX5065,STX,5,2021-06-08T00:42:14Z,Tyler M,Loss,21,14,7,FALSE,2-1,6,FALSE
STX5066,STX,5,2021-06-08T00:54:57Z,Tyler M,Win,22,15,7,FALSE,2-0,6,FALSE
STX5066,STX,5,2021-06-08T00:54:57Z,Ahu S,Loss,23,13,10,FALSE,2-0,6,FALSE
STX5067,STX,5,2021-06-08T01:03:49Z,Sean L,Win,25,17,8,FALSE,2-0,6,FALSE
STX5067,STX,5,2021-06-08T01:03:49Z,Daniel M,Loss,25,16,9,FALSE,2-0,6,FALSE
STX5068,STX,5,2021-06-08T01:18:40Z,Evan W,Win,23,13,10,FALSE,2-0,6,FALSE
STX5068,STX,5,2021-06-08T01:18:40Z,Ryan D,Loss,25,14,11,TRUE,2-0,6,FALSE
STX5069,STX,5,2021-06-08T06:26:36Z,Lueder L,Win,20,10,10,FALSE,2-0,6,FALSE
STX5069,STX,5,2021-06-08T06:26:36Z,Wayne B,Loss,21,10,11,TRUE,2-0,6,FALSE
STX5070,STX,5,2021-06-08T13:28:55Z,Michael M,Win,25,15,10,FALSE,2-0,6,FALSE
STX5070,STX,5,2021-06-08T13:28:55Z,Zeke W,Loss,23,15,8,FALSE,2-0,6,FALSE
STX5071,STX,5,2021-06-08T17:05:04Z,Serge T,Win,20,10,10,FALSE,2-1,6,FALSE
STX5071,STX,5,2021-06-08T17:05:04Z,Patrick M,Loss,22,13,9,FALSE,2-1,6,FALSE
STX5072,STX,5,2021-06-08T17:46:02Z,Caleb G,Win,25,17,8,FALSE,2-1,6,FALSE
STX5072,STX,5,2021-06-08T17:46:02Z,Brice C,Loss,23,15,8,FALSE,2-1,6,FALSE
STX5073,STX,5,2021-06-08T18:39:14Z,Serge T,Win,21,11,10,FALSE,2-1,6,FALSE
STX5073,STX,5,2021-06-08T18:39:14Z,Brice C,Loss,24,15,9,FALSE,2-1,6,FALSE
STX5074,STX,5,2021-06-08T18:45:12Z,Richard K,Win,22,12,10,FALSE,2-0,6,FALSE
STX5074,STX,5,2021-06-08T18:45:12Z,Chris R,Loss,23,16,7,FALSE,2-0,6,FALSE
STX5075,STX,5,2021-06-08T23:34:33Z,Patrick M,Win,23,14,9,FALSE,2-1,6,FALSE
STX5075,STX,5,2021-06-08T23:34:33Z,Will M,Loss,22,14,8,FALSE,2-1,6,FALSE
STX5076,STX,5,2021-06-08T23:36:19Z,Jesse R,Win,25,19,6,FALSE,2-0,6,FALSE
STX5076,STX,5,2021-06-08T23:36:19Z,Lukas M,Loss,22,12,10,FALSE,2-0,6,FALSE
STX5077,STX,5,2021-06-08T23:45:58Z,Mitch S,Win,19,9,10,FALSE,2-0,6,FALSE
STX5077,STX,5,2021-06-08T23:45:58Z,Evan C,Loss,20,11,9,FALSE,2-0,6,FALSE
STX5078,STX,5,2021-06-09T00:26:40Z,Joel T,Win,19,12,7,FALSE,2-0,6,FALSE
STX5078,STX,5,2021-06-09T00:26:40Z,Patrick M,Loss,24,14,10,FALSE,2-0,6,FALSE
STX5079,STX,5,2021-06-09T01:19:16Z,Jeremy E,Win,23,13,10,FALSE,2-0,6,FALSE
STX5079,STX,5,2021-06-09T01:19:16Z,Joel T,Loss,20,12,8,FALSE,2-0,6,FALSE
STX5080,STX,5,2021-06-09T08:08:29Z,Patrick M,Win,25,15,10,FALSE,2-1,6,FALSE
STX5080,STX,5,2021-06-09T08:08:29Z,Juan PB,Loss,21,11,10,FALSE,2-1,6,FALSE
STX5081,STX,5,2021-06-09T09:58:55Z,Juan PB,Win,22,12,10,FALSE,2-1,6,FALSE
STX5081,STX,5,2021-06-09T09:58:55Z,Duran V,Loss,19,9,10,FALSE,2-1,6,FALSE
STX5082,STX,5,2021-06-09T14:13:40Z,Mitch S,Win,20,10,10,FALSE,2-0,6,FALSE
STX5082,STX,5,2021-06-09T14:13:40Z,Richard K,Loss,23,12,11,TRUE,2-0,6,FALSE
STX5083,STX,5,2021-06-09T16:33:50Z,Lueder L,Win,21,11,10,FALSE,2-1,6,FALSE
STX5083,STX,5,2021-06-09T16:33:50Z,Mitch S,Loss,21,10,11,TRUE,2-1,6,FALSE
STX5084,STX,5,2021-06-09T19:06:29Z,Brice C,Win,25,16,9,FALSE,2-0,6,FALSE
STX5084,STX,5,2021-06-09T19:06:29Z,Joel T,Loss,21,12,9,FALSE,2-0,6,FALSE
STX5085,STX,5,2021-06-09T19:41:34Z,Serge T,Win,22,12,10,FALSE,2-0,6,FALSE
STX5085,STX,5,2021-06-09T19:41:34Z,Joel T,Loss,22,12,10,TRUE,2-0,6,FALSE
STX5086,STX,5,2021-06-09T19:57:12Z,Tyler M,Win,23,16,7,FALSE,2-0,6,FALSE
STX5086,STX,5,2021-06-09T19:57:12Z,Kamil C,Loss,19,11,8,FALSE,2-0,6,FALSE
STX5087,STX,5,2021-06-09T19:58:50Z,Lukas M,Win,23,13,10,FALSE,2-0,6,FALSE
STX5087,STX,5,2021-06-09T19:58:50Z,Lueder L,Loss,22,11,11,TRUE,2-0,6,FALSE
STX5088,STX,5,2021-06-09T20:46:42Z,Chris R,Win,24,17,7,FALSE,2-1,6,FALSE
STX5088,STX,5,2021-06-09T20:46:42Z,Tyler M,Loss,24,16,8,FALSE,2-1,6,FALSE
STX5089,STX,5,2021-06-09T22:08:38Z,Chris R,Win,25,18,7,FALSE,2-0,6,FALSE
STX5089,STX,5,2021-06-09T22:08:38Z,JP G,Loss,24,17,7,FALSE,2-0,6,FALSE
STX5090,STX,5,2021-06-09T23:12:22Z,Jeremy E,Win,24,14,10,FALSE,2-0,6,FALSE
STX5090,STX,5,2021-06-09T23:12:22Z,Cody-Rayce MG,Loss,22,11,11,TRUE,2-0,6,FALSE
STX5091,STX,5,2021-06-10T09:13:49Z,Francesco V,Win,20,10,10,TRUE,2-1,6,FALSE
STX5091,STX,5,2021-06-10T09:13:49Z,Evan C,Loss,21,11,10,FALSE,2-1,6,FALSE
STX5092,STX,5,2021-06-10T14:50:55Z,Duran V,Win,20,10,10,FALSE,2-1,6,FALSE
STX5092,STX,5,2021-06-10T14:50:55Z,Evan W,Loss,24,13,11,TRUE,2-1,6,FALSE
STX5093,STX,5,2021-06-10T15:34:12Z,Zeke W,Win,24,16,8,FALSE,2-0,6,FALSE
STX5093,STX,5,2021-06-10T15:34:12Z,Duran V,Loss,21,10,11,TRUE,2-0,6,FALSE
STX5094,STX,5,2021-06-10T17:36:49Z,Serge T,Win,23,13,10,FALSE,2-1,6,FALSE
STX5094,STX,5,2021-06-10T17:36:49Z,Juan PB,Loss,23,12,11,TRUE,2-1,6,FALSE
STX5095,STX,5,2021-06-10T18:28:49Z,Ahu S,Win,24,14,10,FALSE,2-1,6,FALSE
STX5095,STX,5,2021-06-10T18:28:49Z,Jeremy E,Loss,25,14,11,TRUE,2-1,6,FALSE
STX5096,STX,5,2021-06-10T19:54:00Z,Paul S,Win,23,17,6,FALSE,2-0,6,FALSE
STX5096,STX,5,2021-06-10T19:54:00Z,Justin P,Loss,24,13,11,TRUE,2-0,6,FALSE
STX5097,STX,5,2021-06-10T21:47:43Z,Zach C,Win,19,11,8,FALSE,2-0,6,FALSE
STX5097,STX,5,2021-06-10T21:47:43Z,Nick L,Loss,22,13,9,FALSE,2-0,6,FALSE
STX5098,STX,5,2021-06-10T22:18:46Z,Zach C,Win,20,12,8,FALSE,2-0,6,FALSE
STX5098,STX,5,2021-06-10T22:18:46Z,Paul S,Loss,24,17,7,FALSE,2-0,6,FALSE
STX5099,STX,5,2021-06-10T23:04:08Z,Zach C,Win,21,13,8,FALSE,2-0,6,FALSE
STX5099,STX,5,2021-06-10T23:04:08Z,Zeke W,Loss,25,16,9,FALSE,2-0,6,FALSE
STX5100,STX,5,2021-06-10T23:22:10Z,Nick L,Win,23,14,9,FALSE,2-1,6,FALSE
STX5100,STX,5,2021-06-10T23:22:10Z,Evan C,Loss,22,11,11,TRUE,2-1,6,FALSE
STX5101,STX,5,2021-06-11T12:35:57Z,Zach C,Win,22,14,8,FALSE,2-1,6,FALSE
STX5101,STX,5,2021-06-11T12:35:57Z,Will M,Loss,23,14,9,FALSE,2-1,6,FALSE
STX5102,STX,5,2021-06-11T15:10:18Z,Kamil C,Win,20,12,8,FALSE,2-0,6,FALSE
STX5102,STX,5,2021-06-11T15:10:18Z,Victor M,Loss,19,8,11,TRUE,2-0,6,FALSE
STX5103,STX,5,2021-06-11T15:48:25Z,Nick L,Win,24,15,9,FALSE,2-1,6,FALSE
STX5103,STX,5,2021-06-11T15:48:25Z,Lukas M,Loss,24,13,11,TRUE,2-1,6,FALSE
STX5104,STX,5,2021-06-11T16:47:16Z,Zach C,Win,23,15,8,FALSE,2-0,6,FALSE
STX5104,STX,5,2021-06-11T16:47:16Z,Derek G,Loss,19,8,11,TRUE,2-0,6,FALSE
STX5105,STX,5,2021-06-11T17:08:41Z,Zach C,Win,24,16,8,FALSE,2-0,6,FALSE
STX5105,STX,5,2021-06-11T17:08:41Z,Kamil C,Loss,21,12,9,FALSE,2-0,6,FALSE
STX5106,STX,5,2021-06-11T17:56:51Z,Nick L,Win,25,16,9,FALSE,2-0,6,FALSE
STX5106,STX,5,2021-06-11T17:56:51Z,Kamil C,Loss,22,12,10,TRUE,2-0,6,FALSE
STX6001,STX,6,2021-06-11T19:02:21Z,David S,Win,26,17,9,FALSE,2-1,6,FALSE
STX6001,STX,6,2021-06-11T19:02:21Z,Nick L,Loss,26,16,10,FALSE,2-1,6,FALSE
STX6002,STX,6,2021-06-11T19:25:46Z,David S,Win,27,18,9,FALSE,2-0,6,FALSE
STX6002,STX,6,2021-06-11T19:25:46Z,Alex L,Loss,24,13,11,TRUE,2-0,6,FALSE
STX6003,STX,6,2021-06-11T20:05:01Z,Zeke W,Win,26,17,9,FALSE,2-0,6,FALSE
STX6003,STX,6,2021-06-11T20:05:01Z,Daniel M,Loss,26,16,10,FALSE,2-0,6,FALSE
STX6004,STX,6,2021-06-11T20:40:32Z,Chris Y,Win,26,17,9,FALSE,2-1,6,FALSE
STX6004,STX,6,2021-06-11T20:40:32Z,Tyler M,Loss,25,16,9,FALSE,2-1,6,FALSE
STX6005,STX,6,2021-06-11T21:13:03Z,Michael M,Win,26,16,10,FALSE,2-1,6,FALSE
STX6005,STX,6,2021-06-11T21:13:03Z,Nick L,Loss,27,16,11,TRUE,2-1,6,FALSE
STX6006,STX,6,2021-06-11T23:05:25Z,Jesse R,Win,26,20,6,FALSE,2-1,6,FALSE
STX6006,STX,6,2021-06-11T23:05:25Z,John P,Loss,26,18,8,FALSE,2-1,6,FALSE
STX6007,STX,6,2021-06-11T23:35:05Z,Damian S,Win,24,15,9,FALSE,2-0,6,FALSE
STX6007,STX,6,2021-06-11T23:35:05Z,Chris Y,Loss,27,17,10,FALSE,2-0,6,FALSE
STX6008,STX,6,2021-06-12T00:09:16Z,Zach C,Win,25,17,8,FALSE,2-0,6,FALSE
STX6008,STX,6,2021-06-12T00:09:16Z,Chris Y,Loss,28,17,11,TRUE,2-0,6,FALSE
STX6009,STX,6,2021-06-12T11:29:43Z,Patrick M,Win,26,16,10,FALSE,2-1,6,FALSE
STX6009,STX,6,2021-06-12T11:29:43Z,Caleb G,Loss,26,17,9,FALSE,2-1,6,FALSE
STX6010,STX,6,2021-06-12T12:03:41Z,Caleb G,Win,27,18,9,FALSE,2-1,6,FALSE
STX6010,STX,6,2021-06-12T12:03:41Z,Ahu S,Loss,25,14,11,TRUE,2-1,6,FALSE
STX6011,STX,6,2021-06-12T14:56:44Z,Caleb G,Win,28,19,9,FALSE,2-0,6,FALSE
STX6011,STX,6,2021-06-12T14:56:44Z,Gordon C,Loss,26,15,11,TRUE,2-0,6,FALSE
STX6012,STX,6,2021-06-12T15:39:18Z,Caleb G,Win,29,20,9,FALSE,2-1,6,FALSE
STX6012,STX,6,2021-06-12T15:39:18Z,Tyler M,Loss,26,16,10,FALSE,2-1,6,FALSE
STX6013,STX,6,2021-06-12T18:30:25Z,David S,Win,28,19,9,FALSE,2-0,6,FALSE
STX6013,STX,6,2021-06-12T18:30:25Z,Tyler M,Loss,27,16,11,TRUE,2-0,6,FALSE
STX6014,STX,6,2021-06-12T22:30:28Z,Sean L,Win,26,18,8,FALSE,2-0,6,FALSE
STX6014,STX,6,2021-06-12T22:30:28Z,Patrick M,Loss,27,16,11,TRUE,2-0,6,FALSE
STX6015,STX,6,2021-06-13T01:40:43Z,Michael M,Win,27,17,10,FALSE,2-0,6,FALSE
STX6015,STX,6,2021-06-13T01:40:43Z,Sean L,Loss,27,18,9,FALSE,2-0,6,FALSE
STX6016,STX,6,2021-06-13T02:32:16Z,Zach C,Win,26,18,8,FALSE,2-0,6,FALSE
STX6016,STX,6,2021-06-13T02:32:16Z,Michael M,Loss,28,17,11,TRUE,2-0,6,FALSE
STX6017,STX,6,2021-06-13T03:20:12Z,Zach C,Win,27,19,8,FALSE,2-1,6,FALSE
STX6017,STX,6,2021-06-13T03:20:12Z,Sean L,Loss,28,18,10,FALSE,2-1,6,FALSE
STX6018,STX,6,2021-06-13T10:33:11Z,Sean L,Win,29,19,10,FALSE,2-0,6,FALSE
STX6018,STX,6,2021-06-13T10:33:11Z,Chris R,Loss,26,18,8,FALSE,2-0,6,FALSE
STX6019,STX,6,2021-06-13T13:41:01Z,Zach C,Win,28,20,8,FALSE,2-1,6,FALSE
STX6019,STX,6,2021-06-13T13:41:01Z,David S,Loss,29,19,10,FALSE,2-1,6,FALSE
STX6020,STX,6,2021-06-13T13:41:46Z,Caleb G,Win,30,21,9,TRUE,2-1,6,FALSE
STX6020,STX,6,2021-06-13T13:41:46Z,Zach C,Loss,29,20,9,FALSE,2-1,6,FALSE
STX6021,STX,6,2021-06-13T14:30:43Z,Zeke W,Win,27,18,9,FALSE,2-0,6,FALSE
STX6021,STX,6,2021-06-13T14:30:43Z,Jesse R,Loss,27,20,7,FALSE,2-0,6,FALSE
STX6022,STX,6,2021-06-13T21:11:08Z,John P,Win,27,19,8,FALSE,2-0,6,FALSE
STX6022,STX,6,2021-06-13T21:11:08Z,JP G,Loss,25,17,8,FALSE,2-0,6,FALSE
STX6023,STX,6,2021-06-13T21:55:04Z,John P,Win,28,20,8,FALSE,2-0,6,FALSE
STX6023,STX,6,2021-06-13T21:55:04Z,Zeke W,Loss,28,18,10,FALSE,2-0,6,FALSE
STX6024,STX,6,2021-06-14T13:18:14Z,Daniel M,Win,27,17,10,FALSE,2-0,6,FALSE
STX6024,STX,6,2021-06-14T13:18:14Z,JP G,Loss,26,17,9,FALSE,2-0,6,FALSE
STX6025,STX,6,2021-06-14T16:31:44Z,Jesse R,Win,28,21,7,FALSE,2-0,6,FALSE
STX6025,STX,6,2021-06-14T16:31:44Z,Chris R,Loss,27,18,9,FALSE,2-0,6,FALSE
STX6026,STX,6,2021-06-14T17:27:26Z,Will M,Win,24,15,9,FALSE,2-1,6,FALSE
STX6026,STX,6,2021-06-14T17:27:26Z,Jesse R,Loss,29,21,8,FALSE,2-1,6,FALSE
STX6027,STX,6,2021-06-14T19:45:33Z,Paul S,Win,25,18,7,FALSE,2-1,6,FALSE
STX6027,STX,6,2021-06-14T19:45:33Z,David S,Loss,30,19,11,TRUE,2-1,6,FALSE
STX6028,STX,6,2021-06-14T21:13:26Z,Daniel M,Win,28,18,10,FALSE,2-1,6,FALSE
STX6028,STX,6,2021-06-14T21:13:26Z,Chris R,Loss,28,18,10,FALSE,2-1,6,FALSE
STX6029,STX,6,2021-06-14T21:51:36Z,John P,Win,29,21,8,FALSE,2-0,6,FALSE
STX6029,STX,6,2021-06-14T21:51:36Z,Daniel M,Loss,29,18,11,TRUE,2-0,6,FALSE
STX6030,STX,6,2021-06-15T15:41:11Z,Damian S,Win,25,16,9,FALSE,2-0,6,FALSE
STX6030,STX,6,2021-06-15T15:41:11Z,Serge T,Loss,24,13,11,TRUE,2-0,6,FALSE
STX6031,STX,6,2021-06-15T20:07:32Z,Zeke W,Win,29,19,10,TRUE,2-1,6,FALSE
STX6031,STX,6,2021-06-15T20:07:32Z,Brice C,Loss,26,16,10,FALSE,2-1,6,FALSE
STX6032,STX,6,2021-06-15T22:37:51Z,Paul S,Win,26,19,7,FALSE,2-0,6,FALSE
STX6032,STX,6,2021-06-15T22:37:51Z,Damian S,Loss,26,16,10,FALSE,2-0,6,FALSE
STX6033,STX,6,2021-06-15T22:50:12Z,Will M,Win,25,16,9,FALSE,2-1,6,FALSE
STX6033,STX,6,2021-06-15T22:50:12Z,Brice C,Loss,27,16,11,TRUE,2-1,6,FALSE
STX6034,STX,6,2021-06-15T23:16:55Z,Damian S,Win,27,17,10,FALSE,2-0,6,FALSE
STX6034,STX,6,2021-06-15T23:16:55Z,Will M,Loss,26,16,10,FALSE,2-0,6,FALSE
STX6035,STX,6,2021-06-16T01:08:36Z,Sean L,Win,30,20,10,TRUE,2-1,6,FALSE
STX6035,STX,6,2021-06-16T01:08:36Z,Paul S,Loss,27,19,8,FALSE,2-1,6,FALSE
STX6036,STX,6,2021-06-16T21:08:03Z,Chris R,Win,29,19,10,FALSE,2-1,6,FALSE
STX6036,STX,6,2021-06-16T21:08:03Z,Damian S,Loss,28,17,11,TRUE,2-1,6,FALSE
STX6037,STX,6,2021-06-16T21:28:35Z,Paul S,Win,28,20,8,FALSE,2-0,6,FALSE
STX6037,STX,6,2021-06-16T21:28:35Z,Will M,Loss,27,16,11,TRUE,2-0,6,FALSE
STX6038,STX,6,2021-06-16T21:52:08Z,JP G,Win,27,18,9,FALSE,2-0,6,FALSE
STX6038,STX,6,2021-06-16T21:52:08Z,Chris R,Loss,30,19,11,TRUE,2-0,6,FALSE
STX6039,STX,6,2021-06-17T20:38:42Z,JP G,Win,28,19,9,FALSE,2-0,6,FALSE
STX6039,STX,6,2021-06-17T20:38:42Z,Zach C,Loss,30,20,10,TRUE,2-0,6,FALSE
STX6040,STX,6,2021-06-17T21:26:03Z,Jesse R,Win,30,22,8,TRUE,2-1,6,FALSE
STX6040,STX,6,2021-06-17T21:26:03Z,JP G,Loss,29,19,10,FALSE,2-1,6,FALSE
STX6041,STX,6,2021-06-18T00:37:34Z,John P,Win,30,22,8,TRUE,2-1,6,FALSE
STX6041,STX,6,2021-06-18T00:37:34Z,Paul S,Loss,29,20,9,FALSE,2-1,6,FALSE
STX6042,STX,6,2021-06-18T16:14:45Z,Paul S,Win,30,21,9,TRUE,2-1,6,FALSE
STX6042,STX,6,2021-06-18T16:14:45Z,JP G,Loss,30,19,11,TRUE,2-1,6,FALSE
AFR1001,AFR,1,2021-07-16T10:32:50Z,Richard K,Win,1,1,0,FALSE,2-0,6,FALSE
AFR1001,AFR,1,2021-07-16T10:32:50Z,Chris Y,Loss,1,0,1,FALSE,2-0,6,FALSE
AFR1002,AFR,1,2021-07-16T11:03:28Z,Patrick M,Win,1,1,0,FALSE,2-0,6,FALSE
AFR1002,AFR,1,2021-07-16T11:03:28Z,Erika P,Loss,1,0,1,FALSE,2-0,6,FALSE
AFR1003,AFR,1,2021-07-16T11:06:13Z,Sean L,Win,1,1,0,FALSE,2-0,6,FALSE
AFR1003,AFR,1,2021-07-16T11:06:13Z,Ben A,Loss,1,0,1,FALSE,2-0,6,FALSE
AFR1004,AFR,1,2021-07-16T11:28:24Z,Mobin M,Win,1,1,0,FALSE,2-1,6,FALSE
AFR1004,AFR,1,2021-07-16T11:28:24Z,Patrick M,Loss,2,1,1,FALSE,2-1,6,FALSE
AFR1005,AFR,1,2021-07-16T11:32:34Z,Erika P,Win,2,1,1,FALSE,2-1,6,FALSE
AFR1005,AFR,1,2021-07-16T11:32:34Z,Sean L,Loss,2,1,1,FALSE,2-1,6,FALSE
AFR1006,AFR,1,2021-07-16T11:33:04Z,Derek G,Win,1,1,0,FALSE,2-0,6,FALSE
AFR1006,AFR,1,2021-07-16T11:33:04Z,Ben A,Loss,2,0,2,FALSE,2-0,6,FALSE
AFR1007,AFR,1,2021-07-16T11:39:05Z,Ryan D,Win,1,1,0,FALSE,2-0,6,FALSE
AFR1007,AFR,1,2021-07-16T11:39:05Z,Chris Y,Loss,2,0,2,FALSE,2-0,6,FALSE
AFR1008,AFR,1,2021-07-16T11:41:36Z,Zeke W,Win,1,1,0,FALSE,2-1,6,FALSE
AFR1008,AFR,1,2021-07-16T11:41:36Z,Kelsey D,Loss,1,0,1,FALSE,2-1,6,FALSE
AFR1009,AFR,1,2021-07-16T11:53:00Z,Patrick M,Win,3,2,1,FALSE,2-1,6,FALSE
AFR1009,AFR,1,2021-07-16T11:53:00Z,Derek G,Loss,2,1,1,FALSE,2-1,6,FALSE
AFR1010,AFR,1,2021-07-16T12:06:48Z,Erika P,Win,3,2,1,FALSE,2-1,6,FALSE
AFR1010,AFR,1,2021-07-16T12:06:48Z,Mobin M,Loss,2,1,1,FALSE,2-1,6,FALSE
AFR1011,AFR,1,2021-07-16T12:09:36Z,Jesse R,Win,1,1,0,FALSE,2-1,6,FALSE
AFR1011,AFR,1,2021-07-16T12:09:36Z,Gordon C,Loss,1,0,1,FALSE,2-1,6,FALSE
AFR1012,AFR,1,2021-07-16T12:10:16Z,Francesco V,Win,1,1,0,FALSE,2-1,6,FALSE
AFR1012,AFR,1,2021-07-16T12:10:16Z,Daniel M,Loss,1,0,1,FALSE,2-1,6,FALSE
AFR1013,AFR,1,2021-07-16T12:32:06Z,Jeremy E,Win,1,1,0,FALSE,2-1,6,FALSE
AFR1013,AFR,1,2021-07-16T12:32:06Z,Patrick M,Loss,4,2,2,FALSE,2-1,6,FALSE
AFR1014,AFR,1,2021-07-16T12:42:55Z,Zeke W,Win,2,2,0,FALSE,2-0,6,FALSE
AFR1014,AFR,1,2021-07-16T12:42:55Z,Daniel M,Loss,2,0,2,FALSE,2-0,6,FALSE
AFR1015,AFR,1,2021-07-16T12:43:55Z,Will M,Win,1,1,0,FALSE,2-1,6,FALSE
AFR1015,AFR,1,2021-07-16T12:43:55Z,Ben A,Loss,3,0,3,FALSE,2-1,6,FALSE
AFR1016,AFR,1,2021-07-16T12:48:39Z,James B,Win,1,1,0,FALSE,2-0,6,FALSE
AFR1016,AFR,1,2021-07-16T12:48:39Z,Erika P,Loss,4,2,2,FALSE,2-0,6,FALSE
AFR1017,AFR,1,2021-07-16T12:58:50Z,Zeke W,Win,3,3,0,FALSE,2-0,6,FALSE
AFR1017,AFR,1,2021-07-16T12:58:50Z,Erika P,Loss,5,2,3,FALSE,2-0,6,FALSE
AFR1018,AFR,1,2021-07-16T13:00:58Z,Patrick M,Win,5,3,2,FALSE,2-0,6,FALSE
AFR1018,AFR,1,2021-07-16T13:00:58Z,James B,Loss,2,1,1,FALSE,2-0,6,FALSE
AFR1019,AFR,1,2021-07-16T13:20:43Z,Daniel M,Win,3,1,2,FALSE,2-0,6,FALSE
AFR1019,AFR,1,2021-07-16T13:20:43Z,Sean L,Loss,3,1,2,FALSE,2-0,6,FALSE
AFR1020,AFR,1,2021-07-16T13:41:35Z,Will M,Win,2,2,0,FALSE,2-0,6,FALSE
AFR1020,AFR,1,2021-07-16T13:41:35Z,James B,Loss,3,1,2,FALSE,2-0,6,FALSE
AFR1021,AFR,1,2021-07-16T13:46:17Z,Daniel M,Win,4,2,2,FALSE,2-1,6,FALSE
AFR1021,AFR,1,2021-07-16T13:46:17Z,Derek G,Loss,3,1,2,FALSE,2-1,6,FALSE
AFR1022,AFR,1,2021-07-16T14:03:10Z,Jesse R,Win,2,2,0,FALSE,2-0,6,FALSE
AFR1022,AFR,1,2021-07-16T14:03:10Z,Kelsey D,Loss,2,0,2,FALSE,2-0,6,FALSE
AFR1023,AFR,1,2021-07-16T14:11:23Z,Daniel M,Win,5,3,2,FALSE,2-0,6,FALSE
AFR1023,AFR,1,2021-07-16T14:11:23Z,Mobin M,Loss,3,1,2,TRUE,2-0,6,FALSE
AFR1024,AFR,1,2021-07-16T14:32:09Z,Tia T,Win,1,1,0,FALSE,2-0,6,FALSE
AFR1024,AFR,1,2021-07-16T14:32:09Z,Kelsey D,Loss,3,0,3,FALSE,2-0,6,FALSE
AFR1025,AFR,1,2021-07-16T15:31:20Z,Will M,Win,3,3,0,FALSE,2-1,6,FALSE
AFR1025,AFR,1,2021-07-16T15:31:20Z,Tia T,Loss,2,1,1,FALSE,2-1,6,FALSE
AFR1026,AFR,1,2021-07-16T15:35:58Z,Caleb G,Win,1,1,0,FALSE,2-1,6,FALSE
AFR1026,AFR,1,2021-07-16T15:35:58Z,Alex L,Loss,1,0,1,FALSE,2-1,6,FALSE
AFR1027,AFR,1,2021-07-16T16:13:37Z,Breckin B,Win,1,1,0,FALSE,2-0,6,FALSE
AFR1027,AFR,1,2021-07-16T16:13:37Z,Cody-Rayce MG,Loss,1,0,1,FALSE,2-0,6,FALSE
AFR1028,AFR,1,2021-07-16T17:06:06Z,Alex L,Win,2,1,1,FALSE,2-1,6,FALSE
AFR1028,AFR,1,2021-07-16T17:06:06Z,Chris R,Loss,1,0,1,FALSE,2-1,6,FALSE
