Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Pack Generated,Notes,,Punishment Pack choice?
1/15/2023 16:14:41,Christopher S - Stemz#96067,Lee B - MagicMorningBrew#76946,2-0,,1,gg,,
1/15/2023 16:52:51,Lotte P - Lotte #93345,Pierre-Antoine B - PymBragon#97733,2-0,,1,,,
1/15/2023 17:15:35,Adam S - wizma#29010,Lee B - MagicMorningBrew#76946,2-1,,1,Epic match!,,
1/15/2023 18:14:57,Lee B - MagicMorningBrew#76946,Pierre-Antoine B - PymBragon#97733,2-1,,1,,,
1/15/2023 19:20:20,Duran V - SuperD#94636,Gerardo L - SeductiveTurtle#91515,2-0,,1,,,
1/15/2023 21:29:29,Noel S - Stopgap#13873,Lee B - MagicMorningBrew#76946,2-1,,1,,,
1/15/2023 21:37:19,Jaidin M - MnemonicDevice#38774,Vincent T - tvincent#37802,2-1,,1,"Close games, I topdecked removal at just the right time",,
1/15/2023 22:36:39,Noel S - Stopgap#13873,Chris R - Sinkwater#27508,2-1,,1,,,
1/15/2023 22:42:31,Chris F - cferejohn#08269,Mike P - UnwieldyBiscuit#26471,2-0,,1,,,
1/16/2023 0:14:50,Jordan M - JMTron#46639,Jonathan R - Jraps#79124,2-0,,1,,,
1/16/2023 0:37:11,Johnny M - Johnny#69519,Stephan J - Saeijou#27763,2-0,,1,,,
1/16/2023 1:05:24,Lotte P - Lotte #93345,Stephan J - Saeijou#27763,2-0,,1,,,
1/16/2023 1:54:45,Adam S - wizma#29010,Trevor F - treskies#75643,2-1,,1,Thanks for the games!,,
1/16/2023 11:18:00,Ryan D - TheSlickness#10857,Nicholas P - Ami3vil?#84889,2-0,,1,,,
1/16/2023 13:06:02,Johnny M - Johnny#69519,Nicholas P - Ami3vil?#84889,2-0,,1,,,
1/16/2023 13:24:19,James MI - ImJolt#28410,Pierre-Antoine B - PymBragon#97733,2-0,,1,,,
1/16/2023 13:44:03,James MI - ImJolt#28410,Jaidin M - MnemonicDevice#38774,2-0,,1,,,
1/16/2023 16:25:43,Chris R - Sinkwater#27508,Brendan Y - Earthmover#56028,2-1,,1,,,
1/16/2023 16:27:49,Christopher S - Stemz#96067,Stephan J - Saeijou#27763,2-0,,1,Gg,,
1/16/2023 17:13:14,James T - RevisedIsland#19780,Amir A - HowDoesOneChoose#47480,2-1,,1,GGs,,
1/16/2023 17:44:15,Noah B - Sisco#71800,Maranda L - BlackCanary#59791,2-0,,1,,,
1/16/2023 17:51:41,Ryan D - TheSlickness#10857,James MI - ImJolt#28410,2-1,,1,,,
1/16/2023 17:59:44,Brendan Y - Earthmover#56028,Damian S - ButCrackMagic#71223,2-1,,1,,,
1/16/2023 18:16:54,James T - RevisedIsland#19780,John R - Ged#72302,2-1,,1,GGs,,
1/16/2023 19:17:57,Tony G - YnotRock#76764,Rafael F - Prudent#24319,2-0,,1,,,
1/16/2023 19:18:05,Ryan D - TheSlickness#10857,James T - RevisedIsland#19780,2-0,,1,,,
1/16/2023 20:46:53,Chris Y - Yorke on Games#66909,Kevin I - kni1993#29285,2-0,,1,Feature match!,,
1/16/2023 20:53:54,Christopher S - Stemz#96067,James T - RevisedIsland#19780,2-1,,1,gg,,
1/16/2023 21:27:15,James T - RevisedIsland#19780,Gerardo L - SeductiveTurtle#91515,2-0,,1,GGs,,
1/16/2023 22:03:38,Gerardo L - SeductiveTurtle#91515,Chris R - Sinkwater#27508,2-0,,1,:),,
1/16/2023 22:28:20,Caleb G - Whynaut#28590,Chris F - cferejohn#08269,2-0,,1,,,
1/16/2023 22:56:05,Stephan J - Saeijou#27763,Zeke W - smarmyplatapus#30066,2-1,,1,,,
1/16/2023 23:43:34,Stephan J - Saeijou#27763,Christopher G - oompaloompa#65002,2-1,,1,,,
1/17/2023 0:00:39,Zeke W - smarmyplatapus#30066,Shawn R - chuckygr#53420,2-0,,1,,,
1/17/2023 15:15:36,Shane K - Malfunktion#31013,Noah B - Sisco#71800,2-0,,1,,,
1/17/2023 15:53:48,Chris P - Joker01#66827,Cody-Rayce MG - Rayce#56572,2-1,,1,,,
1/17/2023 16:23:31,Shane K - Malfunktion#31013,Amir A - HowDoesOneChoose#47480,2-1,,1,,,
1/17/2023 17:04:14,Michael M - Atombomb11991#07305,John R - Ged#72302,2-0,,1,,,
1/17/2023 17:34:19,Cody-Rayce MG - Rayce#56572,Christopher G - oompaloompa#65002,2-1,,1,ggs wp,,
1/17/2023 17:48:01,Michael M - Atombomb11991#07305,Pierre-Antoine B - PymBragon#97733,2-1,,1,,,
1/17/2023 17:54:33,Chris F - cferejohn#08269,Chris R - Sinkwater#27508,2-0,,1,,,
1/17/2023 20:03:43,Ryland B - Sabre#8973,Damian S - ButCrackMagic#71223,2-0,,1,,,
1/17/2023 20:06:50,Maranda L - BlackCanary#59791,Warren M - LinkThePlaneswalker33#61905,2-1,,1,,,
1/17/2023 20:38:01,James T - RevisedIsland#19780,Ryland B - Sabre#8973,2-0,,1,GGs,,
1/17/2023 21:28:15,Warren M - LinkThePlaneswalker33#61905,Serge T - Sergyboy514#39979,2-0,,1,,,
1/17/2023 22:06:41,Cody-Rayce MG - Rayce#56572,Mike P - UnwieldyBiscuit#26471,2-1,,1,ggs mana :(,,
1/17/2023 23:39:19,Christopher S - Stemz#96067,Côme S - C_SM#79564,2-0,,1,gg,,
1/18/2023 0:12:28,Warren M - LinkThePlaneswalker33#61905,Andrew H - hopnertz#98617,2-0,,1,,,
1/18/2023 0:40:35,Cody-Rayce MG - Rayce#56572,Warren M - LinkThePlaneswalker33#61905,2-1,,1,"amazing match man, great games",,
1/18/2023 13:23:23,Mike B - Xenomorph#62228,James MI - ImJolt#28410,2-1,,1,,,
1/18/2023 14:02:49,Jeremy E - Lhurgoyf#37289,Shawn R - chuckygr#53420,2-0,,1,,,
1/18/2023 15:05:49,Shane K - Malfunktion#31013,Jesse R - Zephaer#38941,2-1,,1,,,
1/18/2023 15:29:34,Warren M - LinkThePlaneswalker33#61905,Côme S - C_SM#79564,2-0,,1,,,
1/18/2023 18:35:46,Mike P - UnwieldyBiscuit#26471,Michael M - Atombomb11991#07305,2-1,,1,gg,,
1/18/2023 18:43:42,Mike B - Xenomorph#62228,Chris P - Joker01#66827,2-1,,1,,,
1/18/2023 18:56:23,Christopher G - oompaloompa#65002,Jeremy E - Lhurgoyf#37289,2-0,,1,,,
1/18/2023 19:26:00,Mike B - Xenomorph#62228,Côme S - C_SM#79564,2-0,,1,,,
1/18/2023 22:09:55,Serge T - Sergyboy514#39979,Côme S - C_SM#79564,2-0,,1,,,
1/18/2023 22:28:23,Zeke W - smarmyplatapus#30066,Jeremy E - Lhurgoyf#37289,2-1,,1,,,
1/18/2023 23:52:57,Jeremy E - Lhurgoyf#37289,Chris P - Joker01#66827,2-1,,1,close ones!,,
1/19/2023 12:22:38,Jaidin M - MnemonicDevice#38774,Chris P - Joker01#66827,2-0,,1,,,
1/19/2023 13:21:38,Pierre-Antoine B - PymBragon#97733,Andrew H - hopnertz#98617,2-1,,1,,,
1/19/2023 13:44:06,Gerardo L - SeductiveTurtle#91515,Maranda L - BlackCanary#59791,2-1,,1,:),,
1/19/2023 14:27:29,Mike B - Xenomorph#62228,Gerardo L - SeductiveTurtle#91515,2-0,,1,,,
1/19/2023 15:00:19,Mike B - Xenomorph#62228,Jaidin M - MnemonicDevice#38774,2-1,,1,,,
1/19/2023 15:17:23,Shane K - Malfunktion#31013,Shawn R - chuckygr#53420,2-0,,1,,,
1/19/2023 18:52:26,Chris R - Sinkwater#27508,Paul S - YungChunk#45977,2-1,,1,,,
1/19/2023 19:22:08,Mike B - Xenomorph#62228,Mike P - UnwieldyBiscuit#26471,2-1,,1,,,
1/19/2023 19:42:59,Paul S - YungChunk#45977,Jaidin M - MnemonicDevice#38774,2-0,,1,,,
1/19/2023 20:01:51,Christopher G - oompaloompa#65002,Andrew H - hopnertz#98617,2-1,,1,,,
1/19/2023 20:36:53,Christopher G - oompaloompa#65002,Ryland B - Sabre#8973,2-0,,1,,,
1/19/2023 20:56:05,Paul S - YungChunk#45977,Duran V - SuperD#94636,2-0,,1,,,
1/19/2023 23:03:59,Chris P - Joker01#66827,Paul S - YungChunk#45977,2-1,,1,,,
1/19/2023 23:28:34,Christopher G - oompaloompa#65002,Zeke W - smarmyplatapus#30066,2-0,,1,,,
1/20/2023 12:12:22,Andrew H - hopnertz#98617,Ryland B - Sabre#8973,2-1,,1,GGs,,
1/20/2023 17:29:11,Jake C - the_man_mulcahey#74753,Shane K - Malfunktion#31013,2-0,,1,,,
1/20/2023 17:42:08,Ryan D - TheSlickness#10857,Jonathan R - Jraps#79124,2-0,,1,,,
1/20/2023 17:43:47,Jesse R - Zephaer#38941,Andrew H - hopnertz#98617,2-0,,1,I,,
1/20/2023 18:02:29,Ryan D - TheSlickness#10857,Steve T - strout#45062,2-1,,1,,,
1/20/2023 18:06:21,Jake C - the_man_mulcahey#74753,Chris F - cferejohn#08269,2-1,,1,,,
1/20/2023 18:19:28,Jonathan R - Jraps#79124,Jeremy E - Lhurgoyf#37289,2-0,,1,,,
1/20/2023 18:20:06,Andrew H - hopnertz#98617,Paul G - TheDragon#61289,2-0,,1,GGs,,
1/20/2023 18:27:54,Michael M - Atombomb11991#07305,Johnny M - Johnny#69519,2-0,,1,,,
1/20/2023 19:06:50,Jonathan R - Jraps#79124,John P - gokuorgohome#51511,2-0,,1,,,
1/20/2023 19:07:03,Paul G - TheDragon#61289,Ryan D - TheSlickness#10857,2-0,,1,,,
1/20/2023 19:37:27,Jake C - the_man_mulcahey#74753,Richard K - preacher26#59445,2-1,,1,,,
1/20/2023 20:01:20,Sawyer T - soyboy#35469,Vincent T - tvincent#37802,2-0,,1,,,
1/20/2023 20:38:39,Sawyer T - soyboy#35469,Warren M - LinkThePlaneswalker33#61905,2-1,,1,,,
1/20/2023 20:42:36,James T - RevisedIsland#19780,Christopher S - Stemz#96067,2-0,,1,Sorry about color screw!,,
1/20/2023 21:16:15,Daniel G - FriskyHobbit#43185,Sawyer T - soyboy#35469,2-1,,1,,,
1/20/2023 21:20:13,Emmett F - Sepulchure#51526,Brendan Y - Earthmover#56028,2-0,,1,,,
1/20/2023 21:24:34,Dan A - BEATDOWNBRINGA#04779,James T - RevisedIsland#19780,2-1,,1,,,
1/20/2023 22:07:12,Emmett F - Sepulchure#51526,Maranda L - BlackCanary#59791,2-1,,1,,,
1/20/2023 22:13:19,Dan A - BEATDOWNBRINGA#04779,Brendan Y - Earthmover#56028,2-0,,1,,,
1/20/2023 22:44:44,Trevor F - treskies#75643,James T - RevisedIsland#19780,2-1,,1,,,
1/20/2023 22:54:41,Côme S - C_SM#79564,Steve T - strout#45062,2-0,,1,good games,,
1/20/2023 23:00:07,Tony G - YnotRock#76764,Emmett F - Sepulchure#51526,2-0,,1,,,
1/20/2023 23:01:21,Nik S - njsiii#50504,Evan C - PeasOfCrab#00133,2-0,,1,,,
1/20/2023 23:35:32,Jeremy E - Lhurgoyf#37289,Steve T - strout#45062,2-0,,1,,,
1/20/2023 23:50:43,Tony G - YnotRock#76764,Johnny M - Johnny#69519,2-0,,1,,,
1/21/2023 0:01:57,Evan C - PeasOfCrab#00133,Adam S - wizma#29010,2-1,,1,,,
1/21/2023 0:19:31,Zach C - ZachCarr#31881,Warren M - LinkThePlaneswalker33#61905,2-0,,1,,,
1/21/2023 0:36:14,Jeremy E - Lhurgoyf#37289,Tony G - YnotRock#76764,2-0,,1,,,
1/21/2023 2:48:22,Justin P - Code Pigeon#84057,Hugo D - HDila#61011,2-1,,1,,,
1/21/2023 3:20:48,Hugo D - HDila#61011,Jesse R - Zephaer#38941,2-0,,1,,,
1/21/2023 3:37:23,Justin P - Code Pigeon#84057,Trevor F - treskies#75643,2-1,,1,,,
1/21/2023 4:46:44,Jesse R - Zephaer#38941,Justin P - Code Pigeon#84057,2-1,,1,N,,
1/21/2023 9:21:10,Kevin I - kni1993#29285,Amir A - HowDoesOneChoose#47480,2-1,,1,Ggs,,
1/21/2023 10:20:19,Paul G - TheDragon#61289,John R - Ged#72302,2-1,,1,,,
1/21/2023 10:49:28,Nik S - njsiii#50504,Tony G - YnotRock#76764,2-0,,1,,,
1/21/2023 11:27:42,Christopher G - oompaloompa#65002,John R - Ged#72302,2-0,,1,,,
1/21/2023 12:31:54,Caleb G - Whynaut#28590,Chris Y - Yorke on Games#66909,2-1,,1,,,
1/21/2023 13:35:05,Steve T - strout#45062,Amir A - HowDoesOneChoose#47480,2-1,,1,,,
1/21/2023 14:17:59,Mike B - Xenomorph#62228,Caleb G - Whynaut#28590,2-0,,1,,,
1/21/2023 14:23:31,Chris Y - Yorke on Games#66909,Pierre-Antoine B - PymBragon#97733,2-0,,1,Grrrrrrindy!,,
1/21/2023 15:06:15,Chris Y - Yorke on Games#66909,Trevor F - treskies#75643,2-1,,1,Destroy Evil!,,
1/21/2023 15:48:20,Chris Y - Yorke on Games#66909,Serge T - Sergyboy514#39979,2-0,,1,Elephants never forget!!,,
1/21/2023 16:06:39,Dan A - BEATDOWNBRINGA#04779,John P - gokuorgohome#51511,2-1,,1,,,
1/21/2023 16:43:52,Nik S - njsiii#50504,John P - gokuorgohome#51511,2-0,,1,,,
1/21/2023 17:13:47,Dan K - Fizishy#82483,Noel S - Stopgap#13873,2-0,,1,,,
1/21/2023 17:31:29,Dan K - Fizishy#82483,Noah B - Sisco#71800,2-0,,1,,,
1/21/2023 18:05:19,Christopher G - oompaloompa#65002,Dan K - Fizishy#82483,2-1,,1,,,
1/21/2023 18:22:12,Brendan Y - Earthmover#56028,Nik S - njsiii#50504,2-1,,1,,,
1/21/2023 19:00:14,Brendan Y - Earthmover#56028,Dan K - Fizishy#82483,2-1,,1,,,
1/21/2023 19:50:10,Christopher G - oompaloompa#65002,Kevin I - kni1993#29285,2-0,,1,,,
1/21/2023 20:19:05,Dan A - BEATDOWNBRINGA#04779,Chris F - cferejohn#08269,2-0,,1,,,
1/21/2023 20:29:10,Caleb G - Whynaut#28590,Kevin I - kni1993#29285,2-1,,1,,,
1/21/2023 20:50:04,Nik S - njsiii#50504,Caleb G - Whynaut#28590,2-0,,1,,,
1/21/2023 22:01:40,Evan C - PeasOfCrab#00133,Noel S - Stopgap#13873,2-1,,1,,,
1/21/2023 23:55:37,Johnny M - Johnny#69519,Côme S - C_SM#79564,2-0,,1,,,
1/22/2023 0:30:28,Justin P - Code Pigeon#84057,Jake C - the_man_mulcahey#74753,2-0,,1,,,
1/22/2023 1:38:03,Justin P - Code Pigeon#84057,Sawyer T - soyboy#35469,2-1,,1,,,
1/22/2023 2:57:36,Jonathan R - Jraps#79124,Hugo D - HDila#61011,2-0,,1,,,
1/22/2023 11:04:51,Chris P - Joker01#66827,Serge T - Sergyboy514#39979,2-0,,1,,,
1/22/2023 11:25:48,Noel S - Stopgap#13873,Jeremy E - Lhurgoyf#37289,2-1,,1,,,
1/22/2023 11:53:27,Evan C - PeasOfCrab#00133,Amir A - HowDoesOneChoose#47480,2-1,,1,,,
1/22/2023 12:03:20,Chris P - Joker01#66827,John R - Ged#72302,2-1,,1,,,
1/22/2023 12:55:58,Johnny M - Johnny#69519,John R - Ged#72302,2-0,,1,,,
1/22/2023 12:56:28,Kevin I - kni1993#29285,Evan C - PeasOfCrab#00133,2-0,,1,Ggs,,
1/22/2023 13:32:29,John P - gokuorgohome#51511,Richard K - preacher26#59445,2-1,,1,,,
1/22/2023 13:43:03,Hugo D - HDila#61011,Pierre-Antoine B - PymBragon#97733,2-0,,1,gg,,
1/22/2023 14:33:26,Hugo D - HDila#61011,Shawn R - chuckygr#53420,2-0,,1,gg,,
1/22/2023 15:28:51,Mike P - UnwieldyBiscuit#26471,Nicholas P - Ami3vil?#84889,2-1,,1,gg,,
1/22/2023 17:21:14,Jeremy E - Lhurgoyf#37289,Richard K - preacher26#59445,2-0,,1,,,
1/22/2023 18:11:20,Adam S - wizma#29010,Jaidin M - MnemonicDevice#38774,2-0,,1,Good games ,,
1/22/2023 18:18:11,Richard K - preacher26#59445,Amir A - HowDoesOneChoose#47480,2-1,,1,,,
1/22/2023 20:02:49,Dan A - BEATDOWNBRINGA#04779,Christopher G - oompaloompa#65002,2-1,,1,,,
1/22/2023 20:47:40,Mike P - UnwieldyBiscuit#26471,Nicholas K - Bionick#55161,2-1,,1,gg,,
1/22/2023 21:29:09,Zach C - ZachCarr#31881,Mike P - UnwieldyBiscuit#26471,2-0,,1,,,
1/22/2023 21:31:13,Nicholas K - Bionick#55161,Noel S - Stopgap#13873,2-0,,1,great games!,,
1/22/2023 21:57:24,Noel S - Stopgap#13873,Mike P - UnwieldyBiscuit#26471,2-0,,1,,,
1/22/2023 22:08:48,Nicholas K - Bionick#55161,Zach C - ZachCarr#31881,2-0,,1,,,
1/22/2023 23:00:33,Zach C - ZachCarr#31881,Shawn R - chuckygr#53420,2-0,,1,,,
1/22/2023 23:07:33,Noah B - Sisco#71800,Chris R - Sinkwater#27508,2-1,,1,,,
1/22/2023 23:57:05,Stephan J - Saeijou#27763,Zach C - ZachCarr#31881,2-0,,1,,,
1/23/2023 11:19:48,Jaidin M - MnemonicDevice#38774,Paul G - TheDragon#61289,2-0,,1,ggs!,,
1/23/2023 13:04:23,Jesse R - Zephaer#38941,Jaidin M - MnemonicDevice#38774,2-1,,1,N,,
1/23/2023 13:14:22,Adam S - wizma#29010,Pierre-Antoine B - PymBragon#97733,2-0,,1,Good games!,,
1/23/2023 13:40:40,Chris P - Joker01#66827,Jordan M - JMTron#46639,2-1,,1,,,
1/23/2023 14:03:34,Paul G - TheDragon#61289,Nicholas P - Ami3vil?#84889,2-0,,1,,,
1/23/2023 14:14:04,Jaidin M - MnemonicDevice#38774,Jordan M - JMTron#46639,2-0,,1,,,
1/23/2023 15:09:19,Jordan M - JMTron#46639,Cody-Rayce MG - Rayce#56572,2-1,,1,,,
1/23/2023 15:50:21,Cody-Rayce MG - Rayce#56572,Nicholas P - Ami3vil?#84889,2-0,,1,ggs wp,,
1/23/2023 15:55:04,Maranda L - BlackCanary#59791,Lotte P - Lotte #93345,2-1,,1,,,
1/23/2023 16:36:09,Lotte P - Lotte #93345,Cody-Rayce MG - Rayce#56572,2-0,,1,,,
1/23/2023 17:20:45,Lotte P - Lotte #93345,Jordan M - JMTron#46639,2-1,,1,,,
1/23/2023 17:39:34,Jaidin M - MnemonicDevice#38774,Christopher S - Stemz#96067,2-1,,1,Tense games!,,
1/23/2023 20:04:26,John P - gokuorgohome#51511,Chris Y - Yorke on Games#66909,2-1,,1,,,
1/23/2023 20:46:05,Chris F - cferejohn#08269,Noah B - Sisco#71800,2-1,,1,,,
1/23/2023 20:53:48,Johnny M - Johnny#69519,Damian S - ButCrackMagic#71223,2-0,,1,,,
1/23/2023 21:01:23,Michael M - Atombomb11991#07305,Chris R - Sinkwater#27508,2-1,,1,,,
1/23/2023 21:36:20,Paul S - YungChunk#45977,Emmett F - Sepulchure#51526,2-1,,1,GGs!,,
1/23/2023 22:37:40,Noah B - Sisco#71800,Trevor F - treskies#75643,2-0,,1,ggs!,,
1/23/2023 22:38:52,Tony G - YnotRock#76764,Steve T - strout#45062,2-0,,1,,,
1/24/2023 13:04:44,Lotte P - Lotte #93345,Noah B - Sisco#71800,2-0,,1,,,
1/24/2023 13:08:50,Ryland B - Sabre#8973,Shane K - Malfunktion#31013,2-0,,1,,,
1/24/2023 13:43:16,Jordan M - JMTron#46639,Ryland B - Sabre#8973,2-0,,1,,,
1/24/2023 17:06:55,Rafael F - Prudent#24319,Mike B - Xenomorph#62228,2-0,,1,,,
1/24/2023 17:54:58,Chris P - Joker01#66827,Chris F - cferejohn#08269,2-0,,1,,,
1/24/2023 18:47:17,Chris R - Sinkwater#27508,Chris F - cferejohn#08269,2-1,,1,,,
1/24/2023 19:50:17,Mike B - Xenomorph#62228,Pierre-Antoine B - PymBragon#97733,2-0,,1,,,
1/24/2023 20:10:21,Ryan D - TheSlickness#10857,Mike P - UnwieldyBiscuit#26471,2-0,,1,,,
1/24/2023 20:21:20,Nicholas P - Ami3vil?#84889,Chris R - Sinkwater#27508,2-1,,1,:(,,
1/24/2023 20:46:44,Cody-Rayce MG - Rayce#56572,Ryan D - TheSlickness#10857,2-0,,1,ggs wp,,
1/24/2023 21:05:33,Vincent T - tvincent#37802,Shawn R - chuckygr#53420,2-1,,1,,,
1/24/2023 21:27:47,Vincent T - tvincent#37802,Andrew H - hopnertz#98617,2-0,,1,,,
1/24/2023 21:30:20,Cody-Rayce MG - Rayce#56572,Serge T - Sergyboy514#39979,2-0,,1,ggs wp,,
1/24/2023 22:00:29,Zeke W - smarmyplatapus#30066,Vincent T - tvincent#37802,2-0,,1,,,
1/24/2023 22:14:55,Trevor F - treskies#75643,Nicholas K - Bionick#55161,2-0,,1,,,
1/24/2023 22:29:55,Serge T - Sergyboy514#39979,Andrew H - hopnertz#98617,2-0,,1,,,
1/24/2023 22:37:10,James T - RevisedIsland#19780,Côme S - C_SM#79564,2-1,,1,GGs,,
1/24/2023 22:42:01,Ryland B - Sabre#8973,Nicholas K - Bionick#55161,2-0,,1,,,
1/24/2023 23:50:37,Brendan Y - Earthmover#56028,Paul S - YungChunk#45977,2-0,,1,,,
1/25/2023 1:26:08,Daniel G - FriskyHobbit#43185,Zeke W - smarmyplatapus#30066,2-0,,1,,,
1/25/2023 11:57:39,Mike B - Xenomorph#62228,Adam S - wizma#29010,2-0,,1,,,
1/25/2023 12:49:34,Chris P - Joker01#66827,Jake C - the_man_mulcahey#74753,2-1,,1,,,
1/25/2023 13:01:54,Lotte P - Lotte #93345,Nicholas P - Ami3vil?#84889,2-0,,1,,,
1/25/2023 17:11:41,Damian S - ButCrackMagic#71223,Shane K - Malfunktion#31013,2-1,,1,,,
1/25/2023 17:42:31,Damian S - ButCrackMagic#71223,John R - Ged#72302,2-1,,1,,,
1/25/2023 17:59:44,Christopher G - oompaloompa#65002,Shane K - Malfunktion#31013,2-1,,1,,,
1/25/2023 18:10:57,Damian S - ButCrackMagic#71223,Rafael F - Prudent#24319,2-1,,1,,,
1/25/2023 19:58:01,Christopher S - Stemz#96067,Côme S - C_SM#79564,2-0,,1,hh,,
1/25/2023 20:03:58,Jaidin M - MnemonicDevice#38774,Ryland B - Sabre#8973,2-0,,1,"ggs, good luck in ELD!",,
1/25/2023 22:56:31,Zeke W - smarmyplatapus#30066,Serge T - Sergyboy514#39979,2-1,,1,,,
1/25/2023 23:14:31,Zeke W - smarmyplatapus#30066,Côme S - C_SM#79564,2-0,,1,,,
1/25/2023 23:58:49,Daniel G - FriskyHobbit#43185,Rafael F - Prudent#24319,2-1,,1,,,
1/26/2023 10:22:38,Rafael F - Prudent#24319,Lee B - MagicMorningBrew#76946,2-0,,1,,,
1/26/2023 11:19:25,Adam S - wizma#29010,Lee B - MagicMorningBrew#76946,2-0,,1,Great games!,,
1/26/2023 12:39:02,Mike B - Xenomorph#62228,Chris P - Joker01#66827,2-0,,1,,,
1/26/2023 13:41:05,Shane K - Malfunktion#31013,Andrew H - hopnertz#98617,2-0,,1,,,
1/26/2023 14:20:27,Amir A - HowDoesOneChoose#47480,Vincent T - tvincent#37802,2-1,,1,,,
1/26/2023 16:03:19,Maranda L - BlackCanary#59791,Lee B - MagicMorningBrew#76946,2-0,,1,,,
1/26/2023 16:17:55,Andrew H - hopnertz#98617,Stephan J - Saeijou#27763,2-1,,1,GGs,,
1/26/2023 16:48:41,Richard K - preacher26#59445,Shawn R - chuckygr#53420,2-1,,1,,,
1/26/2023 17:47:46,Duran V - SuperD#94636,Maranda L - BlackCanary#59791,2-1,,1,,,
1/26/2023 17:50:13,Chris R - Sinkwater#27508,Kevin I - kni1993#29285,2-1,,1,,,
1/26/2023 18:24:33,Richard K - preacher26#59445,Christopher S - Stemz#96067,2-0,,1,,,
1/26/2023 19:03:41,Daniel G - FriskyHobbit#43185,Warren M - LinkThePlaneswalker33#61905,2-0,,1,,,
1/26/2023 20:01:28,Christopher S - Stemz#96067,Stephan J - Saeijou#27763,2-0,,1,gg,,
1/26/2023 20:08:56,Gerardo L - SeductiveTurtle#91515,Daniel G - FriskyHobbit#43185,2-1,,1,:),,
1/26/2023 20:09:54,Warren M - LinkThePlaneswalker33#61905,Paul S - YungChunk#45977,2-0,,1,,,
1/26/2023 20:25:48,Sawyer T - soyboy#35469,James T - RevisedIsland#19780,2-0,,1,,,
1/26/2023 20:55:37,Paul S - YungChunk#45977,Michael M - Atombomb11991#07305,2-1,,1,GGs,,
1/26/2023 21:24:48,Gerardo L - SeductiveTurtle#91515,James MI - ImJolt#28410,2-0,,1,:),,
1/26/2023 21:55:35,Michael M - Atombomb11991#07305,James MI - ImJolt#28410,2-1,,1,,,
1/27/2023 9:35:58,Duran V - SuperD#94636,James MI - ImJolt#28410,2-1,,1,,,
1/27/2023 13:22:07,James MI - ImJolt#28410,Caleb G - Whynaut#28590,2-1,,1,,,
1/27/2023 14:20:35,Emmett F - Sepulchure#51526,James MI - ImJolt#28410,2-0,,1,,,
1/27/2023 14:53:27,Gerardo L - SeductiveTurtle#91515,Duran V - SuperD#94636,2-0,,1,:),,
1/27/2023 15:39:48,Gerardo L - SeductiveTurtle#91515,Stephan J - Saeijou#27763,2-0,,1,:),,
1/27/2023 16:56:21,Ryland B - Sabre#8973,John R - Ged#72302,2-0,,1,,,
1/27/2023 17:14:22,Cody-Rayce MG - Rayce#56572,Damian S - ButCrackMagic#71223,2-0,,1,ggs wp,,
1/27/2023 17:34:27,Cody-Rayce MG - Rayce#56572,Steve T - strout#45062,2-0,,1,ggs wp bud,,
1/27/2023 17:36:06,Jesse R - Zephaer#38941,Damian S - ButCrackMagic#71223,2-0,,1,O,,
1/27/2023 17:50:45,Paul G - TheDragon#61289,Jeremy E - Lhurgoyf#37289,2-1,,1,,,
1/27/2023 17:54:20,Tony G - YnotRock#76764,Jaidin M - MnemonicDevice#38774,2-0,,1,,,
1/27/2023 18:04:12,John P - gokuorgohome#51511,Zach C - ZachCarr#31881,2-0,,1,,,
1/27/2023 18:24:01,Zeke W - smarmyplatapus#30066,Chris F - cferejohn#08269,2-0,,1,ggs!,,
1/27/2023 18:45:43,Kevin I - kni1993#29285,Shawn R - chuckygr#53420,2-1,,1,Ggs! Such a close game,,
1/27/2023 19:05:45,Jesse R - Zephaer#38941,Chris F - cferejohn#08269,2-0,,1,V,,
1/27/2023 19:36:15,Tony G - YnotRock#76764,Richard K - preacher26#59445,2-0,,1,,,
1/27/2023 20:02:14,Tony G - YnotRock#76764,Kevin I - kni1993#29285,2-0,,1,,,
1/27/2023 20:24:39,Shane K - Malfunktion#31013,Steve T - strout#45062,2-0,,1,,,
1/27/2023 21:08:20,Steve T - strout#45062,Brendan Y - Earthmover#56028,2-1,,1,GGs,,
1/27/2023 21:57:56,Zeke W - smarmyplatapus#30066,Shane K - Malfunktion#31013,2-1,,1,ggs!,,
1/27/2023 22:14:17,Steve T - strout#45062,Dan K - Fizishy#82483,2-1,,1,🪦,,
1/27/2023 22:28:10,Tony G - YnotRock#76764,Vincent T - tvincent#37802,2-1,,1,,,
1/27/2023 22:44:55,Caleb G - Whynaut#28590,Emmett F - Sepulchure#51526,2-1,,1,,,
1/27/2023 22:56:09,Zeke W - smarmyplatapus#30066,Steve T - strout#45062,2-1,,1,,,
1/27/2023 23:12:36,Caleb G - Whynaut#28590,Tony G - YnotRock#76764,2-0,,1,,,
1/28/2023 0:01:42,Caleb G - Whynaut#28590,Zeke W - smarmyplatapus#30066,2-1,,1,,,
1/28/2023 2:53:38,Jesse R - Zephaer#38941,Dan A - BEATDOWNBRINGA#04779,2-0,,1,A,,
1/28/2023 6:46:05,Lotte P - Lotte #93345,Adam S - wizma#29010,2-1,,1,,,
