Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Pack Generated,Notes,Punishment Pack,,Punishment Pack choice?
6/16/2023 14:46:30,Maranda L - blackcanary#59791,Jaidin M - MnemonicDevice#38774,2-0,,1,,,,
6/16/2023 15:16:42,Jaidin M - MnemonicDevice#38774,Zeke W - smarmyplatapus#30066,2-0,,1,,,,
6/16/2023 15:32:46,Jaidin M - MnemonicDevice#38774,Emmett F - Sepulchure#51526,2-0,,1,Sorry for the mana screw!,,,
6/16/2023 15:38:07,Rafael F - Prudent#24319,Maranda L - blackcanary#59791,2-1,,1,,,,
6/16/2023 16:47:21,Darwin K - darwhims#52188,Maranda L - blackcanary#59791,2-1,,1,GGs,,,
6/16/2023 17:16:14,Nik S - njsiii#50504,Paul G - TheDragon#61289,2-0,,1,,,,
6/16/2023 17:52:16,John P - gokuorgohome#51511,Nik S - njsiii#50504,2-1,,1,,,,
6/16/2023 18:26:41,Reed P - bigfingsnake#86869,Nik S - njsiii#50504,2-1,,1,,,,
6/16/2023 20:40:54,Wesley L - weslars#49889,John P - gokuorgohome#51511,2-0,,1,,,,
6/16/2023 21:43:24,Zeke W - smarmyplatapus#30066,Reed P - bigfingsnake#86869,2-1,,1,ggs!,,,
6/16/2023 22:22:56,Zeke W - smarmyplatapus#30066,James S - TortillaThePun#11942,2-1,,1,ggs!,,,
6/16/2023 23:07:48,Zeke W - smarmyplatapus#30066,Bob P - Hit#08120,2-0,,1,,,,
6/16/2023 23:47:37,Zeke W - smarmyplatapus#30066,Nathan W - Topographology#26363,2-1,,1,,,,
6/17/2023 0:49:45,Nathan W - Topographology#26363,Wesley L - weslars#49889,2-0,,1,,,,
6/17/2023 1:18:27,Jordan M - JMTron#46639,Zeke W - smarmyplatapus#30066,2-0,,1,,,,
6/17/2023 2:00:19,Jordan M - JMTron#46639,Wesley L - weslars#49889,2-1,,1,,,,
6/17/2023 13:20:44,Wesley L - weslars#49889,Sasson B - pcd2108#62046,2-0,,1,,,,
6/17/2023 20:03:12,Wesley L - weslars#49889,Nik S - njsiii#50504,2-1,,1,,,,
6/18/2023 0:19:42,Zeke W - smarmyplatapus#30066,Philip B - Plipster#75000,2-0,,1,Sorry about the mulls =(,,,
6/18/2023 23:56:19,Philip B - Plipster#75000,Maranda L - blackcanary#59791,2-1,,1,,,,
6/19/2023 13:26:50,Joaquin E - DiabolicMachine#23891,Daniel G - FriskyHobbit#43185,2-0,,1,,,,
6/19/2023 14:09:52,Jordan M - JMTron#46639,Wyatt C - hotdolphin#30769,2-0,,1,,,,
6/19/2023 15:51:49,Trevor F - treskies#75643,Sawyer T - soyboy#35469,2-0,,1,,,,
6/19/2023 16:39:32,Jordan M - JMTron#46639,Joaquin E - DiabolicMachine#23891,2-1,,1,,,,
6/19/2023 17:15:01,Caleb G - Whynaut#28590,Jordan M - JMTron#46639,2-0,,1,,,,
6/19/2023 17:54:11,Philip B - Plipster#75000,Sawyer T - soyboy#35469,2-1,,1,,,,
6/19/2023 18:22:30,Trevor F - treskies#75643,Reed P - bigfingsnake#86869,2-1,,1,,,,
6/19/2023 20:07:19,Cody-Rayce MG - Rayce#56572,Mitchel S - SpaghettiMitch#18619,2-1,,1,,,,
6/19/2023 20:48:18,Adam S - wizma#29010,John P - gokuorgohome#51511,2-1,,1,Good games!,,,
6/19/2023 21:33:42,John P - gokuorgohome#51511,Darwin K - darwhims#52188,2-1,,1,,,,
6/19/2023 22:36:10,Adam S - wizma#29010,Cody-Rayce MG - Rayce#56572,2-0,,1,I swear I didn’t preboard!,,,
6/19/2023 22:59:27,Adam S - wizma#29010,Jaidin M - MnemonicDevice#38774,2-0,,1,Good games! ,,,
6/19/2023 23:47:42,Adam S - wizma#29010,Trevor F - treskies#75643,2-0,,1,Good games! Quintuple wheel kick!,,,
6/20/2023 13:05:10,Sawyer T - soyboy#35469,Richard K - preacher26#59445,2-0,,1,,,,
6/20/2023 13:35:55,Richard K - preacher26#59445,Philip B - Plipster#75000,2-1,,1,,,,
6/20/2023 14:51:51,Richard K - preacher26#59445,Jake C - the_man_mulcahey#74753,2-0,,1,,,,
6/20/2023 16:18:51,John P - gokuorgohome#51511,Sawyer T - soyboy#35469,2-0,,1,,,,
6/20/2023 17:46:35,Chris R - Sinkwater#27508,Adam S - wizma#29010,2-0,,1,,,,
6/20/2023 21:16:08,Caleb G - Whynaut#28590,Jake C - the_man_mulcahey#74753,2-1,,1,,,,
6/20/2023 22:42:58,Richard K - preacher26#59445,Caleb G - Whynaut#28590,2-0,,1,,,,
6/20/2023 23:57:33,Steve T - strout#45062,Reed P - bigfingsnake#86869,2-1,,1,GGs!,,,
6/21/2023 0:42:30,Chris R - Sinkwater#27508,Philip B - Plipster#75000,2-0,,1,,,,
6/21/2023 22:05:04,Nathan W - Topographology#26363,Steve T - strout#45062,2-0,,1,,,,
6/22/2023 0:17:21,Jake C - the_man_mulcahey#74753,Nathan W - Topographology#26363,2-1,,1,,,,
6/22/2023 18:30:06,Chris R - Sinkwater#27508,Jake C - the_man_mulcahey#74753,2-1,,1,,,,
6/22/2023 21:39:15,Richard K - preacher26#59445,Chris R - Sinkwater#27508,2-1,,1,,,,
6/22/2023 22:36:20,Nathan W - Topographology#26363,Chris R - Sinkwater#27508,2-0,,1,,,,
