Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Pack Generated,Notes,,Punishment Pack choice?
4/14/2023 19:36:26,Caleb G - Whynaut#28590,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,,
4/14/2023 22:11:34,Caleb G - Whynaut#28590,Chris Y - Yorke on Games#66909,2-0,,1,,,
4/14/2023 23:02:23,Jordan M - JMTron#46639,Chris Y - Yorke on Games#66909,2-1,,1,,,
4/14/2023 23:36:05,Jordan M - JMTron#46639,Steve T - strout#45062,2-0,,1,,,
4/14/2023 23:39:47,Damian S - ButCrackMagic#71223,Maxime R - Tasigurr#89921,2-0,,1,,,
4/15/2023 0:43:26,Shuo L - Tamamo#30654,Maxime R - Tasigurr#89921,2-0,,1,,,
4/15/2023 1:00:01,Paul G - TheDragon#61289,Justin P - Code Pigeon#84057,2-1,,1,,,
4/15/2023 1:27:14,Paul G - TheDragon#61289,Maxime R - Tasigurr#89921,2-1,,1,,,
4/15/2023 7:05:45,Richard K - preacher26#59445,Lotte P - Lotte #93345,2-0,,1,,,
4/15/2023 8:46:41,Paul G - TheDragon#61289,Nik S - njsiii#50504,2-1,,1,,,
4/15/2023 9:35:05,Serge T - Sergyboy514#39979,Johnny M - Johnny#69519,2-1,,1,,,
4/15/2023 16:23:16,Lotte P - Lotte #93345,Johnny M - Johnny#69519,2-1,,1,,,
4/15/2023 17:31:38,Richard K - preacher26#59445,Jordan M - JMTron#46639,2-0,,1,,,
4/15/2023 17:38:40,Paul G - TheDragon#61289,Evan C - PeasOfCrab#00133,2-1,,1,,,
4/15/2023 18:00:18,Nik S - njsiii#50504,Chris R - Sinkwater#27508,2-1,,1,,,
4/15/2023 18:12:06,Evan C - PeasOfCrab#00133,Richard K - preacher26#59445,2-0,,1,,,
4/15/2023 22:04:52,Daniel G - FriskyHobbit#43185,Michael M - Atombomb11991#07305,2-1,,1,,,
4/15/2023 23:51:45,Justin P - Code Pigeon#84057,Zeke W - smarmyplatapus#30066,2-1,,1,,,
4/16/2023 0:24:11,Damian S - ButCrackMagic#71223,Nik S - njsiii#50504,2-0,,1,,,
4/16/2023 0:34:24,Justin P - Code Pigeon#84057,Evan C - PeasOfCrab#00133,2-1,,1,,,
4/16/2023 0:56:19,Damian S - ButCrackMagic#71223,Shuo L - Tamamo#30654,2-0,,1,,,
4/16/2023 1:46:39,Evan C - PeasOfCrab#00133,Shuo L - Tamamo#30654,2-1,,1,,,
4/16/2023 7:44:46,Serge T - Sergyboy514#39979,Lotte P - Lotte #93345,2-0,,1,,,
4/16/2023 10:28:25,Daniel M - HPWizard#40332,Johnny M - Johnny#69519,2-0,,1,,,
4/16/2023 14:46:59,Richard K - preacher26#59445,Daniel G - FriskyHobbit#43185,2-0,,1,,,
4/16/2023 15:23:52,Richard K - preacher26#59445,Johnny M - Johnny#69519,2-0,,1,,,
4/16/2023 17:04:43,Michael M - Atombomb11991#07305,Anthony S - Kingboars#88381,2-0,,1,,,
4/16/2023 17:31:28,Michael M - Atombomb11991#07305,Emmett F - Sepulchure#51526,2-0,,1,,,
4/16/2023 18:25:42,Emmett F - Sepulchure#51526,Mitchel S - SpaghettiMitch#18619,2-0,,1,,,
4/16/2023 19:05:16,Mitchel S - SpaghettiMitch#18619,Michael M - Atombomb11991#07305,2-0,,1,,,
4/16/2023 22:02:44,Jordan M - JMTron#46639,Phillip M - Fat_kitty#63794,2-1,,1,,,
4/16/2023 22:40:38,Phillip M - Fat_kitty#63794,Christopher G - oompaloompa#65002,2-1,,1,,,
4/16/2023 23:52:07,Justin P - Code Pigeon#84057,Phillip M - Fat_kitty#63794,2-0,,1,,,
4/17/2023 0:19:01,Justin P - Code Pigeon#84057,Jaidin M - MnemonicDevice#38774,2-1,,1,,,
4/17/2023 0:45:25,Christopher G - oompaloompa#65002,Deseo C - StandoPow3r#13414,2-0,,1,,,
4/17/2023 1:12:53,Mitchel S - SpaghettiMitch#18619,Deseo C - StandoPow3r#13414,2-0,,1,,,
4/17/2023 11:45:07,Adam S - wizma#29010,Doug Co - daceris#24713,2-0,,1,See you next League!,,
4/17/2023 13:13:08,Daniel G - FriskyHobbit#43185,Jaidin M - MnemonicDevice#38774,2-1,,1,,,
4/17/2023 14:22:45,Maranda L - BlackCanary#59791,Adam S - wizma#29010,2-0,,1,,,
4/17/2023 18:01:25,Emmett F - Sepulchure#51526,Daniel G - FriskyHobbit#43185,2-1,,1,Super cool interactions,,
4/17/2023 18:25:03,Maranda L - BlackCanary#59791,Tony G - YnotRock#76764,2-0,,1,,,
4/17/2023 19:02:41,Emmett F - Sepulchure#51526,Serge T - Sergyboy514#39979,2-1,,1,,,
4/17/2023 19:38:30,Jaidin M - MnemonicDevice#38774,Mitchel S - SpaghettiMitch#18619,2-0,,1,A tense game! GGS!,,
4/17/2023 19:45:04,Serge T - Sergyboy514#39979,Christopher G - oompaloompa#65002,2-0,,1,,,
4/17/2023 20:45:26,Phillip M - Fat_kitty#63794,Maranda L - BlackCanary#59791,2-1,,1,,,
4/17/2023 21:08:22,Daniel G - FriskyHobbit#43185,Trevor F - treskies#75643,2-1,,1,,,
4/17/2023 23:00:55,Serge T - Sergyboy514#39979,Daniel M - HPWizard#40332,2-1,,1,,,
4/18/2023 15:44:35,Jaidin M - MnemonicDevice#38774,Shane K - malfunktion#31013,2-1,,1,,,
4/18/2023 17:30:01,Jordan M - JMTron#46639,Serge T - Sergyboy514#39979,2-0,,1,,,
4/18/2023 18:43:43,Maranda L - BlackCanary#59791,Shane K - malfunktion#31013,2-0,,1,,,
4/18/2023 19:22:25,Maranda L - BlackCanary#59791,Emmett F - Sepulchure#51526,2-1,,1,,,
4/18/2023 19:59:54,Maranda L - BlackCanary#59791,Jaidin M - MnemonicDevice#38774,2-1,,1,,,
4/19/2023 0:46:34,Emmett F - Sepulchure#51526,Phillip M - Fat_kitty#63794,2-0,,1,,,
