Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Pack Generated,Notes,Punishment Pack,,Punishment Pack choice?
4/29/2023 13:49:54,Bob P - HIT#08120,Jacob V - Drysle#29533,2-1,,1,,MOM,,
4/29/2023 14:27:26,Richard K - preacher26#59445,Jacob V - Drysle#29533,2-0,,1,,MOM,,
4/29/2023 15:22:07,Drake M - KoMODO#43282,Serge T - Sergyboy514#39979,2-0,,1,,MOM,,
4/29/2023 16:36:58,Serge T - Sergyboy514#39979,Jacob V - Drysle#29533,2-0,,1,,MOM,,
4/29/2023 17:38:00,Philip B - Plipster#75000,Mitchel S - SpaghettiMitch#18619,2-1,,1,,THB,,
4/29/2023 19:10:35,John P - gokuorgohome#51511,Reed P - bigfingsnake#86869,2-1,,1,,MOM,,
4/29/2023 20:33:24,Reed P - bigfingsnake#86869,Bob P - HIT#08120,2-1,,1,,DMU,,
4/29/2023 21:51:08,Reed P - bigfingsnake#86869,Damian S - ButCrackMagic#71223,2-0,,1,,DMU,,
4/29/2023 22:03:43,Maranda L - BlackCanary#59791,Lisa T - Amelli#58421,2-0,,1,,DMU,,
4/29/2023 22:45:35,Maranda L - BlackCanary#59791,Damian S - ButCrackMagic#71223,2-1,,1,,DMU,,
4/29/2023 22:51:17,Mitchel S - SpaghettiMitch#18619,Jacob V - Drysle#29533,2-0,,1,,DMU,,
4/30/2023 1:14:37,Sylvain T - Iquitos#15484,Stephen W - Biceps_Inc#28236,2-0,,1,,MOM,,
4/30/2023 2:33:28,Warren M - LinkThePlaneswalker33#61905,Reed P - bigfingsnake#86869,2-1,,1,,SNC,,
4/30/2023 10:15:12,John R - Ged#72302,Nik S - njsiii#50504,2-0,,1,,MOM,,
4/30/2023 10:42:15,Richard K - preacher26#59445,Nik S - njsiii#50504,2-1,,1,,MOM,,
4/30/2023 11:20:04,Evan C - PeasOfCrab#00133,Rafael F - Prudent#24319,2-1,,1,,MOM,,
4/30/2023 11:58:38,Lotte P - Lotte #93345,Drake M - KoMODO#43282,2-1,,1,,MOM,,
4/30/2023 12:40:07,Drake M - KoMODO#43282,Mike P - UnwieldyBiscuit#26471,2-0,,1,,MOM,,
4/30/2023 13:18:18,Evan C - PeasOfCrab#00133,Jeremy E - Lhurgoyf#37289,2-1,,1,,STX,,
4/30/2023 13:46:53,Drake M - KoMODO#43282,Chris R - Sinkwater#27508,2-1,,1,,MOM,,
4/30/2023 13:50:54,Reed P - bigfingsnake#86869,Michael M - Atombomb11991#07305,2-1,,1,,MOM,,
4/30/2023 13:57:33,Lotte P - Lotte #93345,Jacob V - Drysle#29533,2-0,,1,,DMU,,
4/30/2023 14:37:39,Mitchel S - SpaghettiMitch#18619,Chris R - Sinkwater#27508,2-1,,1,,MOM,,
4/30/2023 15:31:13,Serge T - Sergyboy514#39979,Rafael F - Prudent#24319,2-1,,1,,MOM,,
4/30/2023 15:37:11,Lotte P - Lotte #93345,John P - gokuorgohome#51511,2-1,,1,,MOM,,
4/30/2023 15:47:15,Chris R - Sinkwater#27508,Mike P - UnwieldyBiscuit#26471,2-0,,1,,MOM,,
4/30/2023 16:44:59,Michael M - Atombomb11991#07305,Brendan Y - Earthmover#56028,2-1,,1,,STX,,
4/30/2023 17:56:16,Mitchel S - SpaghettiMitch#18619,Michael M - Atombomb11991#07305,2-0,,1,,MOM,,
4/30/2023 18:48:44,Dan A - BEATDOWNBRINGA#04779,Shuo L - Tamamo#30654,2-1,,1,,STX,,
4/30/2023 19:10:25,Adam S - wizma#29010,Aus Z - ImperialPlaneswalker#40420,2-0,,1,,STX,,
4/30/2023 19:37:56,Noah B - Sisco#71800,Lisa T - Amelli#58421,2-0,,1,,MOM,,
4/30/2023 19:51:40,Shuo L - Tamamo#30654,Trent B - Edgelord42069#62642,2-0,,1,,ELD,,
4/30/2023 20:29:38,Noah B - Sisco#71800,JP G - jaypiex#97612,2-0,,1,,MOM,,
4/30/2023 20:41:33,Chris R - Sinkwater#27508,Brendan Y - Earthmover#56028,2-1,,1,,STX,,
4/30/2023 20:45:17,JP G - jaypiex#97612,Mike P - UnwieldyBiscuit#26471,2-0,,1,,STX,,
4/30/2023 22:26:39,Evan C - PeasOfCrab#00133,Jordan M - JMTron#46639,2-0,,1,,MOM,,
4/30/2023 22:41:11,Nicholas K - Bionick#55161,Mike P - UnwieldyBiscuit#26471,2-1,,1,,NEO,,
4/30/2023 23:24:01,Evan C - PeasOfCrab#00133,Sylvain T - Iquitos#15484,2-0,,1,,STX,,
5/1/2023 0:12:46,Sean Sp - Talrand#06333,Mike P - UnwieldyBiscuit#26471,2-0,,1,,AFR,,
5/1/2023 0:28:47,Sean Sp - Talrand#06333,Nicholas K - Bionick#55161,2-0,,1,,MOM,,
5/1/2023 10:11:33,Adam S - wizma#29010,Kevin I - kni1993#29285,2-0,,1,Ggs! ,STX,,
5/1/2023 11:03:28,Kevin I - kni1993#29285,Trent B - Edgelord42069#62642,2-0,,1,Ggs,MOM,,
5/1/2023 12:08:39,Trent B - Edgelord42069#62642,Ryan D - TheSlickness#10857,2-0,,1,,MOM,,
5/1/2023 13:02:11,Kevin I - kni1993#29285,Jeremy E - Lhurgoyf#37289,2-1,,1,Ggs,STX,,
5/1/2023 13:13:37,Chris P - Joker01#66827,Jordan M - JMTron#46639,2-1,,1,,MOM,,
5/1/2023 13:37:19,Kevin I - kni1993#29285,Sylvain T - Iquitos#15484,2-0,,1,Ggs,STX,,
5/1/2023 15:04:45,Jordan M - JMTron#46639,Shuo L - Tamamo#30654,2-1,,1,,STX,,
5/1/2023 15:14:12,Richard K - preacher26#59445,Warren M - LinkThePlaneswalker33#61905,2-0,,1,,MOM,,
5/1/2023 15:48:57,Maranda L - BlackCanary#59791,Shuo L - Tamamo#30654,2-0,,1,,STX,,
5/1/2023 16:50:51,Noah B - Sisco#71800,Jordan M - JMTron#46639,2-1,,1,,MOM,,
5/1/2023 17:12:02,Adam S - wizma#29010,Ryland B - Sabre#12079,2-0,,1,Mull to 4 :( Sorry!,STX,,
5/1/2023 17:33:33,Maranda L - BlackCanary#59791,Emmett F - Sepulchure#51526,2-0,,1,,DMU,,
5/1/2023 17:58:31,Kevin I - kni1993#29285,Chris O - TheAlphabet#27489,2-0,,1,,DMU,,
5/1/2023 18:03:54,Chris R - Sinkwater#27508,Troy R - Pengwin#05127,2-1,,1,,MOM,,
5/1/2023 18:47:12,Chris P - Joker01#66827,Troy R - Pengwin#05127,2-0,,1,,MOM,,
5/1/2023 19:16:43,Sawyer T - soyboy#35469,Troy R - Pengwin#05127,2-0,,1,,MOM,,
5/1/2023 19:44:06,Chris Y - Yorke on Games#66909,John P - gokuorgohome#51511,2-1,,1,MOM POP SHOP!,MOM,,
5/1/2023 19:48:00,Trevor F - treskies#75643,Russell S - rstad#89052,2-1,,1,,MOM,,
5/1/2023 20:00:13,Troy R - Pengwin#05127,Pedro D - Goombassa#17203,2-0,,1,,SNC,,
5/1/2023 20:41:26,Adam S - wizma#29010,Trent B - Edgelord42069#62642,2-1,,1,Super close games! Good luck with the rest of your matches!,MOM,,
5/1/2023 21:01:17,Daniel G - FriskyHobbit#43185,Ryan D - TheSlickness#10857,2-0,,1,,MOM,,
5/1/2023 21:27:20,Russell S - rstad#89052,Trent B - Edgelord42069#62642,2-1,,1,,MOM,,
5/1/2023 21:28:53,Chris R - Sinkwater#27508,Trevor F - treskies#75643,2-1,,1,,MOM,,
5/1/2023 21:32:08,Zeke W - smarmyplatapus#30066,Pedro D - Goombassa#17203,2-1,,1,,SNC,,
5/1/2023 22:14:25,Troy R - Pengwin#05127,Sylvain T - Iquitos#15484,2-0,,1,,STX,,
5/1/2023 22:20:13,Eric S - Smitte#94855,Trent B - Edgelord42069#62642,2-0,,1,,MOM,,
5/1/2023 23:15:40,Pierre-Marc D - pmduguay#67919,Sean Sp - Talrand#06333,2-1,,1,,MOM,,
5/1/2023 23:23:44,Jeremy E - Lhurgoyf#37289,Stephen W - Biceps_Inc#28236,2-0,,1,,MOM,,
5/1/2023 23:33:23,Maranda L - BlackCanary#59791,Cody-Rayce MG - Rayce#56572,2-1,,1,,MOM,,
5/1/2023 23:45:41,Pierre-Marc D - pmduguay#67919,Jeremy E - Lhurgoyf#37289,2-0,,1,,MOM,,
5/2/2023 0:14:08,Pierre-Marc D - pmduguay#67919,Pedro D - Goombassa#17203,2-0,,1,,SNC,,
5/2/2023 10:38:09,Josh G - MrDoops#24495,Emmett F - Sepulchure#51526,2-0,,1,,DMU,,
5/2/2023 12:17:33,Anthony S - Kingboars#88381,Josh G - MrDoops#24495,2-1,,1,,ONE,,
5/2/2023 12:36:05,John R - Ged#72302,Pierre-Marc D - pmduguay#67919,2-0,,1,ggs,STX,,
5/2/2023 12:48:57,Chris P - Joker01#66827,Aaron H - UlamogOurSaviour#56444,2-1,,1,,SNC,,
5/2/2023 13:31:38,Pierre-Marc D - pmduguay#67919,Jake C - the_man_mulcahey#74753,2-1,,1,,MOM,,
5/2/2023 13:34:47,John R - Ged#72302,Anthony S - Kingboars#88381,2-1,,1,ggs,MOM,,
5/2/2023 13:45:56,Russell S - rstad#89052,Warren M - LinkThePlaneswalker33#61905,2-1,,1,,ELD,,
5/2/2023 14:22:31,Anthony S - Kingboars#88381,Rafael F - Prudent#24319,2-1,,1,,MOM,,
5/2/2023 14:50:24,Jordan M - JMTron#46639,Aaron H - UlamogOurSaviour#56444,2-1,,1,,SNC,,
5/2/2023 15:38:28,Rafael F - Prudent#24319,Doug Co - daceris#24713,2-0,,1,tight tight games as always,MOM,,
5/2/2023 18:02:57,Evan C - PeasOfCrab#00133,Doug Co - daceris#24713,2-1,,1,,MOM,,
5/2/2023 19:01:41,Jake C - the_man_mulcahey#74753,Warren M - LinkThePlaneswalker33#61905,2-0,,1,,ELD,,
5/2/2023 19:56:45,Daniel G - FriskyHobbit#43185,Thaddeus G - uncapitalized#64977,2-1,,1,,MOM,,
5/2/2023 20:20:28,Dan A - BEATDOWNBRINGA#04779,Emmett F - Sepulchure#51526,2-1,,1,,DMU,,
5/2/2023 21:53:37,Joe T - elasticity#07466,Nik S - njsiii#50504,2-1,,1,,VOW,,
5/2/2023 22:01:17,Sean Sp - Talrand#06333,Brendan Y - Earthmover#56028,2-0,,1,,STX,,
5/2/2023 22:21:04,Rafael F - Prudent#24319,Joe T - elasticity#07466,2-0,,1,here's to opening fire!,MOM,,
5/2/2023 22:28:21,James S - TortillaThePun#11942,Sawyer T - soyboy#35469,2-0,,1,,MOM,,
5/2/2023 22:53:46,Joe T - elasticity#07466,James S - TortillaThePun#11942,2-0,,1,,MOM,,
5/2/2023 23:01:01,Sean Sp - Talrand#06333,Johnny M - Johnny#69519,2-0,,1,,DMU,,
5/2/2023 23:42:01,Thaddeus G - uncapitalized#64977,Johnny M - Johnny#69519,2-1,,1,,DMU,,
5/2/2023 23:55:29,Steve T - strout#45062,Shuo L - Tamamo#30654,2-1,,1,GGs!,STX,,
5/3/2023 1:13:22,Brian H - havzy#28494,James S - TortillaThePun#11942,2-1,,1,,MOM,,
5/3/2023 2:05:31,Thaddeus G - uncapitalized#64977,Brian H - havzy#28494,2-1,,1,,MOM,,
5/3/2023 9:35:40,Anthony S - Kingboars#88381,Ron C - lennor#52740,2-1,,1,,MOM,,
5/3/2023 10:15:53,Anthony S - Kingboars#88381,Ryland B - Sabre#12079,2-1,,1,,MOM,,
5/3/2023 11:00:49,Eric S - Smitte#94855,Ryland B - Sabre#12079,2-0,,1,,DMU,,
5/3/2023 14:20:55,Zeke W - smarmyplatapus#30066,Eric S - Smitte#94855,2-1,,1,,MOM,,
5/3/2023 15:51:59,Jaidin M - MnemonicDevice#38774,Shane K - Malfunktion#31013,2-1,,1,Best of luck living the 5c dream!,MOM,,
5/3/2023 16:58:39,Serge T - Sergyboy514#39979,Trent B - Edgelord42069#62642,2-1,,1,,MOM,,
5/3/2023 17:04:58,Richard K - preacher26#59445,Thaddeus G - uncapitalized#64977,2-0,,1,,MOM,,
5/3/2023 20:22:19,Trevor F - treskies#75643,Serge T - Sergyboy514#39979,2-0,,1,,MOM,,
5/3/2023 21:05:52,Trevor F - treskies#75643,Bill D - Cato Phoenix#70805,2-0,,1,,STX,,
5/3/2023 22:10:30,Wei C - Azayaka#83352,Ron C - lennor#52740,2-1,,1,,DMU,,
5/3/2023 22:26:14,Bill D - Cato Phoenix#70805,Ryan D - TheSlickness#10857,2-1,,1,,MOM,,
5/3/2023 22:41:36,Mitchel S - SpaghettiMitch#18619,Wei C - Azayaka#83352,2-0,,1,,DMU,,
5/4/2023 11:55:00,Jake C - the_man_mulcahey#74753,Adam D - Adam#54521,2-0,,1,,AKR,,
5/4/2023 15:41:33,Richard K - preacher26#59445,Chris P - Joker01#66827,2-0,,1,,MOM,,
5/4/2023 15:56:13,Adam D - Adam#54521,Jaidin M - MnemonicDevice#38774,2-0,,1,,MOM,,
5/4/2023 17:22:37,Shane K - Malfunktion#31013,Adam D - Adam#54521,2-1,,1,,GRN,,
5/4/2023 17:49:11,Russell S - rstad#89052,Shane K - Malfunktion#31013,2-0,,1,🦖,MOM,,
5/4/2023 19:12:20,Chris O - TheAlphabet#27489,Wei C - Azayaka#83352,2-0,,1,,DMU,,
5/4/2023 20:36:25,John R - Ged#72302,Chris O - TheAlphabet#27489,2-0,,1,GGs,MOM,,
5/4/2023 20:45:55,Dan K - Fizishy#82483,JP G - jaypiex#97612,2-1,,1,,STX,,
5/4/2023 21:10:24,Ron C - lennor#52740,Damian S - ButCrackMagic#71223,2-1,,1,Gg,STX,,
5/4/2023 21:20:37,Serge T - Sergyboy514#39979,Brendan Y - Earthmover#56028,2-0,,1,,STX,,
5/4/2023 21:53:25,Emmett F - Sepulchure#51526,Noah B - Sisco#71800,2-0,,1,,MOM,,
5/4/2023 22:02:40,Brendan Y - Earthmover#56028,Lisa T - Amelli#58421,2-0,,1,,DMU,,
5/4/2023 22:12:10,Bill D - Cato Phoenix#70805,Ron C - lennor#52740,2-0,,1,,DMU,,
5/4/2023 22:12:36,Michael M - Atombomb11991#07305,Adam D - Adam#54521,2-1,,1,,SNC,,
5/4/2023 22:28:37,Wei C - Azayaka#83352,Stephen W - Biceps_Inc#28236,2-0,,1,,MOM,,
5/4/2023 22:47:18,Ron C - lennor#52740,Dan K - Fizishy#82483,2-0,,1,Ggs,MOM,,
5/4/2023 22:52:15,Nik S - njsiii#50504,Damian S - ButCrackMagic#71223,2-0,,1,,STX,,
5/4/2023 22:57:06,Wei C - Azayaka#83352,Curtis K - Oblivion#40925,2-1,,1,,MOM,,
5/4/2023 23:09:52,Adam D - Adam#54521,Stephen W - Biceps_Inc#28236,2-1,,1,,DMU,,
5/4/2023 23:17:42,Ron C - lennor#52740,Nik S - njsiii#50504,2-1,,1,Ggs,VOW,,
5/4/2023 23:27:33,Curtis K - Oblivion#40925,Emmett F - Sepulchure#51526,2-1,,1,,MOM,,
5/4/2023 23:27:40,Dan K - Fizishy#82483,Damian S - ButCrackMagic#71223,2-0,,1,,VOW,,
5/5/2023 0:16:17,Curtis K - Oblivion#40925,Bill D - Cato Phoenix#70805,2-1,,1,,STX,,
5/5/2023 11:43:17,John R - Ged#72302,Cody M - DeadheadCody#60535,2-0,,1,,MOM,,
5/5/2023 12:46:20,Jaidin M - MnemonicDevice#38774,Cody M - DeadheadCody#60535,2-0,,1,Best of luck!,MOM,,
5/5/2023 13:45:31,Cody M - DeadheadCody#60535,Chris P - Joker01#66827,2-1,,1,,MOM,,
5/5/2023 14:35:48,Jake C - the_man_mulcahey#74753,Brian H - havzy#28494,2-1,,1,,MOM,,
5/5/2023 15:31:07,Jake C - the_man_mulcahey#74753,Doug Co - daceris#24713,2-1,,1,,DMU,,
5/5/2023 15:31:35,Russell S - rstad#89052,Josh G - MrDoops#24495,2-0,,1,sorry about brutal mulls g2,ONE,,
5/5/2023 15:39:51,Jaidin M - MnemonicDevice#38774,Eric S - Smitte#94855,2-0,,1,,MOM,,
5/5/2023 16:37:25,Trevor F - treskies#75643,Jaidin M - MnemonicDevice#38774,2-1,,1,,MOM,,
5/5/2023 17:19:10,Eric S - Smitte#94855,Steve T - strout#45062,2-0,,1,,BRO,,
5/5/2023 18:39:35,Dan A - BEATDOWNBRINGA#04779,Ryan D - TheSlickness#10857,2-0,,1,,SNC,,
5/5/2023 19:37:12,Lotte P - Lotte #93345,Dan K - Fizishy#82483,2-1,,1,,MOM,,
5/5/2023 19:40:59,Kevin I - kni1993#29285,Paul G - TheDragon#61289,2-0,,1,,MOM,,
5/5/2023 20:12:58,Paul G - TheDragon#61289,Dan K - Fizishy#82483,2-0,,1,,MOM,,
5/5/2023 20:19:01,Ryland B - Sabre#12079,Wesley K - weslars#49889,2-0,,1,,MOM,,
5/5/2023 20:21:25,Pierre-Marc D - pmduguay#67919,Kevin I - kni1993#29285,2-1,,1,,MOM,,
5/5/2023 20:26:34,Bob P - HIT#08120,Reed P - bigfingsnake#86869,2-1,,1,,SNC,,
5/5/2023 20:42:11,Daniel G - FriskyHobbit#43185,Serge T - Sergyboy514#39979,2-1,,1,,SNC,,
5/5/2023 20:42:36,Dan A - BEATDOWNBRINGA#04779,Dan K - Fizishy#82483,2-0,,1,,ONE,,
5/5/2023 21:19:19,Jordan M - JMTron#46639,Kevin I - kni1993#29285,2-1,,1,,MOM,,
5/5/2023 21:53:21,Steve T - strout#45062,Dan K - Fizishy#82483,2-1,,1,RIP,Elimination,,
5/5/2023 22:05:50,Noah B - Sisco#71800,Bob P - HIT#08120,2-1,,1,,MOM,,
5/5/2023 22:37:09,Daniel G - FriskyHobbit#43185,Pierre-Marc D - pmduguay#67919,2-1,,1,,SNC,,
5/5/2023 23:03:19,Pierre-Marc D - pmduguay#67919,Steve T - strout#45062,2-0,,1,,BRO,,
5/5/2023 23:43:47,Pierre-Marc D - pmduguay#67919,Jeremy E - Lhurgoyf#37289,2-1,,1,,MOM,,
5/6/2023 0:41:47,Jordan M - JMTron#46639,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,MOM,,
5/6/2023 1:37:45,Dan A - BEATDOWNBRINGA#04779,Pedro D - Goombassa#17203,2-1,,1,,SNC,,
5/6/2023 9:23:40,Pierre-Marc D - pmduguay#67919,Eric S - Smitte#94855,2-0,,1,,VOW,,
5/6/2023 10:26:09,Kevin I - kni1993#29285,Michael M - Atombomb11991#07305,2-0,,1,Ggs,SNC,,
5/6/2023 10:59:14,Johnny M - Johnny#69519,Rafael F - Prudent#24319,2-1,,1,,SNC,,
5/6/2023 11:30:26,Rafael F - Prudent#24319,Michael M - Atombomb11991#07305,2-0,,1,,SNC,,
5/6/2023 12:26:17,Chris Y - Yorke on Games#66909,Rafael F - Prudent#24319,2-1,,1,Your perscription has arrived!,SNC,,
5/6/2023 13:31:31,Emmett F - Sepulchure#51526,Pedro D - Goombassa#17203,2-0,,1,,Elimination,,
5/6/2023 13:35:08,Brendan Y - Earthmover#56028,Chris Y - Yorke on Games#66909,2-1,,1,,MOM,,
5/6/2023 14:16:34,Ryland B - Sabre#12079,Chris Y - Yorke on Games#66909,2-1,,1,,MOM,,
5/6/2023 15:06:14,Richard K - preacher26#59445,Reed P - bigfingsnake#86869,2-0,,1,,SNC,,
5/6/2023 15:09:27,Sawyer T - soyboy#35469,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,MOM,,
5/6/2023 15:34:04,Warren M - LinkThePlaneswalker33#61905,Jordan M - JMTron#46639,2-0,,1,,MID,,
5/6/2023 15:44:38,Reed P - bigfingsnake#86869,Ryland B - Sabre#12079,2-0,,1,,MOM,,
5/6/2023 16:06:47,Jacob V - Drysle#29533,Daniel G - FriskyHobbit#43185,2-0,,1,,MOM,,
5/6/2023 16:11:05,Trent B - Edgelord42069#62642,Chris Y - Yorke on Games#66909,2-0,,1,,MOM,,
5/6/2023 16:56:39,Richard K - preacher26#59445,Trent B - Edgelord42069#62642,2-0,,1,,ELD,,
5/6/2023 16:58:45,Chris Y - Yorke on Games#66909,Jeremy E - Lhurgoyf#37289,2-0,,1,You got good stuff!,MOM,,
5/6/2023 17:30:07,Mitchel S - SpaghettiMitch#18619,Warren M - LinkThePlaneswalker33#61905,2-1,,1,,MOM,,
5/6/2023 17:52:02,Trent B - Edgelord42069#62642,Serge T - Sergyboy514#39979,2-1,,1,,SNC,,
5/6/2023 18:08:53,Reed P - bigfingsnake#86869,Jeremy E - Lhurgoyf#37289,2-1,,1,,MOM,,
5/6/2023 18:17:16,Trent B - Edgelord42069#62642,Adam D - Adam#54521,2-0,,1,,KLR,,
5/6/2023 19:18:41,Jeremy E - Lhurgoyf#37289,Shane K - Malfunktion#31013,2-1,,1,,MOM,,
5/6/2023 19:50:49,Trent B - Edgelord42069#62642,Bob P - HIT#08120,2-0,,1,,MOM,,
5/6/2023 20:36:34,Wesley K - weslars#49889,Bob P - HIT#08120,2-0,,1,,MOM,,
5/6/2023 22:01:10,Sawyer T - soyboy#35469,Wesley K - weslars#49889,2-0,,1,,BRO,,
5/6/2023 23:05:58,Wesley K - weslars#49889,Jacob V - Drysle#29533,2-1,,1,,SNC,,
5/7/2023 0:32:50,Chris P - Joker01#66827,Wesley K - weslars#49889,2-0,,1,,BRO,,
5/7/2023 0:56:03,Sawyer T - soyboy#35469,Sylvain T - Iquitos#15484,2-0,,1,,BRO,,
5/7/2023 11:44:36,Rafael F - Prudent#24319,Brendan Y - Earthmover#56028,2-0,,1,gg some good games!,MOM,,
5/7/2023 12:26:24,Johnny M - Johnny#69519,Drake M - KoMODO#43282,2-1,,1,,MOM,,
5/7/2023 13:15:52,Johnny M - Johnny#69519,Curtis K - Oblivion#40925,2-0,,1,,MOM,,
5/7/2023 14:49:47,Paul G - TheDragon#61289,Michael M - Atombomb11991#07305,2-0,,1,,MOM,,
5/7/2023 14:57:59,Sawyer T - soyboy#35469,Bob P - HIT#08120,2-0,,1,,MOM,,
5/7/2023 15:12:31,Shuo L - Tamamo#30654,Curtis K - Oblivion#40925,2-0,,1,,MOM,,
5/7/2023 15:39:06,Sawyer T - soyboy#35469,John P - gokuorgohome#51511,2-0,,1,,SNC,,
5/7/2023 15:41:40,Drake M - KoMODO#43282,Shuo L - Tamamo#30654,2-0,,1,,SNC,,
5/7/2023 16:41:16,John P - gokuorgohome#51511,Brendan Y - Earthmover#56028,2-1,,1,,MOM,,
5/7/2023 17:21:01,John P - gokuorgohome#51511,Jacob V - Drysle#29533,2-0,,1,,SNC,,
5/7/2023 17:27:27,Adam S - wizma#29010,Philip B - Plipster#75000,2-0,,1,Great games ,MOM,,
5/7/2023 17:51:42,Jacob V - Drysle#29533,Curtis K - Oblivion#40925,2-0,,1,,MOM,,
5/7/2023 18:19:22,Rafael F - Prudent#24319,Philip B - Plipster#75000,2-0,,1,,MID,,
5/7/2023 18:19:48,Drake M - KoMODO#43282,John P - gokuorgohome#51511,2-1,,1,,SNC,,
5/7/2023 18:32:52,Jake C - the_man_mulcahey#74753,Matthew K - Tortag#62633,2-1,,1,,ONE,,
5/7/2023 18:49:43,Philip B - Plipster#75000,Curtis K - Oblivion#40925,2-0,,1,,MOM,,
5/7/2023 18:57:55,Jordan M - JMTron#46639,Matthew K - Tortag#62633,2-0,,1,,ONE,,
5/7/2023 19:13:19,Philip B - Plipster#75000,Serge T - Sergyboy514#39979,2-1,,1,,MOM,,
5/7/2023 19:30:33,Curtis K - Oblivion#40925,Matthew K - Tortag#62633,2-0,,1,,ONE,,
5/7/2023 19:34:09,Philip B - Plipster#75000,Stephen W - Biceps_Inc#28236,2-0,,1,,MOM,,
5/7/2023 19:39:28,Chris P - Joker01#66827,Drake M - KoMODO#43282,2-0,,1,,MOM,,
5/7/2023 19:50:04,Warren M - LinkThePlaneswalker33#61905,Stephen W - Biceps_Inc#28236,2-0,,1,,ELD,,
5/7/2023 20:12:01,Adam S - wizma#29010,Stephen W - Biceps_Inc#28236,2-1,,1,Omnath!! Ggs ,ELD,,
5/7/2023 20:50:37,Matthew K - Tortag#62633,Warren M - LinkThePlaneswalker33#61905,2-1,,1,,SNC,,
5/7/2023 21:23:02,Ron C - lennor#52740,Wyatt C - hotdolphin#30769,2-0,,1,Gg,MOM,,
5/7/2023 21:51:08,Maranda L - BlackCanary#59791,Zeke W - smarmyplatapus#30066,2-0,,1,,MOM,,
5/7/2023 21:57:22,Adam S - wizma#29010,Wyatt C - hotdolphin#30769,2-0,,1,Great games!,SNC,,
5/7/2023 22:23:42,Daniel G - FriskyHobbit#43185,Wyatt C - hotdolphin#30769,2-0,,1,,SNC,,
5/7/2023 22:43:51,Nicholas K - Bionick#55161,Mike P - UnwieldyBiscuit#26471,2-1,,1,,ONE,,
5/7/2023 22:44:03,Daniel G - FriskyHobbit#43185,Steve T - strout#45062,2-0,,1,,THB,,
5/7/2023 23:06:41,Ron C - lennor#52740,Lisa T - Amelli#58421,2-0,,1,Gg,MOM,,
5/7/2023 23:48:59,Ron C - lennor#52740,Nicholas K - Bionick#55161,2-1,,1,Mill!,MOM,,
5/8/2023 0:19:14,Mitchel S - SpaghettiMitch#18619,Nicholas K - Bionick#55161,2-0,,1,,GRN,,
5/8/2023 12:48:18,John P - gokuorgohome#51511,Richard K - preacher26#59445,2-0,,1,,MOM,,
5/8/2023 14:56:48,Russell S - rstad#89052,Lotte P - Lotte #93345,2-1,,1,,MOM,,
5/8/2023 15:09:39,Wyatt C - hotdolphin#30769,Paul G - TheDragon#61289,2-0,,1,,BRO,,
5/8/2023 15:14:20,Reed P - bigfingsnake#86869,Troy R - Pengwin#05127,2-0,,1,,ELD,,
5/8/2023 15:35:37,Paul G - TheDragon#61289,Anthony S - Kingboars#88381,2-0,,1,,MID,,
5/8/2023 16:00:14,Wyatt C - hotdolphin#30769,Noah B - Sisco#71800,2-0,,1,,MOM,,
5/8/2023 16:17:50,John R - Ged#72302,Troy R - Pengwin#05127,2-1,,1,ggs,BRO,,
5/8/2023 16:57:37,Matthew K - Tortag#62633,Troy R - Pengwin#05127,2-0,,1,,ELIMINATION,,
5/8/2023 17:21:52,Caleb G - Whynaut#28590,Evan C - PeasOfCrab#00133,2-1,,1,,BRO,,
5/8/2023 18:04:31,Cody-Rayce MG - Rayce#56572,Caleb G - Whynaut#28590,2-1,,1,ggs,MOM,,
5/8/2023 19:20:09,Jordan M - JMTron#46639,Michael M - Atombomb11991#07305,2-0,,1,,MOM,,
5/8/2023 20:04:41,Damian S - ButCrackMagic#71223,Michael M - Atombomb11991#07305,2-1,,1,,SNC,,
5/8/2023 20:25:26,Caleb G - Whynaut#28590,Damian S - ButCrackMagic#71223,2-0,,1,,M21,,
5/8/2023 20:45:57,Caleb G - Whynaut#28590,Chris R - Sinkwater#27508,2-0,,1,,MOM,,
5/8/2023 21:01:48,Kevin I - kni1993#29285,Steve T - strout#45062,2-0,,1,,VOW,,
5/8/2023 22:06:18,Cody-Rayce MG - Rayce#56572,Evan C - PeasOfCrab#00133,2-0,,1,ggs wp,BRO,,
5/8/2023 22:24:22,Cody-Rayce MG - Rayce#56572,Ron C - lennor#52740,2-0,,1,ggs,MOM,,
5/8/2023 22:34:03,Chris R - Sinkwater#27508,Curtis K - Oblivion#40925,2-0,,1,,SNC,,
5/8/2023 22:58:43,Noah B - Sisco#71800,Evan C - PeasOfCrab#00133,2-1,,1,,BRO,,
5/8/2023 23:21:33,Ryan D - TheSlickness#10857,Curtis K - Oblivion#40925,2-1,,1,,ELD,,
5/8/2023 23:35:22,Bill D - Cato Phoenix#70805,Jeremy E - Lhurgoyf#37289,2-1,,1,,BRO,,
5/9/2023 0:10:09,Evan C - PeasOfCrab#00133,Ryan D - TheSlickness#10857,2-1,,1,,SNC,,
5/9/2023 1:13:38,Mitchel S - SpaghettiMitch#18619,Drake M - KoMODO#43282,2-1,,1,,MOM,,
