Timestamp,Winner Name,Loser Name,Result,Notes,Script Handled,Messaged?
2/19/2025 18:59:32,Austin L - letschanator#96536,James Mc - Fireball#69952,2-0,,1,1
2/19/2025 19:22:21,Jordan M - JMTron#46639,Austin L - letschanator#96536,2-0,,1,1
2/19/2025 20:16:49,Edgar A - PlayfulTerror#04926,James Mc - Fireball#69952,2-1,ggs,1,1
2/19/2025 20:34:48,Brandon Z - Zincker #39598,Austin L - letschanator#96536,2-1,,1,1
2/19/2025 20:50:35,Ryan H - Kitchensinks#50434,Michael M - Atombomb11991#07305,2-1,,1,1
2/19/2025 20:56:36,Jordan M - JMTron#46639,Brandon Z - Zincker #39598,2-0,ggs!,1,1
2/19/2025 22:10:56,Michael M - Atombomb11991#07305,Taylor G - mangocutter#15889,2-1,,1,1
2/19/2025 22:11:47,Mitchel S - SpaghettiMitch#18619,Adrian C - CarrRadio#73846,2-0,,1,1
2/19/2025 22:28:17,Damon B - Nomad#43918,Miguel B - Ethereus#60108,2-0,,1,1
2/19/2025 22:34:36,Preston B - Vorbis#46420,Michael M - Atombomb11991#07305,2-0,,1,1
2/19/2025 22:51:00,Colton S - coltoncooper#56958,John D - DailyDraft#87013,2-0,,1,1
2/19/2025 23:00:25,Wayne L - 4chinit#67724,Adrian C - CarrRadio#73846,2-0,,1,1
2/19/2025 23:27:17,Miguel B - Ethereus#60108,Emmett F - Sepulchure#51526,2-0,ggs,1,1
2/20/2025 0:04:09,Taylor G - mangocutter#15889,Juan Q - Termas79513#36870,2-1,,1,1
2/20/2025 0:21:04,Preston B - Vorbis#46420,Adrian C - CarrRadio#73846,2-0,Disconnect late in game 2 :(,1,1
2/20/2025 0:39:20,Maranda L - BlackCanary#59791,Sylvain T - Iquitos#15484,2-0,,1,1
2/20/2025 0:47:58,Dominic M - domdoes#32489,John D - DailyDraft#87013,2-0,there is hope!,1,1
2/20/2025 10:35:37,Violet V - Almost Skillfull#94898,Joe T - Elasticity#07466,2-1,,1,1
2/20/2025 10:53:06,Zeke W - smarmyplatapus#30066,Sylvain T - Iquitos#15484,2-1,,1,1
2/20/2025 11:22:18,Jeremy E - Lhurgoyf#37289,Violet V - Almost Skillfull#94898,2-1,thanks for the games!,1,1
2/20/2025 11:42:50,Tyler G - Pronamel#36740,Tony G - YnotRock#76764,2-0,,1,1
2/20/2025 11:58:15,Matthias H - Rezreh#11308,Chris O - Chriso91#46230,2-0,,1,1
2/20/2025 12:20:56,Tyler G - Pronamel#36740,Violet V - Almost Skillfull#94898,2-0,,1,1
2/20/2025 14:10:31,Jaidin M - MnemonicDevice#38774,Enrique O - Caex#39549,2-0,,1,1
2/20/2025 14:47:00,Matthias H - Rezreh#11308,Sylvain T - Iquitos#15484,2-1,,1,1
2/20/2025 15:53:44,Enrique O - Caex#39549,Vasco M - motatom#50510,2-1,,1,1
2/20/2025 15:58:30,Richard K - preacher26#59445,O'Connor M - TwoPints#37545,2-0,,1,1
2/20/2025 16:31:34,Violet V - Almost Skillfull#94898,O'Connor M - TwoPints#37545,2-1,,1,1
2/20/2025 16:51:16,Vasco M - motatom#50510,Robert M - LaughItUp#38462,2-1,,1,1
2/20/2025 17:18:51,Mitchel S - SpaghettiMitch#18619,O'Connor M - TwoPints#37545,2-0,,1,1
2/20/2025 17:45:46,Robert M - LaughItUp#38462,Jaidin M - MnemonicDevice#38774,2-0,,1,1
2/20/2025 18:10:47,Robert M - LaughItUp#38462,Tyler D - Tuper#64722,2-0,,1,1
2/20/2025 18:21:54,Tomás B - EverFightinDuck#44829,Zack H - HackZolt#31077,2-1,,1,1
2/20/2025 18:49:40,James Mc - Fireball#69952,Jaidin M - MnemonicDevice#38774,2-0,,1,1
2/20/2025 19:00:21,Jacob B - jacobbarnett15#95139,Steve T - strout#45062,2-0,,1,1
2/20/2025 19:28:03,Taylor G - mangocutter#15889,Jacob B - jacobbarnett15#95139,2-0,,1,1
2/20/2025 19:41:11,Brandon Z - Zincker #39598,Maranda L - BlackCanary#59791,2-0,,1,1
2/20/2025 20:17:07,Aaron B - Bevelman#18220,Jordan M - JMTron#46639,2-0,ggs,1,1
2/20/2025 20:53:09,Juan Q - Termas79513#36870,Robert M - LaughItUp#38462,2-1,GG nice pool,1,1
2/20/2025 20:57:37,Aaron B - Bevelman#18220,Elliot H - blobby#99425,2-0,,1,1
2/20/2025 21:27:36,Enrique O - Caex#39549,Andrew M - Robespierre#01976,2-0,,1,1
2/20/2025 21:31:27,Joseph S - NotSham#89034,Juan Q - Termas79513#36870,2-0,,1,1
2/20/2025 21:35:53,Robert M - LaughItUp#38462,Michael M - Atombomb11991#07305,2-1,,1,1
2/20/2025 22:10:06,Enrique O - Caex#39549,Maranda L - BlackCanary#59791,2-1,,1,1
2/20/2025 22:11:54,Aaron B - Bevelman#18220,Andrew M - Robespierre#01976,2-1,,1,1
2/20/2025 22:42:10,James M - Demonic Tutor#02131,Michael M - Atombomb11991#07305,2-0,,1,1
2/20/2025 23:06:50,Zack H - HackZolt#31077,Taylor G - mangocutter#15889,2-0,GGs - may the pack gods bless you!,1,1
2/20/2025 23:07:42,Maranda L - BlackCanary#59791,Ben M - cardmaaster#84341,2-0,,1,1
2/20/2025 23:31:53,Keelan T - Dufel#75965,Curtis K - Oblivion#40925,2-0,,1,1
2/21/2025 2:35:49,Tyler D - Tuper#64722,Elliot H - blobby#99425,2-1,ggs,1,1
2/21/2025 5:34:22,Matthias H - Rezreh#11308,Andrew M - Robespierre#01976,2-0,,1,1
2/21/2025 11:29:16,Zack H - HackZolt#31077,Rafael F - Prudent#24319,2-1,GG - be blessed with the legendary rarity,1,1
2/21/2025 12:58:17,Maranda L - BlackCanary#59791,Aaron B - Bevelman#18220,2-1,,1,1
2/21/2025 13:06:45,Alex D - snipper_33#42632,Chris O - Chriso91#46230,2-0,,1,1
2/21/2025 13:12:06,Jordan M - JMTron#46639,Nicholas K - Bionick#55161,2-0,,1,1
2/21/2025 15:02:04,Matthias H - Rezreh#11308,DeWitt K - SeethingOctopus#02129,2-1,,1,1
2/21/2025 17:13:01,Lukas M - Finley_2k1#30925,Paul G - TheDragon#61289,2-0,,1,1
2/21/2025 17:31:37,Wesley C - GigaVoltaic#11782,Adam E - adamend#97520,2-1,GGs! Hope you roll well!,1,1
2/21/2025 17:31:57,Sabrina S - Sabrina#30505,Daniel Z - FOO#48389,2-0,Good Games!,1,1
2/21/2025 17:35:05,Aaron B - Bevelman#18220,Paul G - TheDragon#61289,2-0,,1,1
2/21/2025 17:40:29,Lukas M - Finley_2k1#30925,Jordan M - JMTron#46639,2-1,,1,1
2/21/2025 17:57:25,Cody-Rayce MG - Pluto#50936,Paul G - TheDragon#61289,2-0,,1,1
2/21/2025 18:06:12,Sabrina S - Sabrina#30505,Violet V - Almost Skillfull#94898,2-1,Good Games!,1,1
2/21/2025 18:20:31,Timothy B - wtrbflov2#64488,Matt P - Hyouden#42088,2-0,,1,1
2/21/2025 18:30:16,Jordan M - JMTron#46639,Paul G - TheDragon#61289,2-0,,1,1
2/21/2025 18:40:19,Sabrina S - Sabrina#30505,Jeff H - Wox1510#92581,2-1,Good Games!,1,1
2/21/2025 18:51:17,Lukas M - Finley_2k1#30925,Evan C - PeasOfCrab#00133,2-0,,1,1
2/21/2025 18:58:52,Cody-Rayce MG - Pluto#50936,Violet V - Almost Skillfull#94898,2-0,ggs! :),1,1
2/21/2025 19:00:04,Georgii C - Yasunori#84481,Nick A - Nistar#14127,2-1,GGS!,1,1
2/21/2025 19:08:22,Paul G - TheDragon#61289,Sabrina S - Sabrina#30505,2-0,,1,1
2/21/2025 19:13:56,Lotte P - Lotte #93345,Jeff H - Wox1510#92581,2-0,,1,1
2/21/2025 19:29:05,Matt P - Hyouden#42088,Aaron B - Bevelman#18220,2-1,,1,1
2/21/2025 19:32:18,Jordan M - JMTron#46639,Nick L - Aliphos#10232,2-1,,1,1
2/21/2025 19:47:36,Chris Y - Yorke on Games#66909,Christopher G - oompaloompa#65002,2-0,Tight match!,1,1
2/21/2025 19:49:59,Nick A - Nistar#14127,Lotte P - Lotte #93345,2-0,,1,1
2/21/2025 20:16:11,Nick L - Aliphos#10232,Nick A - Nistar#14127,2-0,ggs,1,1
2/21/2025 20:28:50,Aaron B - Bevelman#18220,Alex M - ItsYaBoiAlex#76222,2-1,ggs,1,1
2/21/2025 20:31:25,Jordan M - JMTron#46639,Violet V - Almost Skillfull#94898,2-0,,1,1
2/21/2025 20:35:39,Nick L - Aliphos#10232,Georgii C - Yasunori#84481,2-0,ggs,1,1
2/21/2025 20:44:22,Lukas M - Finley_2k1#30925,Chris Y - Yorke on Games#66909,2-0,,1,1
2/21/2025 21:07:36,Matt P - Hyouden#42088,Nick L - Aliphos#10232,2-0,,1,1
2/21/2025 21:21:57,Nicholas K - Bionick#55161,Enrique O - Caex#39549,2-1,,1,1
2/21/2025 21:37:36,Jordan M - JMTron#46639,Tyler G - Pronamel#36740,2-1,,1,1
2/21/2025 21:51:39,Nick L - Aliphos#10232,Chris Y - Yorke on Games#66909,2-1,"GGs, last game was a stall and a half",1,1
2/21/2025 21:53:32,Christopher G - oompaloompa#65002,Kevin C - Keviiiiin#67886,2-0,,1,1
2/21/2025 21:54:11,Matt P - Hyouden#42088,DeWitt K - SeethingOctopus#02129,2-1,,1,1
2/21/2025 21:54:28,Lukas M - Finley_2k1#30925,Eikel P - SouLIke#53611,2-1,,1,1
2/21/2025 22:25:50,Christopher G - oompaloompa#65002,Matt P - Hyouden#42088,2-1,,1,1
2/21/2025 22:32:29,Tyler G - Pronamel#36740,Alex M - ItsYaBoiAlex#76222,2-1,,1,1
2/21/2025 22:38:27,Kevin C - Keviiiiin#67886,DeWitt K - SeethingOctopus#02129,2-1,,1,1
2/21/2025 22:49:09,Aaron B - Bevelman#18220,Daniel Z - FOO#48389,2-1,,1,1
2/21/2025 23:11:19,Bob P - Hit#08120,Emmett F - Sepulchure#51526,2-1,,1,1
2/21/2025 23:23:04,Kevin C - Keviiiiin#67886,Aaron B - Bevelman#18220,2-1,,1,1
2/21/2025 23:24:51,Bob P - Hit#08120,Caleb G - Whynaut#28590,2-0,,1,1
2/21/2025 23:46:46,Alex H - Merriman#08092,Kip S - Rokuta#07703,2-0,,1,1
2/21/2025 23:51:21,Bob P - Hit#08120,Kevin C - Keviiiiin#67886,2-1,,1,1
2/21/2025 23:58:25,Alex M - ItsYaBoiAlex#76222,Chris Y - Yorke on Games#66909,2-1,topdeck city,1,1
2/22/2025 0:12:34,Keelan T - Dufel#75965,Bob P - Hit#08120,2-0,,1,1
2/22/2025 0:29:58,Daniel Z - FOO#48389,Kevin C - Keviiiiin#67886,2-0,,1,1
2/22/2025 0:42:23,Emmett F - Sepulchure#51526,Johnny M - Johnny#69519,2-1,,1,1
2/22/2025 0:56:06,Chris Y - Yorke on Games#66909,Daniel Z - FOO#48389,2-0,Good fight!,1,1
2/22/2025 1:27:37,Jahbari W - Lollicat3569#47691,Petro K - sonoki#49073,2-0,GGs!,1,1
2/22/2025 1:28:20,Kip S - Rokuta#07703,Sylvain T - Iquitos#15484,2-1,Very close match <3 ,1,1
2/22/2025 1:56:24,Daniel Z - FOO#48389,Stephen H - Crayth#38098,2-0,,1,1
2/22/2025 1:57:19,Parker D - Android77#15898,Petro K - sonoki#49073,2-1,,1,1
2/22/2025 2:30:13,Jahbari W - Lollicat3569#47691,Parker D - Android77#15898,2-1,,1,1
2/22/2025 7:03:10,Petro K - sonoki#49073,Dirk E - BegginBlue#16667,2-0,"GG, sorry for mana issues in both games",1,1
2/22/2025 8:02:22,Bryndis T - BryndisT#59659,Tristan W - Capt_Tryst#35137,2-1,,1,1
2/22/2025 10:42:00,Caleb G - Whynaut#28590,Jeff H - Wox1510#92581,2-1,,1,1
2/22/2025 10:43:16,Ron C - Lennor#52740,Dirk E - BegginBlue#16667,2-1,,1,1
2/22/2025 10:43:51,Jeremy E - Lhurgoyf#37289,Tyler G - Pronamel#36740,2-0,,1,1
2/22/2025 10:54:31,Damon B - Nomad#43918,David K - Judgementface#52229,2-1,,1,1
2/22/2025 11:31:51,Matt F - MadeMyBus#92429,Cody-Rayce MG - Pluto#50936,2-0,,1,1
2/22/2025 12:15:11,Tyler G - Pronamel#36740,Ben P - ChuckNoBlocks#32638,2-1,,1,1
2/22/2025 12:27:40,Curtis K - Oblivion#40925,Alex H - Merriman#08092,2-1,,1,1
2/22/2025 12:48:16,Curtis K - Oblivion#40925,Daniel G - FriskyHobbit#43185,2-0,,1,1
2/22/2025 13:00:27,Matthew H - Almost#13446,Zack H - HackZolt#31077,2-0,,1,1
2/22/2025 13:10:23,Curtis K - Oblivion#40925,Adam E - adamend#97520,2-0,,1,1
2/22/2025 13:21:48,Alexis M - Alexsfly#67052,Cody-Rayce MG - Pluto#50936,2-1,,1,1
2/22/2025 13:45:24,Daniel G - FriskyHobbit#43185,Ron C - Lennor#52740,2-1,,1,1
2/22/2025 13:53:49,Jahbari W - Lollicat3569#47691,Matt F - MadeMyBus#92429,2-0,,1,1
2/22/2025 13:58:20,Zack H - HackZolt#31077,Alexis M - Alexsfly#67052,2-1,GGs - Raf's deckbuild helping skills too strong,1,1
2/22/2025 14:39:24,Jahbari W - Lollicat3569#47691,Matthew H - Almost#13446,2-1,Very tight games. GGs!,1,1
2/22/2025 14:56:52,Ron C - Lennor#52740,Wesley C - GigaVoltaic#11782,2-1,,1,1
2/22/2025 15:05:26,Violet V - Almost Skillfull#94898,Jon R - MetalFingers#36803,2-1,,1,1
2/22/2025 15:15:57,Tristan W - Capt_Tryst#35137,Adam E - adamend#97520,2-1,,1,1
2/22/2025 15:35:02,Ron C - Lennor#52740,Violet V - Almost Skillfull#94898,2-1,,1,1
2/22/2025 15:38:55,Ethan L - ethanndow#02818,Lotte P - Lotte #93345,2-1,,1,1
2/22/2025 15:54:39,Jon R - MetalFingers#36803,Stefan V - Silversword#06621,2-1,,1,1
2/22/2025 16:09:51,Tristan W - Capt_Tryst#35137,Ron C - Lennor#52740,2-0,,1,1
2/22/2025 16:32:47,John P - gokuorgohome#51511,Ben P - ChuckNoBlocks#32638,2-1,,1,1
2/22/2025 16:42:05,Tristan W - Capt_Tryst#35137,Stefan V - Silversword#06621,2-0,,1,1
2/22/2025 16:49:47,Alexis M - Alexsfly#67052,Kip S - Rokuta#07703,2-1,,1,1
2/22/2025 17:01:24,Violet V - Almost Skillfull#94898,Taylor G - mangocutter#15889,2-1,,1,1
2/22/2025 17:07:52,John P - gokuorgohome#51511,Kevin I - kni1993#29285,2-0,,1,1
2/22/2025 17:08:45,Stefan V - Silversword#06621,Renaud C - ArExSea#25399,2-0,,1,1
2/22/2025 17:14:36,Zeke W - smarmyplatapus#30066,Ben P - ChuckNoBlocks#32638,2-1,Close ones! Glad we got it reconnected,1,1
2/22/2025 17:19:34,Sawyer T - soyboy#35469,Ryley Y - Organ#98816,2-1,,1,1
2/22/2025 17:24:49,Caleb G - Whynaut#28590,Alexis M - Alexsfly#67052,2-1,,1,1
2/22/2025 17:42:48,Ben P - ChuckNoBlocks#32638,Tomás B - EverFightinDuck#44829,2-0,GGs!,1,1
2/22/2025 17:44:40,Jon R - MetalFingers#36803,Zeke W - smarmyplatapus#30066,2-1,,1,1
2/22/2025 17:58:46,Caleb G - Whynaut#28590,Ryley Y - Organ#98816,2-1,,1,1
2/22/2025 18:15:41,Tomás B - EverFightinDuck#44829,Wayne L - 4chinit#67724,2-1,,1,1
2/22/2025 18:18:30,Caleb G - Whynaut#28590,Renaud C - ArExSea#25399,2-0,,1,1
2/22/2025 18:21:28,Ben P - ChuckNoBlocks#32638,Stephen H - Crayth#38098,2-0,,1,1
2/22/2025 18:48:24,Timothy B - wtrbflov2#64488,Tomás B - EverFightinDuck#44829,2-1,,1,1
2/22/2025 19:38:27,Renaud C - ArExSea#25399,Timothy B - wtrbflov2#64488,2-1,,1,1
2/22/2025 19:39:54,Ben P - ChuckNoBlocks#32638,James M - Demonic Tutor#02131,2-1,,1,1
2/22/2025 20:10:56,Renaud C - ArExSea#25399,Ethan L - ethanndow#02818,2-1,,1,1
2/22/2025 20:26:38,Tomás B - EverFightinDuck#44829,Renaud C - ArExSea#25399,2-0,,1,1
2/22/2025 20:30:34,Adam S - wizma#29010,Wei C - Azayaka#83352,2-1,Great games!,1,1
2/22/2025 20:44:31,Wyatt C - hotdolphin#30769,Emmett F - Sepulchure#51526,2-1,,1,1
2/22/2025 21:07:10,Tomás B - EverFightinDuck#44829,Matthew K - Tortag#62633,2-0,,1,1
2/22/2025 21:13:34,Wei C - Azayaka#83352,Wyatt C - hotdolphin#30769,2-0,,1,1
2/22/2025 21:30:54,Wei C - Azayaka#83352,Bob P - Hit#08120,2-0,,1,1
2/22/2025 21:31:31,Johnny M - Johnny#69519,Nicholas K - Bionick#55161,2-1,,1,1
2/22/2025 21:31:50,Emmett F - Sepulchure#51526,Tomás B - EverFightinDuck#44829,2-0,,1,1
2/22/2025 21:51:10,Matthew K - Tortag#62633,Daniel MS - DireWarning#24676,2-0,,1,1
2/22/2025 22:44:35,Jess K - jessie kroyzer#23405,Nicholas K - Bionick#55161,2-1,,1,1
2/22/2025 22:45:33,Wei C - Azayaka#83352,Matthew K - Tortag#62633,2-0,,1,1
2/22/2025 23:33:54,Zack H - HackZolt#31077,Wayne L - 4chinit#67724,2-0,GGs,1,1
2/22/2025 23:46:57,Jess K - jessie kroyzer#23405,Wei C - Azayaka#83352,2-1,,1,1
2/23/2025 0:20:01,Zack H - HackZolt#31077,Logan J - Numskul#59868,2-1,"GGs, intense game 3",1,1
2/23/2025 0:25:01,Mitchel S - SpaghettiMitch#18619,Chris D - Stereolab#37691,2-0,,1,1
2/23/2025 1:20:45,Justin P - Code Pigeon#84057,Chris D - Stereolab#37691,2-0,,1,1
2/23/2025 1:39:17,Jamie W - Jamie#45846,Parker D - Android77#15898,2-0,,1,1
2/23/2025 1:58:38,Tyler D - Tuper#64722,Daniel MS - DireWarning#24676,2-0,ggs,1,1
2/23/2025 9:12:52,Jamie W - Jamie#45846,Jess K - jessie kroyzer#23405,2-1,,1,1
2/23/2025 9:46:10,Damon B - Nomad#43918,Nicholas K - Bionick#55161,2-1,,1,1
2/23/2025 9:59:06,Joseph S - NotSham#89034,Nick A - Nistar#14127,2-1,"What a match, mirror tendrils of the mycotyrant was crazy",1,1
2/23/2025 10:14:57,Christian L - xXalpineXx#54284,Matthew K - Tortag#62633,2-1,,1,1
2/23/2025 10:22:46,Eric S - smitte#94855,Jess K - jessie kroyzer#23405,2-1,Insane G3! GGs,1,1
2/23/2025 10:32:21,Keelan T - Dufel#75965,Austin L - letschanator#96536,2-1,,1,1
2/23/2025 10:50:44,Keelan T - Dufel#75965,Christian L - xXalpineXx#54284,2-1,,1,1
2/23/2025 11:05:20,Austin L - letschanator#96536,Jeremy E - Lhurgoyf#37289,2-1,,1,1
2/23/2025 11:13:48,Alexis M - Alexsfly#67052,Richard K - preacher26#59445,2-0,,1,1
2/23/2025 11:33:52,Matthew K - Tortag#62633,Austin L - letschanator#96536,2-1,,1,1
2/23/2025 11:56:27,Matt F - MadeMyBus#92429,Dominic M - domdoes#32489,2-0,,1,1
2/23/2025 12:14:53,Austin L - letschanator#96536,Matt F - MadeMyBus#92429,2-0,,1,1
2/23/2025 12:21:04,Ethan L - ethanndow#02818,Jamie W - Jamie#45846,2-0,,1,1
2/23/2025 12:42:01,Jamie W - Jamie#45846,Majo G - fortem#78609,2-1,,1,1
2/23/2025 12:51:26,Austin L - letschanator#96536,Georgii C - Yasunori#84481,2-0,,1,1
2/23/2025 13:06:58,Ethan L - ethanndow#02818,Majo G - fortem#78609,2-0,,1,1
2/23/2025 13:32:22,Emmett F - Sepulchure#51526,Ethan L - ethanndow#02818,2-0,,1,1
2/23/2025 13:41:40,Majo G - fortem#78609,Curtis K - Oblivion#40925,2-1,,1,1
2/23/2025 14:13:42,Wyatt C - hotdolphin#30769,Curtis K - Oblivion#40925,2-1,,1,1
2/23/2025 14:14:06,David K - Judgementface#52229,Richard K - preacher26#59445,2-1,,1,1
2/23/2025 14:24:31,Parker D - Android77#15898,Matthew H - Almost#13446,2-1,,1,1
2/23/2025 14:33:45,Majo G - fortem#78609,Tristan W - Capt_Tryst#35137,2-1,,1,1
2/23/2025 14:36:01,Lotte P - Lotte #93345,Wesley C - GigaVoltaic#11782,2-0,,1,1
2/23/2025 14:56:17,Jahbari W - Lollicat3569#47691,David K - Judgementface#52229,2-1,Ggs!,1,1
2/23/2025 15:13:17,Adrian C - CarrRadio#73846,Jaidin M - MnemonicDevice#38774,2-0,,1,1
2/23/2025 15:16:51,Lotte P - Lotte #93345,Wyatt C - hotdolphin#30769,2-1,,1,1
2/23/2025 16:04:43,Wayne L - 4chinit#67724,Tony G - YnotRock#76764,2-1,,1,1
2/23/2025 16:14:14,DeWitt K - SeethingOctopus#02129,Vasco M - motatom#50510,2-0,,1,1
2/23/2025 16:46:59,Tony G - YnotRock#76764,DeWitt K - SeethingOctopus#02129,2-0,,1,1
2/23/2025 17:08:47,Edgar A - PlayfulTerror#04926,Jess K - jessie kroyzer#23405,2-0,ggs,1,1
2/23/2025 17:18:35,Kip S - Rokuta#07703,Chris D - Stereolab#37691,2-0,,1,1
2/23/2025 17:20:10,Vasco M - motatom#50510,Alex M - ItsYaBoiAlex#76222,2-1,,1,1
2/23/2025 17:51:11,Philip B - Plipster#75000,Damon B - Nomad#43918,2-0,,1,1
2/23/2025 18:08:45,Vasco M - motatom#50510,Chris D - Stereolab#37691,2-1,,1,1
2/23/2025 18:36:13,Majo G - fortem#78609,Georgii C - Yasunori#84481,2-0,,1,1
2/23/2025 18:37:53,Alex M - ItsYaBoiAlex#76222,Kip S - Rokuta#07703,2-1,,1,1
2/23/2025 19:01:30,Philip B - Plipster#75000,Mitchel S - SpaghettiMitch#18619,2-1,,1,1
2/23/2025 19:21:02,Georgii C - Yasunori#84481,James M - Demonic Tutor#02131,2-0,gg,1,1
2/23/2025 19:40:48,Philip B - Plipster#75000,Jack F - jkfman101#84645,2-0,,1,1
2/23/2025 20:16:04,Eikel P - SouLIke#53611,Jack F - jkfman101#84645,2-0,,1,1
2/23/2025 20:31:38,Joseph S - NotSham#89034,Kenny W - NivMizzet042#64889,2-1,,1,1
2/23/2025 20:41:57,Damian S - ButCrackMagic#71223,Wyatt C - hotdolphin#30769,2-0,,1,1
2/23/2025 21:03:40,Steve T - strout#45062,Adam S - wizma#29010,2-0,GGs!,1,1
2/23/2025 21:36:49,Tony G - YnotRock#76764,Sawyer T - soyboy#35469,2-0,,1,1
2/23/2025 21:48:30,Steve T - strout#45062,DeWitt K - SeethingOctopus#02129,2-0,GGs!,1,1
2/23/2025 22:20:54,Kenny W - NivMizzet042#64889,Jack H - Rakic#98298,2-1,,1,1
2/23/2025 22:20:59,Steve T - strout#45062,Nicholas K - Bionick#55161,2-1,GGs!,1,1
2/23/2025 22:23:36,Eric S - smitte#94855,Damian S - ButCrackMagic#71223,2-1,GGs,1,1
2/23/2025 22:31:37,Colton S - coltoncooper#56958,Cam B - KingEggbert#01276,2-0,,1,1
2/23/2025 22:47:36,Daniel G - FriskyHobbit#43185,Chris D - Stereolab#37691,2-1,,1,1
2/23/2025 22:51:05,Tony G - YnotRock#76764,Damian S - ButCrackMagic#71223,2-0,,1,1
2/23/2025 22:54:31,Colton S - coltoncooper#56958,Sylvain T - Iquitos#15484,2-0,,1,1
2/23/2025 23:04:36,Daniel G - FriskyHobbit#43185,Christopher G - oompaloompa#65002,2-0,,1,1
2/23/2025 23:04:54,Jack H - Rakic#98298,Steve T - strout#45062,2-1,,1,1
2/23/2025 23:38:55,Jon R - MetalFingers#36803,Nicholas K - Bionick#55161,2-1,,1,1
2/24/2025 0:01:34,Maranda L - BlackCanary#59791,Preston B - Vorbis#46420,2-1,,1,1
2/24/2025 0:17:05,Jamie W - Jamie#45846,Jon R - MetalFingers#36803,2-0,,1,1
2/24/2025 1:00:49,Jack H - Rakic#98298,Jamie W - Jamie#45846,2-0,,1,1
2/24/2025 3:24:40,Justin P - Code Pigeon#84057,Kevin I - kni1993#29285,2-0,,1,1
2/24/2025 11:50:58,Jamie W - Jamie#45846,Adam E - adamend#97520,2-1,,1,1
2/24/2025 12:25:55,Evan L - Evan#97713,Eric S - smitte#94855,2-1,,1,1
2/24/2025 12:50:32,Adam E - adamend#97520,Chris O - Chriso91#46230,2-1,,1,1
2/24/2025 13:50:04,John P - gokuorgohome#51511,Richard K - preacher26#59445,2-1,,1,1
2/24/2025 14:29:03,Majo G - fortem#78609,Dirk E - BegginBlue#16667,2-1,,1,1
2/24/2025 15:14:13,Jack F - jkfman101#84645,John P - gokuorgohome#51511,2-0,,1,1
2/24/2025 15:30:26,Dirk E - BegginBlue#16667,Richard K - preacher26#59445,2-0,We drew all the cards,1,1
2/24/2025 16:18:06,John P - gokuorgohome#51511,Eric S - smitte#94855,2-1,,1,1
2/24/2025 17:25:16,Keelan T - Dufel#75965,Tyler G - Pronamel#36740,2-1,,1,1
2/24/2025 19:21:34,Nick A - Nistar#14127,Dirk E - BegginBlue#16667,2-0,,1,1
2/24/2025 20:12:22,Miguel B - Ethereus#60108,Nik S - njsiii#50504,2-1,GGs!,1,1
2/24/2025 20:12:46,Jack F - jkfman101#84645,Jacob B - jacobbarnett15#95139,2-1,,1,1
2/24/2025 20:38:04,Evan C - PeasOfCrab#00133,Miguel B - Ethereus#60108,2-0,,1,1
2/24/2025 20:53:20,Nik S - njsiii#50504,Edgar A - PlayfulTerror#04926,2-1,,1,1
2/24/2025 20:54:53,Daniel MS - DireWarning#24676,Kenny W - NivMizzet042#64889,2-0,,1,1
2/24/2025 20:58:17,Chris R - Sinkwater#27508,Brandon Z - Zincker #39598,2-0,,1,1
2/24/2025 21:00:20,Matthew H - Almost#13446,Sabrina S - Sabrina#30505,2-0,,1,1
2/24/2025 21:14:19,Eikel P - SouLIke#53611,Daniel M - HPWizard#40332,2-0,,1,1
2/24/2025 21:30:23,Chris R - Sinkwater#27508,Miguel B - Ethereus#60108,2-1,,1,1
2/24/2025 21:32:58,Jack H - Rakic#98298,Brandon Z - Zincker #39598,2-0,,1,1
2/24/2025 21:45:36,Rafael F - Prudent#24319,Curtis K - Oblivion#40925,2-0,Straight hands ma boi!,1,1
2/24/2025 22:07:39,Alex H - Merriman#08092,Miguel B - Ethereus#60108,2-0,,1,1
2/24/2025 22:16:05,Kenny W - NivMizzet042#64889,Evan C - PeasOfCrab#00133,2-0,,1,1
2/24/2025 22:19:51,Jack H - Rakic#98298,Curtis K - Oblivion#40925,2-1,,1,1
2/24/2025 22:22:48,Johnny M - Johnny#69519,Adam S - wizma#29010,2-0,,1,1
2/24/2025 22:34:54,Philip B - Plipster#75000,Kenny W - NivMizzet042#64889,2-0,,1,1
2/24/2025 22:51:56,Christopher G - oompaloompa#65002,Tony G - YnotRock#76764,2-1,,1,1
2/24/2025 22:56:50,Evan C - PeasOfCrab#00133,Johnny M - Johnny#69519,2-0,,1,1
2/24/2025 23:05:01,Maranda L - BlackCanary#59791,Damon B - Nomad#43918,2-0,,1,1
2/24/2025 23:35:24,Adam S - wizma#29010,Timothy B - wtrbflov2#64488,2-0,Good games! ,1,1
2/24/2025 23:41:48,Evan C - PeasOfCrab#00133,Philip B - Plipster#75000,2-1,,1,1
2/24/2025 23:43:50,Andrew M - Robespierre#01976,Logan J - Numskul#59868,2-0,,1,1
2/24/2025 23:45:38,Daniel G - FriskyHobbit#43185,Michael M - Atombomb11991#07305,2-0,,1,1
2/25/2025 0:17:23,Ryan M - rrrn22#32842,James M - Demonic Tutor#02131,2-1,,1,1
2/25/2025 0:29:11,Michael M - Atombomb11991#07305,Logan J - Numskul#59868,2-1,,1,1
