Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Pack Generated,Notes,Punishment Pack,,Winner Colour Pair,Loser Colour Pair,Punishment Pack,,Punishment Pack choice?
10/30/2023 22:13:51,Sawyer T - soyboy#35469,Caleb K - BlackEcho#09078,2-0,,1,,,,,,,,
10/30/2023 22:14:56,Pedro D - Goombassa#17203,Wyatt C - hotdolphin#30769,2-0,,1,GGs ,,,,,,,
10/30/2023 22:38:07,Sawyer T - soyboy#35469,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,,,,,,,
10/30/2023 22:58:04,Jordan M - JMTron#46639,Pedro D - Goombassa#17203,2-1,,1,,,,,,,,
10/30/2023 23:22:22,Pedro D - Goombassa#17203,Justin P - Code Pigeon#84057,2-0,,1,GGs,,,,,,,
10/30/2023 23:54:17,Pedro D - Goombassa#17203,Johnny M - Johnny#69519,2-1,,1,GGs,,,,,,,
10/30/2023 23:55:25,Justin P - Code Pigeon#84057,Ryan D - TheSlickness#10857,2-1,,1,,,,,,,,
10/31/2023 17:14:37,Justin P - Code Pigeon#84057,Noah B - Sisco#71800,2-0,,1,,,,,,,,
10/31/2023 17:35:52,Maranda L - BlackCanary#59791,Justin P - Code Pigeon#84057,2-0,,1,,,,,,,,
10/31/2023 21:52:28,Caleb K - BlackEcho#09078,Shuo L - Tamamo#30654,2-0,,1,ggs,,,,,,,
10/31/2023 22:20:31,Shuo L - Tamamo#30654,Mark W - mmw125#43637,2-0,,1,,,,,,,,
10/31/2023 23:55:28,Johnny M - Johnny#69519,Sylvain T - Iquitos#15484,2-0,,1,,,,,,,,
11/1/2023 0:38:56,Johnny M - Johnny#69519,Shuo L - Tamamo#30654,2-1,,1,,,,,,,,
11/1/2023 14:25:56,Mitchel S - SpaghettiMitch#18619,Jondrion J - jondrion#40531,2-1,,1,,,,,,,,
11/1/2023 16:40:32,Noah B - Sisco#71800,Phillip M - Fat_kitty#63794,2-1,,1,,,,,,,,
11/1/2023 16:42:49,Jondrion J - jondrion#40531,Jaidin M - MnemonicDevice#38774,2-1,,1,,,,,,,,
11/1/2023 19:16:40,Jaidin M - MnemonicDevice#38774,Mark W - mmw125#43637,2-0,,1,ggs!,,,,,,,
11/1/2023 19:45:26,Philip B - Plipster#75000,Jondrion J - jondrion#40531,2-1,,1,,,,,,,,
11/1/2023 21:35:33,Zeke W - smarmyplatapus#30066,Philip B - Plipster#75000,2-0,,1,,,,,,,,
11/1/2023 21:47:39,Cody-Rayce MG - rayce#56572,Zeke W - smarmyplatapus#30066,2-0,,1,gg wps,,,,,,,
11/1/2023 23:31:13,Mitchel S - SpaghettiMitch#18619,Caleb K - BlackEcho#09078,2-0,,1,,,,,,,,
11/1/2023 23:57:55,Shuo L - Tamamo#30654,Sylvain T - Iquitos#15484,2-1,,1,,,,,,,,
11/2/2023 0:20:21,Shuo L - Tamamo#30654,Mitchel S - SpaghettiMitch#18619,2-0,,1,,,,,,,,
11/2/2023 14:19:08,Cody-Rayce MG - rayce#56572,Chris P - Joker01#66827,2-0,,1,ggs bud,,,,,,,
11/2/2023 14:57:07,Joe T - elasticity#07466,Chris P - Joker01#66827,2-0,,1,,,,,,,,
11/2/2023 16:37:44,Adam S - wizma#29010,Dave D - SizzleDizzle#55788,2-0,,1,Good games!,,,,,,,
11/2/2023 18:34:49,Dave D - SizzleDizzle#55788,Phillip M - Fat_kitty#63794,2-0,,1,ggs!  rough mulligans,,,,,,,
11/2/2023 19:14:50,Maranda L - BlackCanary#59791,Phillip M - Fat_kitty#63794,2-1,,1,,,,,,,,
11/2/2023 22:17:02,Pedro D - Goombassa#17203,Joe T - elasticity#07466,2-1,,1,Ggs,,,,,,,
11/3/2023 10:54:08,Phillip M - Fat_kitty#63794,Adam S - wizma#29010,2-1,,1,,,,,,,,
11/3/2023 13:53:11,Maranda L - BlackCanary#59791,Joe T - elasticity#07466,2-1,,1,,,,,,,,
11/3/2023 14:20:45,Dave D - SizzleDizzle#55788,Joe T - elasticity#07466,2-1,,1,ggs!,,,,,,,
11/3/2023 15:51:13,Adam S - wizma#29010,Shuo L - Tamamo#30654,2-0,,1,Great games!,,,,,,,
11/3/2023 17:24:47,Caleb G - Whynaut#28590,Steve T - strout#45062,2-1,,1,,,,,,,,
11/3/2023 17:45:41,Jordan M - JMTron#46639,Caleb G - Whynaut#28590,2-1,,1,,,,,,,,
11/3/2023 19:56:10,Jordan M - JMTron#46639,Kevin I - kni1993#29285,2-0,,1,,,,,,,,
11/3/2023 20:01:53,Jaidin M - MnemonicDevice#38774,Zach C - ZachCarr#31881,2-1,,1,,,,,,,,
11/3/2023 21:00:11,Zach C - ZachCarr#31881,Phillip M - Fat_kitty#63794,2-1,,1,GGs,,,,,,,
11/3/2023 21:10:41,Maxime R - Tasigurr#89921,Sawyer T - soyboy#35469,2-0,,1,,,,,,,,
11/3/2023 21:33:11,Maxime R - Tasigurr#89921,Bob P - HIT#08120,2-0,,1,,,,,,,,
11/3/2023 21:44:13,Steve T - strout#45062,Noah B - Sisco#71800,2-1,,1,GGs!,,,,,,,
11/3/2023 21:54:05,Steve T - strout#45062,Bob P - HIT#08120,2-0,,1,GGs!,,,,,,,
11/3/2023 22:26:43,Maxime R - Tasigurr#89921,Steve T - strout#45062,2-1,,1,,,,,,,,
11/3/2023 22:55:43,Philip B - Plipster#75000,Maxime R - Tasigurr#89921,2-1,,1,,,,,,,,
11/3/2023 23:20:08,Steve T - strout#45062,Philip B - Plipster#75000,2-0,,1,GGs!,,,,,,,
11/4/2023 11:25:56,Thijn H - Thi-Jin#83537,Johnny M - Johnny#69519,2-1,,1,,,,,,,,
11/4/2023 11:39:49,Jack H - Rakic#98298,Colton S - Coltoncooper#56958,2-1,,1,,,,,,,,
11/4/2023 13:31:22,Zach C - ZachCarr#31881,Christopher G - oompaloompa#65002,2-0,,1,GGs,,,,,,,
11/4/2023 14:24:22,Christopher G - oompaloompa#65002,Jacob V - Drysle#29533,2-1,,1,,,,,,,,
11/4/2023 14:44:00,Thijn H - Thi-Jin#83537,Jaidin M - MnemonicDevice#38774,2-1,,1,,,,,,,,
11/4/2023 14:53:35,Jacob V - Drysle#29533,Jordan M - JMTron#46639,2-0,,1,,,,,,,,
11/4/2023 15:20:34,Thijn H - Thi-Jin#83537,Christopher G - oompaloompa#65002,2-1,,1,,,,,,,,
11/4/2023 15:32:25,Jordan M - JMTron#46639,Noah B - Sisco#71800,2-0,,1,,,,,,,,
11/4/2023 15:58:03,Thijn H - Thi-Jin#83537,Lotte P - Lotte #93345,2-0,,1,,,,,,,,
11/4/2023 16:15:52,Jordan M - JMTron#46639,Colton S - Coltoncooper#56958,2-1,,1,,,,,,,,
11/4/2023 16:54:03,Thijn H - Thi-Jin#83537,Pedro D - Goombassa#17203,2-0,,1,,,,,,,,
11/4/2023 17:31:42,Mitchel S - SpaghettiMitch#18619,Evan C - PeasOfCrab#00133,2-0,,1,,,,,,,,
11/4/2023 18:07:45,Pedro D - Goombassa#17203,Mitchel S - SpaghettiMitch#18619,2-1,,1,GGs,,,,,,,
11/4/2023 22:03:38,Jack H - Rakic#98298,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,,,,,,,
11/5/2023 0:14:31,Jack H - Rakic#98298,Jacob V - Drysle#29533,2-0,,1,,,,,,,,
11/5/2023 9:49:52,Chris Y - Yorke on Games#66909,Adam S - wizma#29010,2-1,,1,Butthroat?! -RK,,,,,,,
11/5/2023 10:14:50,Jack H - Rakic#98298,Chris Y - Yorke on Games#66909,2-0,,1,,,,,,,,
11/5/2023 19:18:06,Maxime R - Tasigurr#89921,Michael C - Kentari#73068,2-1,,1,,,,,,,,
11/5/2023 20:04:45,Michael C - Kentari#73068,Michael M - Atombomb11991#07305,2-0,,1,ggs,,,,,,,
11/5/2023 20:33:01,Zach C - ZachCarr#31881,Michael M - Atombomb11991#07305,2-0,,1,,,,,,,,
11/5/2023 20:36:48,Michael C - Kentari#73068,Johnny M - Johnny#69519,2-0,,1,ggs,,,,,,,
11/5/2023 21:00:44,Pedro D - Goombassa#17203,Michael M - Atombomb11991#07305,2-1,,1,GGs,,,,,,,
11/5/2023 21:05:38,Maranda L - BlackCanary#59791,Zach C - ZachCarr#31881,2-0,,1,,,,,,,,
11/5/2023 22:53:45,Pedro D - Goombassa#17203,Wei C - Azayaka#83352,2-1,,1,"GGs, well fought",,,,,,,
11/6/2023 14:47:28,Lotte P - Lotte #93345,Maranda L - BlackCanary#59791,2-0,,1,,,,,,,,
11/6/2023 16:01:48,Michael C - Kentari#73068,Lotte P - Lotte #93345,2-1,,1,ggs,,,,,,,
11/6/2023 18:39:23,Sawyer T - soyboy#35469,Michael C - Kentari#73068,2-0,,1,,,,,,,,
11/6/2023 20:02:24,Zach C - ZachCarr#31881,Dave D - SizzleDizzle#55788,2-0,,1,Shuffler OP,,,,,,,
11/6/2023 20:36:42,Sawyer T - soyboy#35469,Caleb K - BlackEcho#09078,2-0,,1,,,,,,,,
11/6/2023 21:24:28,Maranda L - BlackCanary#59791,Emmett F - Sepulchure#51526,2-1,,1,,,,,,,,
11/7/2023 13:47:29,James S - Zoid#33631,John P - gokuorgohome#51511,2-1,,1,,,,,,,,
11/7/2023 14:04:46,John P - gokuorgohome#51511,Cody-Rayce MG - rayce#56572,2-0,,1,,,,,,,,
11/7/2023 15:58:39,James S - Zoid#33631,Cody-Rayce MG - rayce#56572,2-1,,1,,,,,,,,
11/7/2023 17:05:33,Maranda L - BlackCanary#59791,Philip B - Plipster#75000,2-0,,1,,,,,,,,
11/7/2023 17:44:09,Sawyer T - soyboy#35469,John P - gokuorgohome#51511,2-0,,1,,,,,,,,
11/7/2023 18:30:26,James S - Zoid#33631,Mitchel S - SpaghettiMitch#18619,2-0,,1,,,,,,,,
11/7/2023 18:59:41,James S - Zoid#33631,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,,,,,,,
11/7/2023 23:07:35,Zach C - ZachCarr#31881,Zeke W - smarmyplatapus#30066,2-0,,1,,,,,,,,
11/7/2023 23:54:54,Justin P - Code Pigeon#84057,Zach C - ZachCarr#31881,2-1,,1,,,,,,,,
11/8/2023 1:07:17,James S - Zoid#33631,Zach C - ZachCarr#31881,2-0,,1,,,,,,,,
11/8/2023 1:48:05,Jaidin M - MnemonicDevice#38774,Justin P - Code Pigeon#84057,2-0,,1,Good topdecks are good,,,,,,,
11/8/2023 2:17:14,Jaidin M - MnemonicDevice#38774,Cody-Rayce MG - rayce#56572,2-1,,1,,,,,,,,
11/8/2023 15:32:45,Jaidin M - MnemonicDevice#38774,Joe T - elasticity#07466,2-1,,1,,,,,,,,
11/8/2023 17:00:48,Cody-Rayce MG - rayce#56572,David Z - zyqxD#77167,2-1,,1,ggs bud. PLAY IN THE NEXT LEAGUE ok,,,,,,,
11/8/2023 20:20:36,Chris R - Sinkwater#27508,Jaidin M - MnemonicDevice#38774,2-0,,1,,,,,,,,
11/8/2023 21:11:39,Michael M - Atombomb11991#07305,Cody-Rayce MG - rayce#56572,2-0,,1,,,,,,,,
11/9/2023 0:21:16,Maranda L - BlackCanary#59791,Sawyer T - soyboy#35469,2-0,,1,,,,,,,,
11/9/2023 19:59:12,Chris R - Sinkwater#27508,Adam S - wizma#29010,2-1,,1,,,,,,,,
11/9/2023 20:35:14,Zeke W - smarmyplatapus#30066,Chris R - Sinkwater#27508,2-1,,1,,,,,,,,
11/9/2023 21:13:59,Zeke W - smarmyplatapus#30066,Michael M - Atombomb11991#07305,2-0,,1,,,,,,,,
11/10/2023 0:01:51,Jack H - Rakic#98298,Pedro D - Goombassa#17203,2-1,,1,,,,,,,,
