Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Pack Generated,Notes,Messaged?,Was this match a Duel?
5/3/2024 21:20:51,Caleb G - Whynaut#28590,Jackson M - Valinthronix#93988,2-1,,1,,1,Yes
5/3/2024 21:21:51,Jordan M - JMTron#46639,Daniel G - FriskyHobbit#43185,2-0,,1,,1,No
5/3/2024 21:41:31,Cody-Rayce MG - Rayce#56572,Daniel S - Obitus#54120,2-1,,1,ggs wp,1,No
5/3/2024 21:49:02,Bob P - HIT#08120,Caleb G - Whynaut#28590,2-1,,1,ggs!,1,Yes
5/3/2024 21:55:35,Nick W - Wheelo#89557,Wyatt C - hotdolphin#30769,2-1,,1,,1,No
5/3/2024 21:58:26,Chris O - Chriso91#46230,Johnny M - Johnny#69519,2-0,,1,,1,Yes
5/3/2024 22:02:05,Philip B - Plipster#75000,Evan C - PeasOfCrab#00133,2-1,,1,,1,No
5/3/2024 22:06:12,Jackson M - Valinthronix#93988,Alexandre GA - AGA#86404,2-0,,1,,1,Yes
5/3/2024 22:15:59,Cody-Rayce MG - Rayce#56572,Bob P - HIT#08120,2-0,,1,ggs!!,1,No
5/3/2024 22:19:58,Kevin I - kni1993#29285,Nick W - Wheelo#89557,2-0,,1,,1,No
5/3/2024 22:27:35,Dustin D - Bloone#16018,Daniel S - Obitus#54120,2-0,,1,,1,No
5/3/2024 22:30:17,Cody-Rayce MG - Rayce#56572,Evan C - PeasOfCrab#00133,2-0,,1,ggs,1,No
5/3/2024 22:30:46,Chris Y - Yorke on Games#66909,Alexis M - Alexsfly#67052,2-0,,1,New deck who dis?,1,No
5/3/2024 22:43:11,Philip B - Plipster#75000,Josh T - jathornton#23245,2-1,,1,,1,No
5/3/2024 22:51:29,Bob P - HIT#08120,Nick W - Wheelo#89557,2-0,,1,ggs!,1,No
5/3/2024 22:58:50,Evan C - PeasOfCrab#00133,Daniel S - Obitus#54120,2-1,,1,,1,No
5/3/2024 23:28:45,Josh T - jathornton#23245,Bob P - HIT#08120,2-1,,1,,1,No
5/3/2024 23:51:44,Evan C - PeasOfCrab#00133,Alexis M - Alexsfly#67052,2-1,,1,,1,No
5/3/2024 23:53:50,Chris D - Stereolab#37691,Sylvain T - Iquitos#15484,2-0,,1,,1,No
5/4/2024 0:02:22,Jordan M - JMTron#46639,Johnny M - Johnny#69519,2-0,,1,,1,Yes
5/4/2024 0:03:49,Paul G - TheDragon#61289,Daniel S - Obitus#54120,2-0,,1,,1,No
5/4/2024 0:31:37,Evan C - PeasOfCrab#00133,Chris D - Stereolab#37691,2-1,,1,,1,No
5/4/2024 0:42:11,Steve T - strout#45062,Jack H - Rakic#98298,2-1,,1,GGs!,1,No
5/4/2024 1:12:39,Chris D - Stereolab#37691,Daniel S - Obitus#54120,2-1,,1,,1,No
5/4/2024 1:45:02,Chris D - Stereolab#37691,Steve T - strout#45062,2-1,,1,,1,No
5/4/2024 2:00:13,Will M - Hakei#28570,Jack H - Rakic#98298,2-0,,1,,1,No
5/4/2024 3:05:09,Zeke W - smarmyplatapus#30066,Will M - Hakei#28570,2-1,,1,,1,No
5/4/2024 7:00:22,Demeow L - Demeow#40405,Luke G - Juno#19210,2-1,,1,,1,No
5/4/2024 7:58:55,Will M - Hakei#28570,Nik S - njsiii#50504,2-0,,1,,1,No
5/4/2024 8:05:58,Adam S - wizma#29010,Nick A - Nistar#14127,2-0,,1,"52 Card Stud! Laughing Jasper and a Railway Brawer couldn’t stop me, parner! Ggs welcome to the league!",1,Yes
5/4/2024 8:13:16,Alexandre GA - AGA#86404,Dirk E - BegginBlue#16667,2-1,,1,,1,No
5/4/2024 8:55:17,Nik S - njsiii#50504,Alexandre GA - AGA#86404,2-1,,1,,1,No
5/4/2024 9:16:18,Thomas C - jamberine#68248,Will M - Hakei#28570,2-1,,1,,1,No
5/4/2024 9:34:12,Thomas C - jamberine#68248,Mathieu D - madmat46#11537,2-0,,1,,1,No
5/4/2024 10:07:17,Will M - Hakei#28570,Emmett F - Sepulchure#51526,2-1,,1,,1,No
5/4/2024 11:14:34,Niko G - Thundertnuc#90488,Thomas C - jamberine#68248,2-0,,1,,1,No
5/4/2024 11:20:04,Wesley C - GigaVoltaic#11782,Paul G - TheDragon#61289,2-0,,1,GGs!,1,No
5/4/2024 11:56:14,Chris O - Chriso91#46230,Paul G - TheDragon#61289,2-1,,1,,1,No
5/4/2024 12:22:55,Thomas C - jamberine#68248,Bryan G - Fedaykin98#12204,2-1,,1,,1,No
5/4/2024 12:46:51,Thomas C - jamberine#68248,Wesley C - GigaVoltaic#11782,2-0,,1,,1,No
5/4/2024 12:52:48,Rafael F - Prudent#24319,Nick A - Nistar#14127,2-1,,1,,1,No
5/4/2024 13:48:40,Jeremy E - Lhurgoyf#37289,Matt K - KirbyKong#37457,2-0,,1,,1,No
5/4/2024 14:30:47,James M - Sol_Ring#09384,Duncan M - RobRoyDuncan#16652,2-0,,1,,1,Yes
5/4/2024 15:13:16,John P - gokuorgohome#51511,Cody-Rayce MG - Rayce#56572,2-1,,1,this game was great! ggs cody!,1,No
5/4/2024 15:21:20,Sawyer T - soyboy#35469,Alexis M - Alexsfly#67052,2-0,,1,,1,Yes
5/4/2024 15:30:29,Lotte P - Lotte #93345,Duncan M - RobRoyDuncan#16652,2-0,,1,,1,No
5/4/2024 16:26:47,Lotte P - Lotte #93345,Shuo L - Tamamo#30654,2-0,,1,,1,No
5/4/2024 17:05:35,Lotte P - Lotte #93345,James M - Sol_Ring#09384,2-0,,1,,1,Yes
5/4/2024 17:53:07,Nicholas K - Bionick#55161,Sean Sp - Talrand#06333,2-0,,1,,1,Yes
5/4/2024 18:03:30,Lotte P - Lotte #93345,Edgar A - PlayfulTerror#04926,2-0,,1,,1,No
5/4/2024 18:33:17,John P - gokuorgohome#51511,Jackson M - Valinthronix#93988,2-0,,1,,1,No
5/4/2024 18:37:38,Zeke W - smarmyplatapus#30066,Jack H - Rakic#98298,2-1,,1,,1,No
5/4/2024 20:31:58,Zeke W - smarmyplatapus#30066,Bryan G - Fedaykin98#12204,2-1,,1,Holy Cow!,1,No
5/4/2024 21:52:57,Kevin I - kni1993#29285,Mathieu D - madmat46#11537,2-0,,1,,1,No
5/4/2024 22:15:08,Dustin D - Bloone#16018,Chris O - Chriso91#46230,2-1,,1,,1,No
5/4/2024 22:37:48,Dustin D - Bloone#16018,Kevin I - kni1993#29285,2-0,,1,,1,No
5/4/2024 23:16:15,Josh T - jathornton#23245,Luke G - Juno#19210,2-1,,1,,1,No
5/4/2024 23:54:48,Bryan G - Fedaykin98#12204,Ryan M - rrrn22#32842,2-1,,1,"Ryan M, a gentleman and a scholar, gave me all I wanted!",1,No
5/5/2024 0:35:55,Luke G - Juno#19210,James M - Sol_Ring#09384,2-0,,1,,1,No
5/5/2024 1:03:46,Jeremy E - Lhurgoyf#37289,Sylvain T - Iquitos#15484,2-0,,1,,1,No
5/5/2024 1:11:58,Sawyer T - soyboy#35469,Jordan M - JMTron#46639,2-1,,1,,1,Yes
5/5/2024 8:38:54,John R - Ged#72302,Luke G - Juno#19210,2-1,,1,ggs!,1,No
5/5/2024 9:05:42,Michael M - Atombomb11991#07305,Max K - Lenindner#14296,2-1,,1,,1,No
5/5/2024 9:18:03,Thijn H - Thi-Jin#83537,Chris O - Chriso91#46230,2-1,,1,,1,No
5/5/2024 10:43:25,Thijn H - Thi-Jin#83537,Alexis M - Alexsfly#67052,2-1,,1,,1,No
5/5/2024 10:53:22,Chris O - Chriso91#46230,Matt K - KirbyKong#37457,2-0,,1,,1,No
5/5/2024 11:19:09,Thijn H - Thi-Jin#83537,Nick A - Nistar#14127,2-1,,1,,1,No
5/5/2024 12:03:59,Nick A - Nistar#14127,Kevin I - kni1993#29285,2-1,,1,,1,No
5/5/2024 13:07:37,Ryan M - rrrn22#32842,Cédric L - Hota#65816,2-0,,1,,1,No
5/5/2024 14:11:16,Cédric L - Hota#65816,Niko G - Thundertnuc#90488,2-1,,1,,1,No
5/5/2024 15:00:18,John P - gokuorgohome#51511,Dan H - dan12456#37617,2-0,,1,,1,No
5/5/2024 15:12:24,Matt K - KirbyKong#37457,Dustin D - Bloone#16018,2-0,,1,,1,No
5/5/2024 15:14:37,Matthias H - Rezreh#11308,Adam S - wizma#29010,2-0,,1,,1,Yes
5/5/2024 16:04:48,Cédric L - Hota#65816,Jeremy E - Lhurgoyf#37289,2-0,,1,,1,No
5/5/2024 16:20:45,Daniel G - FriskyHobbit#43185,Dan H - dan12456#37617,2-0,,1,,1,No
5/5/2024 16:35:13,Emmett F - Sepulchure#51526,Cédric L - Hota#65816,2-0,,1,,1,No
5/5/2024 17:17:25,Cédric L - Hota#65816,Alexis M - Alexsfly#67052,2-0,,1,,1,No
5/5/2024 17:47:23,Reed P - bigfingsnake#86869,Emmett F - Sepulchure#51526,2-1,,1,,1,No
5/5/2024 18:03:30,Dan H - dan12456#37617,Reed P - bigfingsnake#86869,2-0,,1,,1,No
5/5/2024 18:59:22,Mathieu D - madmat46#11537,Zeke W - smarmyplatapus#30066,2-1,,1,,1,No
5/5/2024 19:30:44,Mathieu D - madmat46#11537,Sawyer T - soyboy#35469,2-0,,1,,1,No
5/5/2024 20:14:29,Evan L - Evan#97713,Lukas G - lukasaarong#09757,2-0,,1,,1,No
5/5/2024 20:41:01,Matt K - KirbyKong#37457,Mathieu D - madmat46#11537,2-0,,1,,1,No
5/5/2024 20:55:56,Shuo L - Tamamo#30654,Maranda L - BlackCanary#59791,2-1,,1,,1,No
5/5/2024 20:59:27,Lukas G - lukasaarong#09757,Nick H - JetPilot#02453,2-0,,1,,1,No
5/5/2024 21:59:58,Phillip M - Fat_kitty#63794,Nick W - Wheelo#89557,2-1,,1,,1,No
5/5/2024 22:06:39,Jeremy E - Lhurgoyf#37289,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,1,No
5/5/2024 22:24:05,Nicholas K - Bionick#55161,Mike P - UnwieldyBiscuit#26471,2-0,,1,,1,No
5/5/2024 22:46:01,Dan A - BEATDOWNBRINGA#04779,Ryan M - rrrn22#32842,2-0,,1,,1,No
5/5/2024 23:16:52,Dan H - dan12456#37617,Mike P - UnwieldyBiscuit#26471,2-1,,1,,1,No
5/5/2024 23:18:04,Lukas G - lukasaarong#09757,MItchel S - SpaghettiMitch#18619,2-1,,1,,1,No
5/6/2024 0:56:26,Zach L - Redwood#12970,Lukas G - lukasaarong#09757,2-0,,1,,1,No
5/6/2024 1:53:54,Shuo L - Tamamo#30654,Zach L - Redwood#12970,2-1,,1,,1,No
5/6/2024 3:41:16,Wei C - Azayaka#83352,Zach L - Redwood#12970,2-1,,1,,1,No
5/6/2024 4:45:52,Max K - Lenindner#14296,Wei C - Azayaka#83352,2-0,,1,GG,1,No
5/6/2024 9:10:41,Max K - Lenindner#14296,Dan A - BEATDOWNBRINGA#04779,2-1,,1,GGs,1,No
5/6/2024 9:31:41,Max K - Lenindner#14296,Wyatt C - hotdolphin#30769,2-0,,1,GG,1,No
5/6/2024 9:33:57,John P - gokuorgohome#51511,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,1,No
5/6/2024 13:02:24,Thijn H - Thi-Jin#83537,John R - Ged#72302,2-1,,1,,1,No
5/6/2024 13:32:44,Richard K - preacher26#59445,Max K - Lenindner#14296,2-0,,1,,1,No
5/6/2024 13:35:56,Caleb G - Whynaut#28590,Eric S - smitte#94855,2-1,,1,There is no game 2,1,No
5/6/2024 15:26:37,Richard K - preacher26#59445,Eric S - smitte#94855,2-0,,1,,1,No
5/6/2024 16:19:50,Wyatt C - hotdolphin#30769,Eric S - smitte#94855,2-0,,1,,1,No
5/6/2024 16:25:33,Matthias H - Rezreh#11308,Daniel G - FriskyHobbit#43185,2-1,,1,,1,No
5/6/2024 17:52:09,Ryan D - TheSlickness#10857,Alexandre GA - AGA#86404,2-1,,1,,1,No
5/6/2024 18:54:07,Edgar A - PlayfulTerror#04926,Wei C - Azayaka#83352,2-1,,1,gg's,1,No
5/6/2024 19:17:46,Justin P - Code Pigeon#84057,Niko G - Thundertnuc#90488,2-0,,1,,1,No
5/6/2024 19:35:48,Nick A - Nistar#14127,Jack H - Rakic#98298,2-1,,1,,1,Yes
5/6/2024 19:58:21,Christian L - xXalpineXx#54284,Evan L - Evan#97713,2-1,,1,,1,No
5/6/2024 20:09:02,Justin P - Code Pigeon#84057,Joseph H - Sexcellence#51112,2-0,,1,,1,No
5/6/2024 20:36:16,Christian L - xXalpineXx#54284,Phillip M - Fat_kitty#63794,2-0,,1,,1,No
5/6/2024 20:40:04,Justin P - Code Pigeon#84057,Mathieu L - Wayl0n#81231,2-1,,1,,1,No
5/6/2024 20:42:05,Joseph H - Sexcellence#51112,Nick H - JetPilot#02453,2-0,,1,,1,Yes
5/6/2024 20:57:32,Kevin I - kni1993#29285,Chris Y - Yorke on Games#66909,2-1,,1,,1,No
5/6/2024 22:30:31,Dan A - BEATDOWNBRINGA#04779,Jordan M - JMTron#46639,2-1,,1,,1,No
5/6/2024 22:35:43,Lukas G - lukasaarong#09757,Justin P - Code Pigeon#84057,2-1,,1,,1,No
5/6/2024 23:04:13,Rafael F - Prudent#24319,Sylvain T - Iquitos#15484,2-0,,1,best of luck with the rest of the matches <3,1,No
5/6/2024 23:04:28,Jeremy E - Lhurgoyf#37289,Caleb G - Whynaut#28590,2-0,,1,,1,No
5/6/2024 23:54:55,Adam S - wizma#29010,Caleb G - Whynaut#28590,2-1,,1,Good games parner,1,No
5/7/2024 8:35:20,Marley L - BeautyAndTheGitrog#98732,Dave T - RestiveNebula#74573,2-1,,1,,1,No
5/7/2024 9:30:21,Adam S - wizma#29010,Andrew M - Robespierre#01976,2-0,,1,Great games!,1,No
5/7/2024 10:36:26,Dave T - RestiveNebula#74573,Matthias H - Rezreh#11308,2-0,,1,,1,No
5/7/2024 10:51:18,John R - Ged#72302,Andrew M - Robespierre#01976,2-0,,1,ggs.,1,No
5/7/2024 11:34:45,Adam S - wizma#29010,Dave T - RestiveNebula#74573,2-0,,1,Great games! Sorry about the Oko!,1,No
5/7/2024 12:18:08,Andrew M - Robespierre#01976,Wyatt C - hotdolphin#30769,2-1,,1,,1,No
5/7/2024 12:27:11,Joe T - elasticity#07466,Ryan M - rrrn22#32842,2-1,,1,,1,No
5/7/2024 12:48:22,Joe T - elasticity#07466,Thijn H - Thi-Jin#83537,2-0,,1,,1,No
5/7/2024 13:57:14,Joe T - elasticity#07466,Dave T - RestiveNebula#74573,2-0,,1,,1,No
5/7/2024 14:23:59,Luke G - Juno#19210,Cody-Rayce MG - Rayce#56572,2-0,,1,,1,No
5/7/2024 15:26:04,MItchel S - SpaghettiMitch#18619,Dave T - RestiveNebula#74573,2-0,,1,,1,No
5/7/2024 15:47:58,Wei C - Azayaka#83352,Alexis R - Lexabombtastic#98940,2-0,,1,,1,No
5/7/2024 16:07:32,Ryan M - rrrn22#32842,Shuo L - Tamamo#30654,2-1,,1,,1,No
5/7/2024 16:50:53,Ryan D - TheSlickness#10857,Michael M - Atombomb11991#07305,2-0,,1,,1,No
5/7/2024 18:04:22,Ryan D - TheSlickness#10857,Enrique O - Caex#39549,2-1,,1,,1,No
5/7/2024 18:07:31,MItchel S - SpaghettiMitch#18619,James Mc - fireball#69952,2-1,,1,,1,No
5/7/2024 18:21:33,Ryan D - TheSlickness#10857,Danny S - Scout_#06819,2-0,,1,,1,No
5/7/2024 18:42:25,Rafael F - Prudent#24319,Danny S - Scout_#06819,2-0,,1,Your pool is absolutely scary. Best of luck the rest of the week,1,No
5/7/2024 18:48:29,Edgar A - PlayfulTerror#04926,Joseph H - Sexcellence#51112,2-1,,1,gg's,1,No
5/7/2024 19:04:10,Alexis R - Lexabombtastic#98940,Danny S - Scout_#06819,2-0,,1,,1,No
5/7/2024 19:26:17,Maranda L - BlackCanary#59791,Joseph H - Sexcellence#51112,2-0,,1,,1,No
5/7/2024 20:02:34,Wyatt C - hotdolphin#30769,Mike P - UnwieldyBiscuit#26471,2-1,,1,,1,No
5/7/2024 20:29:35,Chris D - Stereolab#37691,Nick W - Wheelo#89557,2-0,,1,,1,No
5/7/2024 20:42:45,Maranda L - BlackCanary#59791,Mike P - UnwieldyBiscuit#26471,2-0,,1,,1,No
5/7/2024 21:03:31,Julian K - Citizen_Snippies#31245,Christian L - xXalpineXx#54284,2-1,,1,,1,No
5/7/2024 21:10:28,Chris D - Stereolab#37691,Ryan D - TheSlickness#10857,2-1,,1,,1,No
5/7/2024 21:24:53,Julian K - Citizen_Snippies#31245,Phillip M - Fat_kitty#63794,2-0,,1,,1,No
5/7/2024 21:58:42,Maranda L - BlackCanary#59791,Marley L - BeautyAndTheGitrog#98732,2-0,,1,,1,No
5/7/2024 22:06:01,Nik S - njsiii#50504,Joaquin E - DiabolicMachine#23891,2-1,,1,,1,No
5/7/2024 22:50:44,Mathieu L - Wayl0n#81231,Joaquin E - DiabolicMachine#23891,2-0,,1,,1,No
5/7/2024 22:53:37,Rafael F - Prudent#24319,Steve T - strout#45062,2-1,,1,Finally a match where you're not u'w tempo T_T,1,No
5/7/2024 23:01:03,Nik S - njsiii#50504,Maranda L - BlackCanary#59791,2-1,,1,,1,No
5/7/2024 23:45:36,Preston B - Vorbis#46420,Joaquin E - DiabolicMachine#23891,2-1,,1,GGs! Super lucky top decks for me G3,1,Yes
5/8/2024 0:00:30,Emmett F - Sepulchure#51526,Steve T - strout#45062,2-0,,1,,1,Yes
5/8/2024 0:31:41,Preston B - Vorbis#46420,Mathieu L - Wayl0n#81231,2-1,,1,,1,No
5/8/2024 0:43:43,Joaquin E - DiabolicMachine#23891,MItchel S - SpaghettiMitch#18619,2-1,,1,,1,No
5/8/2024 1:52:21,Justin P - Code Pigeon#84057,Demeow L - Demeow#40405,2-0,,1,,1,No
5/8/2024 10:10:26,Joaquin E - DiabolicMachine#23891,Richard K - preacher26#59445,2-0,,1,,1,No
5/8/2024 11:13:36,Emmett F - Sepulchure#51526,John R - Ged#72302,2-1,,1,,1,Yes
5/8/2024 11:59:06,Phillip M - Fat_kitty#63794,Andrew M - Robespierre#01976,2-0,,1,,1,No
5/8/2024 12:26:42,Johnny M - Johnny#69519,Andrew M - Robespierre#01976,2-0,,1,,1,No
5/8/2024 13:25:05,Nick H - JetPilot#02453,Andrew M - Robespierre#01976,2-0,,1,,1,No
5/8/2024 15:35:43,Wesley C - GigaVoltaic#11782,Max K - Lenindner#14296,2-0,,1,,1,No
5/8/2024 15:36:35,Richard K - preacher26#59445,John R - Ged#72302,2-1,,1,,1,No
5/8/2024 16:28:29,John R - Ged#72302,Daniel G - FriskyHobbit#43185,2-1,,1,ggs...thanks for the grindy games.,1,No
5/8/2024 18:27:03,Enrique O - Caex#39549,Alexis R - Lexabombtastic#98940,2-0,,1,,1,No
5/8/2024 18:42:14,John P - gokuorgohome#51511,James Mc - fireball#69952,2-0,,1,,1,No
5/8/2024 19:07:26,Marley L - BeautyAndTheGitrog#98732,Niko G - Thundertnuc#90488,2-0,,1,,1,No
5/8/2024 19:10:52,Enrique O - Caex#39549,Edgar A - PlayfulTerror#04926,2-0,,1,,1,No
5/8/2024 20:00:22,Marley L - BeautyAndTheGitrog#98732,Christian L - xXalpineXx#54284,2-1,,1,,1,No
5/8/2024 20:14:48,Nick W - Wheelo#89557,Christopher G - oompaloompa#65002,2-0,,1,,1,No
5/8/2024 20:31:52,Niko G - Thundertnuc#90488,Christian L - xXalpineXx#54284,2-0,,1,,1,No
5/8/2024 20:36:18,Chris R - Sinkwater#27508,James Mc - fireball#69952,2-0,,1,,1,No
5/8/2024 20:58:13,Nick W - Wheelo#89557,Mathieu L - Wayl0n#81231,2-1,,1,,1,No
5/8/2024 21:26:52,Chris R - Sinkwater#27508,Riley A - slammajambrose#86597,2-1,,1,,1,No
5/8/2024 21:53:26,Nik S - njsiii#50504,James Mc - fireball#69952,2-1,,1,,1,No
5/8/2024 22:47:14,Zeke W - smarmyplatapus#30066,Sylvain T - Iquitos#15484,2-0,,1,,1,Yes
5/8/2024 22:55:27,Mathieu L - Wayl0n#81231,Josh T - jathornton#23245,2-1,,1,,1,No
5/8/2024 23:54:04,Preston B - Vorbis#46420,Sylvain T - Iquitos#15484,2-0,,1,,1,Yes
5/9/2024 12:27:14,Enrique O - Caex#39549,Demeow L - Demeow#40405,2-0,,1,,1,No
5/9/2024 13:03:01,Zach L - Redwood#12970,Duncan M - RobRoyDuncan#16652,2-0,,1,,1,No
5/9/2024 13:37:36,Reed P - bigfingsnake#86869,Sylvain T - Iquitos#15484,2-1,,1,,1,No
5/9/2024 14:35:30,Evan L - Evan#97713,Reed P - bigfingsnake#86869,2-1,,1,,1,No
5/9/2024 15:05:44,Wesley C - GigaVoltaic#11782,Evan L - Evan#97713,2-1,,1,GGs,1,No
5/9/2024 17:39:05,Paul S - YungChunk#45977,Johnny M - Johnny#69519,2-1,,1,ggs,1,No
5/9/2024 18:00:50,Wesley C - GigaVoltaic#11782,Chris R - Sinkwater#27508,2-1,,1,GGs!,1,No
5/9/2024 18:27:04,Rafael F - Prudent#24319,Reed P - bigfingsnake#86869,2-1,,1,STRAIGHT HANDS BABBBYYYYY,1,No
5/9/2024 18:46:13,James Mc - fireball#69952,Joseph H - Sexcellence#51112,2-0,,1,,1,No
5/9/2024 19:39:53,Michael M - Atombomb11991#07305,James M - Sol_Ring#09384,2-1,,1,,1,No
5/9/2024 20:23:13,Michael M - Atombomb11991#07305,Paul S - YungChunk#45977,2-1,,1,,1,No
5/9/2024 21:22:55,Phillip M - Fat_kitty#63794,Michael M - Atombomb11991#07305,2-1,,1,Oko our lord and savior claims another soul,1,No
5/9/2024 21:27:01,Christopher G - oompaloompa#65002,Ron C - Lennor#52740,2-0,,1,,1,No
5/9/2024 22:17:30,MItchel S - SpaghettiMitch#18619,Jaidin M - MnemonicDevice#38774,2-0,,1,,1,No
5/9/2024 22:17:52,Christopher G - oompaloompa#65002,James M - Sol_Ring#09384,2-0,,1,,1,No
5/9/2024 22:54:18,Paul S - YungChunk#45977,Jaidin M - MnemonicDevice#38774,2-1,,1,ggs,1,No
5/9/2024 23:08:31,Joe T - elasticity#07466,Chris R - Sinkwater#27508,2-1,,1,,1,No
5/9/2024 23:22:58,Edgar A - PlayfulTerror#04926,Josh T - jathornton#23245,2-0,,1,gg's,1,No
5/9/2024 23:29:53,Preston B - Vorbis#46420,Enrique O - Caex#39549,2-1,,1,,1,No
5/9/2024 23:33:46,Christopher G - oompaloompa#65002,Steve T - strout#45062,2-0,,1,,1,Yes
5/9/2024 23:52:37,Jaidin M - MnemonicDevice#38774,Joe T - elasticity#07466,2-1,,1,,1,No
5/10/2024 0:21:17,Jaidin M - MnemonicDevice#38774,Sylvain T - Iquitos#15484,2-0,,1,,1,No
5/10/2024 9:02:47,Ron C - Lennor#52740,Demeow L - Demeow#40405,2-1,,1,,1,No
5/10/2024 9:42:03,Preston B - Vorbis#46420,Bryan G - Fedaykin98#12204,2-0,,1,,1,No
5/10/2024 10:16:02,Ron C - Lennor#52740,Richard K - preacher26#59445,2-0,,1,,1,No
5/10/2024 11:36:06,Eric S - smitte#94855,Marley L - BeautyAndTheGitrog#98732,2-0,,1,,1,No
5/10/2024 11:39:26,Demeow L - Demeow#40405,Matthias H - Rezreh#11308,2-1,,1,,1,No
5/10/2024 12:15:41,Nick H - JetPilot#02453,Demeow L - Demeow#40405,2-0,,1,,1,No
5/10/2024 13:04:19,Duncan M - RobRoyDuncan#16652,Julian K - Citizen_Snippies#31245,2-0,,1,,1,No
5/10/2024 13:27:07,Joaquin E - DiabolicMachine#23891,Riley A - slammajambrose#86597,2-0,,1,,1,No
5/10/2024 15:02:28,Julian K - Citizen_Snippies#31245,Jaidin M - MnemonicDevice#38774,2-0,,1,,1,No
5/10/2024 17:28:21,Luke G - Juno#19210,Thomas C - jamberine#68248,2-0,,1,,1,No
5/10/2024 17:37:17,Eric S - smitte#94855,Shuo L - Tamamo#30654,2-1,,1,,1,No
5/10/2024 18:08:16,Thomas C - jamberine#68248,Wyatt C - hotdolphin#30769,2-1,,1,,1,No
5/10/2024 18:53:19,Thomas C - jamberine#68248,Lotte P - Lotte #93345,2-0,,1,,1,No
5/10/2024 18:54:37,Paul G - TheDragon#61289,Luke G - Juno#19210,2-1,,1,,1,No
5/10/2024 19:04:01,Daniel G - FriskyHobbit#43185,Matthias H - Rezreh#11308,2-0,,1,,1,Yes
5/10/2024 19:25:34,Wei C - Azayaka#83352,Evan C - PeasOfCrab#00133,2-1,,1,,1,No
5/10/2024 19:35:21,Joaquin E - DiabolicMachine#23891,Nick A - Nistar#14127,2-0,,1,,1,Yes
5/10/2024 19:55:27,Kevin I - kni1993#29285,Daniel G - FriskyHobbit#43185,2-0,,1,,1,Yes
5/10/2024 20:03:45,Dirk E - BegginBlue#16667,Julian K - Citizen_Snippies#31245,2-1,,1,,1,No
5/10/2024 20:58:43,Alexis M - Alexsfly#67052,Kevin I - kni1993#29285,2-1,,1,,1,Yes
5/10/2024 21:13:54,Daniel G - FriskyHobbit#43185,Nick W - Wheelo#89557,2-1,,1,,1,No
5/10/2024 21:50:21,Chris Y - Yorke on Games#66909,Kevin I - kni1993#29285,2-1,,1,Ping desert!!,1,No
5/10/2024 22:03:31,Zeke W - smarmyplatapus#30066,Alexis M - Alexsfly#67052,2-1,,1,,1,Yes
5/10/2024 23:23:30,Michael M - Atombomb11991#07305,Chris Y - Yorke on Games#66909,2-1,,1,,1,No
5/10/2024 23:30:30,Bob P - HIT#08120,Caleb G - Whynaut#28590,2-0,,1,Ban Plan the Heist,1,Yes
5/10/2024 23:50:42,Nick W - Wheelo#89557,Chris Y - Yorke on Games#66909,2-0,,1,,1,No
5/11/2024 0:18:06,Thomas C - jamberine#68248,Bob P - HIT#08120,2-1,,1,,1,Yes
5/11/2024 0:19:30,Luke G - Juno#19210,Daniel S - Obitus#54120,2-1,,1,,1,No
5/11/2024 0:43:28,Nick W - Wheelo#89557,Bob P - HIT#08120,2-0,,1,,1,No
5/11/2024 3:19:24,Cédric L - Hota#65816,Dirk E - BegginBlue#16667,2-1,,1,,1,No
5/11/2024 3:25:55,Daniel G - FriskyHobbit#43185,Chris Y - Yorke on Games#66909,2-1,,1,,1,No
5/11/2024 5:21:58,Dirk E - BegginBlue#16667,Paul G - TheDragon#61289,2-0,,1,,1,Yes
5/11/2024 6:50:01,Thijn H - Thi-Jin#83537,Luke G - Juno#19210,2-0,,1,,1,No
5/11/2024 9:57:47,Thijn H - Thi-Jin#83537,Alexandre GA - AGA#86404,2-0,,1,,1,No
5/11/2024 10:49:48,Thijn H - Thi-Jin#83537,Wyatt C - hotdolphin#30769,2-0,,1,,1,No
5/11/2024 11:06:03,Nick A - Nistar#14127,Thomas C - jamberine#68248,2-0,,1,,1,Yes
5/11/2024 11:26:22,Thijn H - Thi-Jin#83537,Niko G - Thundertnuc#90488,2-0,,1,,1,No
5/11/2024 12:12:43,Nick A - Nistar#14127,Wyatt C - hotdolphin#30769,2-0,,1,,1,No
5/11/2024 12:21:59,Dan A - BEATDOWNBRINGA#04779,Kevin I - kni1993#29285,2-0,,1,,1,Yes
5/11/2024 12:52:20,Dan A - BEATDOWNBRINGA#04779,Chris O - Chriso91#46230,2-0,,1,,1,No
5/11/2024 13:30:10,Jeremy E - Lhurgoyf#37289,Dave T - RestiveNebula#74573,2-0,,1,,1,Yes
5/11/2024 13:33:04,Nick A - Nistar#14127,Chris O - Chriso91#46230,2-0,,1,Good brawl,1,No
5/11/2024 14:38:25,Nick A - Nistar#14127,Dave T - RestiveNebula#74573,2-1,,1,,1,No
5/11/2024 15:34:26,Wesley C - GigaVoltaic#11782,Dirk E - BegginBlue#16667,2-0,,1,Don't shoot me,1,No
,,,,,,,,
