Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Pack Generated,Notes,Messaged?,Was this match a Duel?
5/20/2024 18:08:22,Rafael F - Prudent#24319,Cody-Rayce MG - Rayce#56572,2-0,,1,I never wanted it to go down like this </3,1,No
5/20/2024 18:31:39,Philip B - Plipster#75000,Joseph H - Sexcellence#51112,2-1,,1,,1,No
5/20/2024 19:04:42,Evan C - PeasOfCrab#00133,Mathieu L - Wayl0n#81231,2-0,,1,,1,No
5/20/2024 19:26:40,John P - gokuorgohome#51511,Dirk E - BegginBlue#16667,2-0,,1,,1,No
5/20/2024 19:38:46,Justin P - Code Pigeon#84057,Edgar A - PlayfulTerror#04926,2-1,,1,,1,No
5/20/2024 20:12:32,Justin P - Code Pigeon#84057,Nik S - njsiii#50504,2-0,,1,,2,No
5/20/2024 20:13:07,Jordan M - JMTron#46639,Emmett F - Sepulchure#51526,2-1,,1,,1,Yes
5/20/2024 20:18:08,Michael M - Atombomb11991#07305,Evan C - PeasOfCrab#00133,2-1,,1,,1,No
5/20/2024 20:56:32,Ryan D - TheSlickness#10857,Michael M - Atombomb11991#07305,2-1,,1,,1,No
5/20/2024 21:01:42,Jordan M - JMTron#46639,Zeke W - smarmyplatapus#30066,2-0,,1,,1,Yes
5/20/2024 21:17:22,Jack H - Rakic#98298,Dan A - BEATDOWNBRINGA#04779,2-1,,1,GGs amazing games Dan ,1,No
5/20/2024 22:39:02,Chris O - Chriso91#46230,Josh T - jathornton#23245,2-0,,1,,1,No
5/20/2024 22:45:09,Mathieu L - Wayl0n#81231,Adam S - wizma#29010,2-0,,1,,1,No
5/20/2024 22:58:28,Johnny M - Johnny#69519,Bryan G - Fedaykin98#12204,2-0,,1,Yeehaw,1,No
5/20/2024 23:09:48,Evan C - PeasOfCrab#00133,Dirk E - BegginBlue#16667,2-0,,1,,2,Yes
5/20/2024 23:12:41,Chris Y - Yorke on Games#66909,Jeremy E - Lhurgoyf#37289,2-1,,1,Feature Match: Yorke's Revenge,1,No
5/20/2024 23:29:48,Bryan G - Fedaykin98#12204,Dan A - BEATDOWNBRINGA#04779,2-0,,1,"Have a lovely, less exhausting rest of the week!",1,No
5/21/2024 0:07:54,Evan C - PeasOfCrab#00133,Sawyer T - soyboy#35469,2-1,,1,,1,Yes
5/21/2024 0:26:52,Dan A - BEATDOWNBRINGA#04779,Preston B - Vorbis#46420,2-1,,1,,1,No
5/21/2024 1:31:28,Chris Y - Yorke on Games#66909,Zach L - Redwood#12970,2-1,,1,Thanks for the battle!,1,No
5/21/2024 3:59:59,Will M - Hakei#28570,Cody-Rayce MG - Rayce#56572,2-1,,1,,2,No
5/21/2024 8:10:43,John R - Ged#72302,Will M - Hakei#28570,2-0,,1,ggs,1,No
5/21/2024 8:49:53,Will M - Hakei#28570,Paul G - TheDragon#61289,2-0,,1,Wasn't happy with the loss D:,1,No
5/21/2024 11:40:49,Matthias H - Rezreh#11308,Will M - Hakei#28570,2-1,,1,,1,No
5/21/2024 13:57:33,Eric S - smitte#94855,Daniel G - FriskyHobbit#43185,2-0,,1,,1,Yes
5/21/2024 13:59:16,Nick H - JetPilot#02453,Will M - Hakei#28570,2-1,,1,,1,No
5/21/2024 14:24:17,Duncan M - RobRoyDuncan#16652,Matthias H - Rezreh#11308,2-0,,1,,1,No
5/21/2024 14:58:00,Richard K - preacher26#59445,Lukas G - lukasaarong#09757,2-1,,1,,1,No
5/21/2024 16:01:12,Ryan D - TheSlickness#10857,Lukas G - lukasaarong#09757,2-0,,1,,1,No
5/21/2024 17:35:37,Jeremy E - Lhurgoyf#37289,MItchel S - SpaghettiMitch#18619,2-1,,1,,1,Yes
5/21/2024 18:28:01,Rafael F - Prudent#24319,Bryan G - Fedaykin98#12204,2-0,,1,Not upset about a double mull but this is revenge for the last game! we have to meet again next week <3,1,No
5/21/2024 19:10:29,Mathieu D - madmat46#11537,Mathieu L - Wayl0n#81231,2-0,,1,,1,No
5/21/2024 19:14:40,Evan C - PeasOfCrab#00133,Shuo L - Tamamo#30654,2-1,,1,,1,No
5/21/2024 19:46:30,Mathieu D - madmat46#11537,Joe T - elasticity#07466,2-1,,1,,1,No
5/21/2024 20:47:24,Mathieu L - Wayl0n#81231,Joe T - elasticity#07466,2-1,,1,,1,No
5/21/2024 21:06:57,Evan L - Evan#97713,Mathieu D - madmat46#11537,2-1,,1,,1,No
5/21/2024 22:24:42,Zeke W - smarmyplatapus#30066,Caleb G - Whynaut#28590,2-0,,1,,1,No
5/21/2024 22:52:15,Caleb G - Whynaut#28590,Shuo L - Tamamo#30654,2-1,,1,,2,No
5/21/2024 23:10:21,Zeke W - smarmyplatapus#30066,Eric S - smitte#94855,2-1,,1,ggs!,1,Yes
5/21/2024 23:28:15,Daniel G - FriskyHobbit#43185,Caleb G - Whynaut#28590,2-1,,1,,2,No
5/22/2024 10:26:22,Adam S - wizma#29010,Matt K - KirbyKong#37457,2-0,,1,Good games!,1,No
5/22/2024 10:44:59,John R - Ged#72302,Rafael F - Prudent#24319,2-0,,1,ggs,1,No
5/22/2024 15:20:36,Reed P - bigfingsnake#86869,Nick H - JetPilot#02453,2-1,,1,,2,No
5/22/2024 15:52:52,Reed P - bigfingsnake#86869,Rafael F - Prudent#24319,2-1,,1,,1,No
5/22/2024 18:00:21,Mathieu L - Wayl0n#81231,Bryan G - Fedaykin98#12204,2-0,,1,,1,No
5/22/2024 18:57:56,Edgar A - PlayfulTerror#04926,Phillip M - Fat_kitty#63794,2-0,,1,ggs,2,No
5/22/2024 19:24:47,Emmett F - Sepulchure#51526,Christopher G - oompaloompa#65002,2-1,,1,,1,No
5/22/2024 20:57:01,Chris O - Chriso91#46230,Zeke W - smarmyplatapus#30066,2-0,,1,,1,No
5/22/2024 21:09:24,Maranda L - BlackCanary#59791,Christopher G - oompaloompa#65002,2-0,,1,,1,No
5/22/2024 21:55:20,Maranda L - BlackCanary#59791,Mathieu D - madmat46#11537,2-0,,1,,1,No
5/22/2024 22:22:46,Christopher G - oompaloompa#65002,Evan L - Evan#97713,2-0,,1,,1,No
5/22/2024 22:39:37,Maranda L - BlackCanary#59791,James M - Sol_Ring#09384,2-0,,1,,1,No
5/23/2024 1:44:42,James M - Sol_Ring#09384,Joaquin E - DiabolicMachine#23891,2-0,,1,,1,No
5/23/2024 8:52:55,Richard K - preacher26#59445,James M - Sol_Ring#09384,2-0,,1,,1,No
5/23/2024 13:57:58,Duncan M - RobRoyDuncan#16652,Adam S - wizma#29010,2-1,,1,,1,No
5/23/2024 14:01:27,John R - Ged#72302,Joaquin E - DiabolicMachine#23891,2-1,,1,a close one!,1,No
5/23/2024 15:33:05,Marley L - BeautyAndTheGitrog#98732,Duncan M - RobRoyDuncan#16652,2-1,,1,,1,No
5/23/2024 16:30:09,Christian L - xXalpineXx#54284,John R - Ged#72302,2-1,,1,,1,No
5/23/2024 18:58:59,MItchel S - SpaghettiMitch#18619,Edgar A - PlayfulTerror#04926,2-1,,1,,1,No
5/23/2024 19:08:52,Wei C - Azayaka#83352,Christian L - xXalpineXx#54284,2-1,,1,,1,No
5/23/2024 19:44:26,Christopher G - oompaloompa#65002,Jordan M - JMTron#46639,2-1,,1,,1,No
5/23/2024 19:45:26,Joseph H - Sexcellence#51112,Christian L - xXalpineXx#54284,2-1,,1,,2,No
5/23/2024 21:22:56,Nick W - Wheelo#89557,Adam S - wizma#29010,2-0,,1,,1,No
5/23/2024 21:52:32,Nick W - Wheelo#89557,Marley L - BeautyAndTheGitrog#98732,2-0,,1,,2,No
5/23/2024 22:18:53,Sawyer T - soyboy#35469,Marley L - BeautyAndTheGitrog#98732,2-0,,1,,2,No
5/23/2024 22:53:24,Jeremy E - Lhurgoyf#37289,Johnny M - Johnny#69519,2-0,,1,,2,Yes
5/23/2024 23:07:55,Preston B - Vorbis#46420,Nick W - Wheelo#89557,2-1,,1,,2,No
5/23/2024 23:20:16,Dan A - BEATDOWNBRINGA#04779,Josh T - jathornton#23245,2-0,,1,,2,No
5/23/2024 23:48:02,Christopher G - oompaloompa#65002,Josh T - jathornton#23245,2-0,,1,,2,No
5/24/2024 0:03:47,Johnny M - Johnny#69519,MItchel S - SpaghettiMitch#18619,2-1,,1,,1,Yes
5/24/2024 0:08:04,Preston B - Vorbis#46420,Enrique O - Caex#39549,2-1,,1,,1,No
5/24/2024 0:43:27,Zach L - Redwood#12970,Preston B - Vorbis#46420,2-0,,1,,1,No
5/24/2024 0:44:40,Matt K - KirbyKong#37457,Enrique O - Caex#39549,2-0,,1,,1,No
5/24/2024 1:40:57,James M - Sol_Ring#09384,Johnny M - Johnny#69519,2-1,,1,,2,No
5/24/2024 9:22:42,James M - Sol_Ring#09384,John R - Ged#72302,2-0,,1,,2,No
5/24/2024 9:43:34,Richard K - preacher26#59445,Joe T - elasticity#07466,2-0,,1,,1,No
5/24/2024 9:51:52,Duncan M - RobRoyDuncan#16652,Matt K - KirbyKong#37457,2-0,,1,,2,No
5/24/2024 10:03:21,Joaquin E - DiabolicMachine#23891,Wesley C - GigaVoltaic#11782,2-0,,1,,1,No
5/24/2024 11:02:38,Matt K - KirbyKong#37457,Eric S - smitte#94855,2-1,,1,,2,No
5/24/2024 11:15:48,Dan A - BEATDOWNBRINGA#04779,Joe T - elasticity#07466,2-1,,1,,1,No
5/24/2024 11:53:07,Eric S - smitte#94855,Joe T - elasticity#07466,2-1,,1,,1,No
5/24/2024 12:35:13,Thijn H - Thi-Jin#83537,Enrique O - Caex#39549,2-1,,1,,1,No
5/24/2024 13:09:43,Rafael F - Prudent#24319,Eric S - smitte#94855,2-0,,1,</3 Farewell friend,2,No
5/24/2024 13:41:40,Matthias H - Rezreh#11308,Marley L - BeautyAndTheGitrog#98732,2-0,,1,,2,No
5/24/2024 14:38:00,Julian K - Citizen_Snippies#31245,Maranda L - BlackCanary#59791,2-0,,1,,1,No
5/24/2024 14:38:05,Dustin D - Bloone#16018,Marley L - BeautyAndTheGitrog#98732,2-1,,1,,2,No
5/24/2024 15:02:45,Enrique O - Caex#39549,Duncan M - RobRoyDuncan#16652,2-1,,1,,1,No
5/24/2024 15:06:49,Christopher G - oompaloompa#65002,Matthias H - Rezreh#11308,2-1,,1,,2,No
5/24/2024 15:35:44,Michael M - Atombomb11991#07305,Dustin D - Bloone#16018,2-1,,1,,2,No
5/24/2024 17:48:28,Wei C - Azayaka#83352,Nick A - Nistar#14127,2-0,,1,,2,No
5/24/2024 17:54:03,Paul G - TheDragon#61289,Lotte P - Lotte #93345,2-1,,1,,1,Yes
5/24/2024 19:13:58,Thomas C - jamberine#68248,Edgar A - PlayfulTerror#04926,2-1,,1,,2,No
5/24/2024 20:42:13,Thomas C - jamberine#68248,Nick A - Nistar#14127,2-1,,1,,2,No
5/24/2024 21:10:17,Chris Y - Yorke on Games#66909,Sawyer T - soyboy#35469,2-0,,1,Campaign & Caviar,2,No
5/24/2024 21:39:30,Chris Y - Yorke on Games#66909,Philip B - Plipster#75000,2-1,,1,Nuked my whole board... for nothing!,1,No
5/24/2024 21:46:49,Ryan D - TheSlickness#10857,Thomas C - jamberine#68248,2-1,,1,,1,No
5/24/2024 22:09:08,Chris Y - Yorke on Games#66909,Nick W - Wheelo#89557,2-1,,1,"Demons, demons, everywhere",2,No
5/24/2024 22:49:56,Ryan D - TheSlickness#10857,Chris Y - Yorke on Games#66909,2-1,,1,,2,No
5/24/2024 22:51:54,Thomas C - jamberine#68248,Jordan M - JMTron#46639,2-1,,1,,2,Yes
5/24/2024 22:57:10,Sawyer T - soyboy#35469,Philip B - Plipster#75000,2-1,,1,,1,No
5/24/2024 23:28:21,Thomas C - jamberine#68248,Dan H - dan12456#37617,2-0,,1,,2,No
5/25/2024 0:14:20,Chris D - Stereolab#37691,Matt K - KirbyKong#37457,2-1,,1,,2,No
5/25/2024 0:16:01,Philip B - Plipster#75000,Ryan D - TheSlickness#10857,2-1,,1,,1,No
5/25/2024 0:44:44,Chris D - Stereolab#37691,Philip B - Plipster#75000,2-0,,1,,1,No
5/25/2024 0:46:02,James M - Sol_Ring#09384,Steve T - strout#45062,2-0,,1,,1,No
5/25/2024 9:41:46,Chris D - Stereolab#37691,Chris O - Chriso91#46230,2-1,,1,,1,No
5/25/2024 13:27:38,Chris O - Chriso91#46230,Sawyer T - soyboy#35469,2-1,,1,,2,No
5/25/2024 16:15:07,Wesley C - GigaVoltaic#11782,James M - Sol_Ring#09384,2-1,,1,Good and grindy,2,No
5/25/2024 18:49:31,Chris D - Stereolab#37691,Wesley C - GigaVoltaic#11782,2-0,,1,,1,No
5/25/2024 22:41:01,Evan C - PeasOfCrab#00133,Ryan M - rrrn22#32842,2-0,,1,,1,No
5/25/2024 23:04:12,Dan A - BEATDOWNBRINGA#04779,Chris D - Stereolab#37691,2-0,,1,,1,No
5/25/2024 23:54:50,MItchel S - SpaghettiMitch#18619,Joe T - elasticity#07466,2-1,,1,,1,No
5/26/2024 0:32:39,Preston B - Vorbis#46420,Paul G - TheDragon#61289,2-0,,1,,2,No
5/26/2024 0:48:10,Chris O - Chriso91#46230,Julian K - Citizen_Snippies#31245,2-1,,1,,1,No
5/26/2024 1:16:25,Jack H - Rakic#98298,MItchel S - SpaghettiMitch#18619,2-1,,1,,1,No
5/26/2024 1:52:56,Julian K - Citizen_Snippies#31245,Jordan M - JMTron#46639,2-1,,1,,2,Yes
5/26/2024 9:05:11,Adam S - wizma#29010,Will M - Hakei#28570,2-1,,1,"Great match, sweet deck!",2,No
5/26/2024 9:28:41,John P - gokuorgohome#51511,Will M - Hakei#28570,2-0,,1,,2,No
5/26/2024 11:24:29,Adam S - wizma#29010,Lotte P - Lotte #93345,2-0,,1,Annie vs the Queen in a desert brawl!,1,Yes
5/26/2024 11:56:06,Mathieu D - madmat46#11537,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,1,No
5/26/2024 12:35:36,Jack H - Rakic#98298,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,1,No
5/26/2024 13:13:38,Dan A - BEATDOWNBRINGA#04779,Christopher G - oompaloompa#65002,2-0,,1,,2,No
5/26/2024 15:01:35,Julian K - Citizen_Snippies#31245,Jack H - Rakic#98298,2-0,,1,,2,Yes
5/26/2024 15:40:20,Joe T - elasticity#07466,Jack H - Rakic#98298,2-1,,1,,2,No
5/26/2024 16:20:23,Julian K - Citizen_Snippies#31245,Paul G - TheDragon#61289,2-1,,1,,2,No
5/26/2024 16:34:37,Joe T - elasticity#07466,Jeremy E - Lhurgoyf#37289,2-0,,1,,1,No
5/26/2024 16:53:47,Dustin D - Bloone#16018,Joe T - elasticity#07466,2-1,,1,,1,No
5/26/2024 19:52:05,Chris O - Chriso91#46230,John P - gokuorgohome#51511,2-0,,1,,1,No
5/26/2024 19:57:14,Joe T - elasticity#07466,Mathieu D - madmat46#11537,2-0,,1,,1,No
5/26/2024 20:55:41,Daniel G - FriskyHobbit#43185,Mathieu D - madmat46#11537,2-1,,1,,1,No
5/26/2024 23:27:41,Zeke W - smarmyplatapus#30066,Emmett F - Sepulchure#51526,2-1,,1,ggs!,2,Yes
5/27/2024 1:36:20,Justin P - Code Pigeon#84057,Daniel G - FriskyHobbit#43185,2-0,,1,,1,No
5/27/2024 9:29:11,Richard K - preacher26#59445,Thijn H - Thi-Jin#83537,2-1,,1,,1,No
5/27/2024 10:25:06,Duncan M - RobRoyDuncan#16652,Thijn H - Thi-Jin#83537,2-1,,1,,1,No
5/27/2024 11:08:54,Thijn H - Thi-Jin#83537,Rafael F - Prudent#24319,2-1,,1,,1,No
5/27/2024 12:10:20,Christopher G - oompaloompa#65002,Thijn H - Thi-Jin#83537,2-0,,1,,1,No
5/27/2024 13:26:00,Daniel G - FriskyHobbit#43185,Wei C - Azayaka#83352,2-0,,1,,1,No
5/27/2024 16:22:49,Lotte P - Lotte #93345,Dustin D - Bloone#16018,2-0,,1,,2,No
5/27/2024 16:39:35,Jeremy E - Lhurgoyf#37289,Nick A - Nistar#14127,2-0,,1,,2,No
5/27/2024 17:42:42,John P - gokuorgohome#51511,Johnny M - Johnny#69519,2-1,,1,great games,2,Yes
5/27/2024 18:50:43,Christopher G - oompaloompa#65002,Sawyer T - soyboy#35469,2-0,,1,,2,No
5/27/2024 19:30:17,Mathieu D - madmat46#11537,Sawyer T - soyboy#35469,2-1,,1,,2,No
5/27/2024 20:01:45,Mathieu D - madmat46#11537,Dustin D - Bloone#16018,2-0,,1,,2,No
5/27/2024 20:53:05,Ryan D - TheSlickness#10857,Christopher G - oompaloompa#65002,2-1,,1,,2,No
5/27/2024 20:57:45,Bryan G - Fedaykin98#12204,Wei C - Azayaka#83352,2-1,,1,"Wei was very friendly, chatted AND streamed! Nice!",1,No
5/27/2024 21:58:02,Bryan G - Fedaykin98#12204,Adam S - wizma#29010,2-0,,1,Enjoyed chatting!  Good luck in the future!,1,No
5/27/2024 23:44:37,Chris O - Chriso91#46230,Preston B - Vorbis#46420,2-0,,1,,1,No
5/28/2024 0:27:56,Zeke W - smarmyplatapus#30066,Justin P - Code Pigeon#84057,2-0,,1,ggs!,1,No
5/28/2024 1:05:31,Justin P - Code Pigeon#84057,Zach L - Redwood#12970,2-0,,1,,1,No
5/28/2024 14:19:17,Duncan M - RobRoyDuncan#16652,Zeke W - smarmyplatapus#30066,2-1,,1,,1,No
5/28/2024 15:26:09,John P - gokuorgohome#51511,Richard K - preacher26#59445,2-0,,1,,1,No
5/28/2024 15:50:27,Daniel G - FriskyHobbit#43185,John P - gokuorgohome#51511,2-0,,1,,,No
5/28/2024 17:18:06,Daniel G - FriskyHobbit#43185,MItchel S - SpaghettiMitch#18619,2-0,,1,,,No
5/28/2024 18:33:56,Evan L - Evan#97713,Bryan G - Fedaykin98#12204,2-1,,1,,1,No
5/28/2024 19:10:44,Evan C - PeasOfCrab#00133,Evan L - Evan#97713,2-0,,1,Evan vs. Evan - we'll run it back,,No
5/28/2024 21:23:53,Ryan D - TheSlickness#10857,Maranda L - BlackCanary#59791,2-1,,1,,1,No
5/28/2024 22:31:36,Preston B - Vorbis#46420,Evan C - PeasOfCrab#00133,2-1,,1,Great games - most intense G3 I've played in AGL!,1,No
5/28/2024 22:38:06,Reed P - bigfingsnake#86869,Mathieu L - Wayl0n#81231,2-0,,1,,,No
5/28/2024 23:24:26,Evan C - PeasOfCrab#00133,Julian K - Citizen_Snippies#31245,2-1,,1,,,No
5/29/2024 0:02:59,Evan C - PeasOfCrab#00133,Reed P - bigfingsnake#86869,2-0,,1,,1,No
5/29/2024 0:41:27,Ryan M - rrrn22#32842,Jeremy E - Lhurgoyf#37289,2-1,,1,,1,No
5/29/2024 1:53:54,Zach L - Redwood#12970,Ryan M - rrrn22#32842,2-1,,1,,1,No
5/29/2024 13:04:27,Ryan M - rrrn22#32842,Richard K - preacher26#59445,2-0,,1,,1,No
5/29/2024 14:48:33,Richard K - preacher26#59445,Lotte P - Lotte #93345,2-1,,1,,,No
5/29/2024 15:26:32,Wei C - Azayaka#83352,Rafael F - Prudent#24319,2-1,,1,,1,No
5/29/2024 19:08:08,Wei C - Azayaka#83352,Justin P - Code Pigeon#84057,2-1,,1,,1,No
5/29/2024 20:25:38,Bryan G - Fedaykin98#12204,Alexandre GA - AGA#86404,2-1,,1,Very close games and good sportsmanship from Alexandre,,No
5/29/2024 21:17:20,Joaquin E - DiabolicMachine#23891,Adam S - wizma#29010,2-0,,1,,1,No
5/29/2024 22:13:42,Justin P - Code Pigeon#84057,Joaquin E - DiabolicMachine#23891,2-1,,1,,,No
5/30/2024 0:04:13,Jeremy E - Lhurgoyf#37289,Maranda L - BlackCanary#59791,2-0,,1,,1,No
5/30/2024 12:00:07,Thijn H - Thi-Jin#83537,Philip B - Plipster#75000,2-1,,1,,,No
5/30/2024 12:53:18,Ryan M - rrrn22#32842,Duncan M - RobRoyDuncan#16652,2-0,,1,,1,No
5/30/2024 15:16:44,Preston B - Vorbis#46420,Wesley C - GigaVoltaic#11782,2-1,,1,,1,No
5/30/2024 17:34:32,Maranda L - BlackCanary#59791,Richard K - preacher26#59445,2-1,,1,,1,No
5/30/2024 18:32:05,Enrique O - Caex#39549,Zeke W - smarmyplatapus#30066,2-1,,1,,1,Yes
5/30/2024 22:11:51,Joseph H - Sexcellence#51112,Bryan G - Fedaykin98#12204,2-0,,1,,,No
5/30/2024 22:33:47,Adam S - wizma#29010,Enrique O - Caex#39549,2-0,,1,Nice duelling with you! Annie vs Marchesa. Gisa is scary!,1,Yes
5/30/2024 23:13:45,Reed P - bigfingsnake#86869,Rafael F - Prudent#24319,2-1,,1,,1,No
5/30/2024 23:21:18,Maranda L - BlackCanary#59791,Steve T - strout#45062,2-1,,1,,,No
5/30/2024 23:53:57,Maranda L - BlackCanary#59791,Enrique O - Caex#39549,2-0,,1,,,No
5/31/2024 0:26:48,Dan A - BEATDOWNBRINGA#04779,Preston B - Vorbis#46420,2-0,,1,,1,No
5/31/2024 11:06:22,Zach L - Redwood#12970,Jeremy E - Lhurgoyf#37289,2-0,,1,,1,No
5/31/2024 11:39:06,Zach L - Redwood#12970,Joseph H - Sexcellence#51112,2-1,,1,,,No
5/31/2024 13:18:12,Preston B - Vorbis#46420,Duncan M - RobRoyDuncan#16652,2-1,,1,,1,No
5/31/2024 15:08:15,Duncan M - RobRoyDuncan#16652,Reed P - bigfingsnake#86869,2-1,,1,,,No
5/31/2024 18:16:30,Thomas C - jamberine#68248,Evan C - PeasOfCrab#00133,2-0,,1,,1,No
5/31/2024 18:19:16,Mathieu D - madmat46#11537,Ryan M - rrrn22#32842,2-0,,1,,1,No
5/31/2024 18:37:59,Thomas C - jamberine#68248,Mathieu D - madmat46#11537,2-0,,1,,,No
5/31/2024 19:08:41,Thomas C - jamberine#68248,Ryan M - rrrn22#32842,2-1,,1,,1,No
5/31/2024 21:38:29,Adam S - wizma#29010,Ryan M - rrrn22#32842,2-1,,1,Great game! Epic feature match,,No
5/31/2024 22:17:14,Zeke W - smarmyplatapus#30066,Preston B - Vorbis#46420,2-0,,1,,1,No
5/31/2024 22:54:28,Chris O - Chriso91#46230,Zeke W - smarmyplatapus#30066,2-1,,1,,1,No
5/31/2024 23:02:15,Thomas C - jamberine#68248,Maranda L - BlackCanary#59791,2-1,,1,,1,No
5/31/2024 23:24:51,Adam S - wizma#29010,Joe T - elasticity#07466,2-1,,1,Great games! See you next league!,,No
5/31/2024 23:38:53,Evan C - PeasOfCrab#00133,Chris D - Stereolab#37691,2-0,,1,,1,Yes
6/1/2024 0:10:26,Thomas C - jamberine#68248,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,1,No
6/1/2024 0:13:46,Evan C - PeasOfCrab#00133,Chris O - Chriso91#46230,2-0,,1,,1,Yes
6/1/2024 12:11:41,Wei C - Azayaka#83352,Thijn H - Thi-Jin#83537,2-1,,1,,1,No
6/1/2024 12:42:59,Wesley C - GigaVoltaic#11782,Thijn H - Thi-Jin#83537,2-0,,1,GGs,,No
6/1/2024 13:08:52,Wesley C - GigaVoltaic#11782,Wei C - Azayaka#83352,2-0,,1,,1,No
6/1/2024 13:37:11,Wei C - Azayaka#83352,Richard K - preacher26#59445,2-0,,1,,1,No
6/1/2024 16:43:53,Wesley C - GigaVoltaic#11782,Ryan D - TheSlickness#10857,2-1,,1,ggs!,1,No
6/1/2024 17:30:41,Evan C - PeasOfCrab#00133,Ryan D - TheSlickness#10857,2-1,,1,,1,No
6/1/2024 18:53:33,Wesley C - GigaVoltaic#11782,Zeke W - smarmyplatapus#30066,2-0,,1,,,No
6/1/2024 22:12:35,Duncan M - RobRoyDuncan#16652,Wei C - Azayaka#83352,2-1,,1,,,No
6/2/2024 12:23:42,Richard K - preacher26#59445,Ryan D - TheSlickness#10857,2-1,,1,,,No
6/2/2024 16:16:12,Richard K - preacher26#59445,Wesley C - GigaVoltaic#11782,2-1,,1,,1,No
6/2/2024 23:05:22,Chris O - Chriso91#46230,Preston B - Vorbis#46420,2-1,,1,,,No
6/3/2024 12:02:28,Richard K - preacher26#59445,Daniel G - FriskyHobbit#43185,2-1,,1,,1,No
6/3/2024 13:52:42,Adam S - wizma#29010,Richard K - preacher26#59445,2-0,,1,,,No
6/3/2024 15:36:59,Wesley C - GigaVoltaic#11782,Duncan M - RobRoyDuncan#16652,2-1,,1,GGs :wuffsweat: ,1,No
6/4/2024 15:31:56,Maranda L - BlackCanary#59791,Zach L - Redwood#12970,2-0,,1,,,No
6/5/2024 12:35:07,Maranda L - BlackCanary#59791,Duncan M - RobRoyDuncan#16652,2-0,,1,,,No
6/5/2024 14:00:45,Adam S - wizma#29010,Justin P - Code Pigeon#84057,2-1,,1,Outstanding match. Marauders! Good luck from here!!!,1,No
6/5/2024 14:20:25,Dan A - BEATDOWNBRINGA#04779,Justin P - Code Pigeon#84057,2-0,,1,,1,No
6/5/2024 16:04:35,Maranda L - BlackCanary#59791,Justin P - Code Pigeon#84057,2-1,,1,,,No
6/5/2024 19:00:37,Daniel G - FriskyHobbit#43185,Maranda L - BlackCanary#59791,2-0,,1,,1,No
6/5/2024 21:59:20,Chris O - Chriso91#46230,Daniel G - FriskyHobbit#43185,2-1,,1,,,No
6/6/2024 13:26:55,Chris O - Chriso91#46230,Adam S - wizma#29010,2-0,,1,,1,No
6/6/2024 19:07:11,Evan C - PeasOfCrab#00133,Wesley C - GigaVoltaic#11782,2-0,,1,,1,No
6/6/2024 21:53:53,Chris D - Stereolab#37691,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,,No
6/6/2024 22:31:58,Adam S - wizma#29010,Chris D - Stereolab#37691,2-0,,1,Great games! See you in the megadraft!,1,No
