Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Pack Generated,Notes,Messaged?
7/4/2024 17:04:07,Duncan M - RobRoyDuncan#16652,Wesley C - GigaVoltaic#11782,2-0,,1,,
7/4/2024 17:24:14,Lotte P - Lotte #93345,Dirk E - BegginBlue#16667,2-1,,1,,
7/4/2024 18:08:06,Harry B - Midnight_0il#97781,Joe G - AardvarkKing #40712,2-1,,1,,
7/4/2024 19:48:03,Chris D - Stereolab#37691,Preston B - Vorbis#46420,2-0,,1,,
7/4/2024 20:33:55,Jo H - JoCool#84350,Joe T - elasticity#07466,2-0,,1,,
7/4/2024 21:53:50,Michael M - Atombomb11991#07305,Joseph H - Sexcellence#51112,2-1,,1,,
7/4/2024 22:07:33,Enrique O - Caex#39549,Maranda L - BlackCanary#59791,2-0,,1,,
7/4/2024 22:12:03,Joe T - elasticity#07466,James M - Sol_Ring#09384,2-0,,1,,
7/4/2024 22:40:55,Josh T - jathornton#23245,Ron C - Lennor#52740,2-1,,1,,
7/4/2024 22:55:20,Chris D - Stereolab#37691,Andrew M - Robespierre#01976,2-1,,1,,
7/4/2024 23:11:04,Ron C - Lennor#52740,Maranda L - BlackCanary#59791,2-0,,1,,
7/4/2024 23:36:34,Chris D - Stereolab#37691,Ron C - Lennor#52740,2-0,,1,,
7/5/2024 0:00:36,Paul S - YungChunk#45977,Chris D - Stereolab#37691,2-1,,1,,
7/5/2024 0:04:15,Andrew M - Robespierre#01976,Zach C - ZachCarr#31881,2-1,,1,,
7/5/2024 0:32:18,Christopher G - oompaloompa#65002,Aaron A - Eclipse2470#03650,2-1,,1,,
7/5/2024 0:42:52,Paul S - YungChunk#45977,Andrew M - Robespierre#01976,2-0,,1,,
7/5/2024 2:16:01,Aaron A - Eclipse2470#03650,Alexandre GA - AGA#86404,2-0,,1,GGs,
7/5/2024 5:22:16,Aaron A - Eclipse2470#03650,Wesley C - GigaVoltaic#11782,2-0,,1,Hell of a game 2. GGs,
7/5/2024 8:53:16,Dirk E - BegginBlue#16667,Daniel M - HPWizard#40332,2-0,,1,,
7/5/2024 9:13:10,Max B - baymillionaire#63544,Wesley C - GigaVoltaic#11782,2-0,,1,,
7/5/2024 9:38:53,James T - RevisedIsland#19780,Dirk E - BegginBlue#16667,2-0,,1,,
7/5/2024 9:44:17,Joe G - AardvarkKing #40712,Daniel M - HPWizard#40332,2-0,,1,,
7/5/2024 10:14:03,Paul S - YungChunk#45977,Wesley C - GigaVoltaic#11782,2-1,,1,,
7/5/2024 10:44:32,Joe G - AardvarkKing #40712,James T - RevisedIsland#19780,2-1,,1,,
7/5/2024 10:59:31,Thijn H - Thi-Jin#83537,Alex S - Nicol Bolas#02755,2-0,,1,,
7/5/2024 11:09:00,Mike N - Gosu#85506,Zach L - Redwood#12970,2-1,,1,ggwp,
7/5/2024 11:23:24,Daniel H - Cosmonaught#43147,Alex S - Nicol Bolas#02755,2-0,,1,,
7/5/2024 11:24:54,Thijn H - Thi-Jin#83537,Harry B - Midnight_0il#97781,2-1,,1,,
7/5/2024 11:27:31,Joe G - AardvarkKing #40712,Archie B - archiebaker#44712,2-1,,1,,
7/5/2024 11:32:22,Richard K - preacher26#59445,Matt K - KirbyKong#37457,2-0,,1,,
7/5/2024 12:07:15,Joe G - AardvarkKing #40712,Thijn H - Thi-Jin#83537,2-1,,1,,
7/5/2024 12:34:33,Harry B - Midnight_0il#97781,Adam S - wizma#29010,2-1,,1,,
7/5/2024 12:43:22,Alex S - Nicol Bolas#02755,Archie B - archiebaker#44712,2-1,,1,,
7/5/2024 13:13:52,Joaquin E - DiabolicMachine#23891,Alex S - Nicol Bolas#02755,2-0,,1,,
7/5/2024 13:39:54,Joe T - elasticity#07466,Zach C - ZachCarr#31881,2-0,,1,,
7/5/2024 13:59:50,Daniel H - Cosmonaught#43147,Christopher G - oompaloompa#65002,2-0,,1,,
7/5/2024 14:16:56,Alex S - Nicol Bolas#02755,Joe T - elasticity#07466,2-1,,1,,
7/5/2024 14:21:13,Matt F - MadeMyBus#92429,James T - RevisedIsland#19780,2-0,,1,,
7/5/2024 15:20:13,Daniel H - Cosmonaught#43147,Carlos V - ShuntStub#78198,2-1,,1,,
7/5/2024 15:35:22,Daniel H - Cosmonaught#43147,Matthias H - Rezreh#11308,2-0,,1,,
7/5/2024 16:29:58,Daniel H - Cosmonaught#43147,Duncan M - RobRoyDuncan#16652,2-1,,1,,
7/5/2024 17:16:26,Evan C - PeasOfCrab#00133,Thomas C - jamberine#68248,2-0,,1,,
7/5/2024 17:16:43,Adam S - wizma#29010,Caleb K - BlackEcho#09078,2-0,,1,Good games! ,
7/5/2024 17:31:10,Michael B - Monkeymage#12141,Evan C - PeasOfCrab#00133,2-0,,1,,
7/5/2024 18:05:14,Michael B - Monkeymage#12141,Dan H - dan12456#37617,2-1,,1,,
7/5/2024 18:09:06,Steve T - strout#45062,Thomas C - jamberine#68248,2-1,,1,GGs!,
7/5/2024 18:18:21,Evan C - PeasOfCrab#00133,Chris D - Stereolab#37691,2-0,,1,,
7/5/2024 18:24:00,DeWitt K - SeethingOctopus#02129,Johnny M - Johnny#69519,2-1,,1,ggs!,
7/5/2024 18:49:54,Evan C - PeasOfCrab#00133,Matthew G - Wolfeye#03170,2-0,,1,,
7/5/2024 19:05:51,Thomas C - jamberine#68248,Christopher G - oompaloompa#65002,2-0,,1,,
7/5/2024 19:23:40,Michael B - Monkeymage#12141,Chris D - Stereolab#37691,2-1,,1,,
7/5/2024 19:24:38,Evan C - PeasOfCrab#00133,Jonathan R - MetalFingers#36803,2-1,,1,,
7/5/2024 20:17:00,DeWitt K - SeethingOctopus#02129,Jonathan R - MetalFingers#36803,2-0,,1,ggs!,
7/5/2024 20:29:40,Sawyer T - soyboy#35469,Evan L - Evan#97713,2-1,,1,,
7/5/2024 20:40:14,DeWitt K - SeethingOctopus#02129,Bob P - HIT#08120,2-0,,1,ggs,
7/5/2024 20:43:52,Thomas C - jamberine#68248,Amir H - Shazam#02792,2-1,,1,,
7/5/2024 21:13:48,Sawyer T - soyboy#35469,Jonathan R - MetalFingers#36803,2-0,,1,,
7/5/2024 21:23:23,Thomas C - jamberine#68248,DeWitt K - SeethingOctopus#02129,2-0,,1,,
7/5/2024 22:22:58,Kevin I - kni1993#29285,Caleb G - Whynaut#28590,2-1,,1,,
7/5/2024 22:41:20,Steve T - strout#45062,Christopher G - oompaloompa#65002,2-0,,1,GGs!,
7/5/2024 22:41:29,Miguel B - Ethereus#60108,Enrique O - Caex#39549,2-1,,1,GGs!,
7/5/2024 23:17:09,Amir H - Shazam#02792,Johnny M - Johnny#69519,2-0,,1,,
7/5/2024 23:31:26,Caleb G - Whynaut#28590,Steve T - strout#45062,2-1,,1,,
7/5/2024 23:38:28,Miguel B - Ethereus#60108,Cody-Rayce MG - Rayce#56572,2-1,,1,GGs!,
7/5/2024 23:45:50,Christopher G - oompaloompa#65002,Matthew G - Wolfeye#03170,2-1,,1,,
7/6/2024 0:11:15,Sawyer T - soyboy#35469,Caleb G - Whynaut#28590,2-1,,1,,
7/6/2024 0:11:37,Andrew M - Robespierre#01976,Edgar A - PlayfulTerror#04926,2-0,,1,,
7/6/2024 0:33:19,Matthew G - Wolfeye#03170,Miguel B - Ethereus#60108,2-1,,1,ggs,
7/6/2024 0:41:21,Christopher G - oompaloompa#65002,Andrew M - Robespierre#01976,2-0,,1,,
7/6/2024 1:20:40,Miguel B - Ethereus#60108,Andrew M - Robespierre#01976,2-0,,1,GGs!,
7/6/2024 1:56:49,Andrew M - Robespierre#01976,Paul G - TheDragon#61289,2-1,,1,,
7/6/2024 2:04:22,Matt F - MadeMyBus#92429,Shuo L - Tamamo#30654,2-1,,1,,
7/6/2024 7:27:23,Nick A - Nistar#14127,Jondrion J - jondrion#40531,2-0,,1,,
7/6/2024 9:03:45,Chris R - Sinkwater#27508,Nik S - njsiii#50504,2-0,,1,,
7/6/2024 9:11:17,Oskar T - ossytubbi#87966,Jo H - JoCool#84350,2-0,,1,,
7/6/2024 9:46:54,Christian L - xXAlpineXx#54284,Nik S - njsiii#50504,2-1,,1,,
7/6/2024 10:07:12,Mike N - Gosu#85506,Oskar T - ossytubbi#87966,2-1,,1,ggwp,
7/6/2024 10:32:02,Jo H - JoCool#84350,Kevin I - kni1993#29285,2-0,,1,,
7/6/2024 10:32:58,Daniel G - FriskyHobbit#43185,Christian L - xXAlpineXx#54284,2-1,,1,,
7/6/2024 10:47:15,Oskar T - ossytubbi#87966,Christian L - xXAlpineXx#54284,2-0,,1,,
7/6/2024 10:57:33,Nick A - Nistar#14127,Dan A - BEATDOWNBRINGA#04779,2-1,,1,,
7/6/2024 11:03:02,Alexis M - Alexsfly#67052,Adam S - wizma#29010,2-1,,1,,
7/6/2024 11:33:38,Kevin I - kni1993#29285,Oskar T - ossytubbi#87966,2-1,,1,,
7/6/2024 12:01:37,Bob P - HIT#08120,Nadir C - Diddy#38922,2-0,,1,ggs!,
7/6/2024 12:32:38,Jordan M - JMTron#46639,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,
7/6/2024 13:08:53,Dan A - BEATDOWNBRINGA#04779,Mike N - Gosu#85506,2-0,,1,,
7/6/2024 13:48:05,Chris S - shipleycgm#89474,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,
7/6/2024 14:14:45,Daniel H - Cosmonaught#43147,Matthew G - Wolfeye#03170,2-1,,1,,
7/6/2024 14:23:56,Bob P - HIT#08120,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,
7/6/2024 14:24:02,Michael B - Monkeymage#12141,Chris S - shipleycgm#89474,2-0,,1,,
7/6/2024 15:01:27,Daniel H - Cosmonaught#43147,Alexis M - Alexsfly#67052,2-1,,1,,
7/6/2024 15:13:36,Tom M - TomSoniQ#28649,Lotte P - Lotte #93345,2-1,,1,,
7/6/2024 15:34:10,Daniel H - Cosmonaught#43147,Nick A - Nistar#14127,2-0,,1,,
7/6/2024 16:06:26,Oskar T - ossytubbi#87966,DeWitt K - SeethingOctopus#02129,2-1,,1,,
7/6/2024 16:10:09,Nick A - Nistar#14127,Tony G - YnotRock#76764,2-0,,1,,
7/6/2024 16:30:47,Lotte P - Lotte #93345,Daniel H - Cosmonaught#43147,2-1,,1,,
7/6/2024 17:22:32,Miguel B - Ethereus#60108,Alexis M - Alexsfly#67052,2-1,,1,GGs!,
7/6/2024 18:17:04,Nick A - Nistar#14127,Caleb G - Whynaut#28590,2-0,,1,ggs!,
7/6/2024 18:48:36,Caleb G - Whynaut#28590,Quill M - Nocnoc#13791,2-0,,1,,
7/6/2024 20:27:06,Preston B - Vorbis#46420,Zack H - HackZolt#31077,2-1,,1,,
7/6/2024 20:59:49,Zack H - HackZolt#31077,Bob P - HIT#08120,2-0,,1,GGs!,
7/6/2024 21:33:17,Zack H - HackZolt#31077,Evan L - Evan#97713,2-1,,1,GGs!,
7/6/2024 22:40:33,Matt F - MadeMyBus#92429,Bob P - HIT#08120,2-0,,1,,
7/6/2024 22:48:48,Sawyer T - soyboy#35469,Jack H - Rakic#98298,2-1,,1,,
7/6/2024 23:19:24,Jack H - Rakic#98298,Chris O - Chriso91#46230,2-0,,1,Phlage incoming!,
7/6/2024 23:19:48,Steve T - strout#45062,Mike N - Gosu#85506,2-1,,1,GGs!,
7/6/2024 23:40:11,Steve T - strout#45062,Chris O - Chriso91#46230,2-0,,1,GGs!,
7/7/2024 0:06:55,Michael B - Monkeymage#12141,Evan L - Evan#97713,2-0,,1,,
7/7/2024 0:58:17,Evan L - Evan#97713,Jack H - Rakic#98298,2-0,,1,,
7/7/2024 6:44:30,Harry B - Midnight_0il#97781,Paul G - TheDragon#61289,2-1,,1,,
7/7/2024 9:14:50,Michael M - Atombomb11991#07305,Kevin I - kni1993#29285,2-0,,1,,
7/7/2024 11:29:46,John P - gokuorgohome#51511,Avery JB - Averyoftheelves#92950,2-0,,1,,
7/7/2024 12:01:13,Amir H - Shazam#02792,Harry B - Midnight_0il#97781,2-0,,1,,
7/7/2024 12:13:03,Jack H - Rakic#98298,Dan H - dan12456#37617,2-1,,1,,
7/7/2024 12:36:40,Mike N - Gosu#85506,Harry B - Midnight_0il#97781,2-0,,1,ggwp,
7/7/2024 12:38:54,Jordan M - JMTron#46639,Amir H - Shazam#02792,2-0,,1,,
7/7/2024 13:10:34,Jack H - Rakic#98298,Avery JB - Averyoftheelves#92950,2-1,,1,,
7/7/2024 13:11:07,Mike N - Gosu#85506,Christopher S - Stemz#96067,2-0,,1,ggwp,
7/7/2024 13:18:16,Harry B - Midnight_0il#97781,Lotte P - Lotte #93345,2-1,,1,,
7/7/2024 13:48:56,Dan H - dan12456#37617,Christopher S - Stemz#96067,2-1,,1,,
7/7/2024 14:01:50,John P - gokuorgohome#51511,Harry B - Midnight_0il#97781,2-1,,1,,
7/7/2024 14:37:40,Lotte P - Lotte #93345,Archie B - archiebaker#44712,2-0,,1,,
7/7/2024 14:58:43,Mitchel S - SpaghettiMitch#18619,Daniel H - Cosmonaught#43147,2-0,,1,,
7/7/2024 15:03:33,Lotte P - Lotte #93345,Mike N - Gosu#85506,2-0,,1,,
7/7/2024 15:34:14,John P - gokuorgohome#51511,Aaron B - Bevelman#18220,2-0,,1,,
7/7/2024 15:55:16,Paul G - TheDragon#61289,Alex H - Merriman#08092,2-1,,1,,
7/7/2024 16:33:51,Lotte P - Lotte #93345,Joaquin E - DiabolicMachine#23891,2-1,,1,,
7/7/2024 16:42:38,Jo H - JoCool#84350,Paul G - TheDragon#61289,2-1,,1,,
7/7/2024 17:20:05,Joaquin E - DiabolicMachine#23891,Paul G - TheDragon#61289,2-1,,1,,
7/7/2024 17:51:47,Jordan M - JMTron#46639,Dan H - dan12456#37617,2-0,,1,,
7/7/2024 19:26:50,Kyle C - AFKyle#29319,Caleb K - BlackEcho#09078,2-0,,1,,
7/7/2024 20:16:14,Kyle C - AFKyle#29319,Preston B - Vorbis#46420,2-0,,1,,
7/7/2024 20:31:41,Richard K - preacher26#59445,Ron C - Lennor#52740,2-1,,1,,
7/7/2024 21:04:16,Zev G - Meep3278#19615,Ron C - Lennor#52740,2-1,,1,,
7/7/2024 22:11:46,Emmett F - Sepulchure#51526,Chris Y - Yorke on Games#66909,2-0,,1,,
7/7/2024 22:34:41,Zev G - Meep3278#19615,Aaron A - Eclipse2470#03650,2-0,,1,,
7/7/2024 23:43:30,Chris Y - Yorke on Games#66909,Sawyer T - soyboy#35469,2-0,,1,Balance restored to the force!,
7/8/2024 0:24:05,Chris Y - Yorke on Games#66909,Zev G - Meep3278#19615,2-1,,1,GGs!,
7/8/2024 0:59:35,Mitchel S - SpaghettiMitch#18619,Chris Y - Yorke on Games#66909,2-1,,1,,
7/8/2024 1:53:21,Daniel G - FriskyHobbit#43185,Chris Y - Yorke on Games#66909,2-0,,1,,
7/8/2024 10:44:47,Daniel G - FriskyHobbit#43185,Jeremy E - Lhurgoyf#37289,2-0,,1,,
7/8/2024 11:13:18,Patrick M - FullestJ#22936,John P - gokuorgohome#51511,2-0,,1,,
7/8/2024 11:31:06,Cody-Rayce MG - Rayce#56572,Dan H - dan12456#37617,2-0,,1,ggs,
7/8/2024 11:45:09,Craig B - DraftHavoc#97754,Patrick M - FullestJ#22936,2-1,,1,,
7/8/2024 11:52:24,Joaquin E - DiabolicMachine#23891,Cody-Rayce MG - Rayce#56572,2-0,,1,,
7/8/2024 12:16:04,Jeremy E - Lhurgoyf#37289,Patrick M - FullestJ#22936,2-0,,1,,
7/8/2024 12:44:00,Chris O - Chriso91#46230,John P - gokuorgohome#51511,2-1,,1,,
7/8/2024 12:56:04,Cody-Rayce MG - Rayce#56572,Nik S - njsiii#50504,2-1,,1,ggs wp,
7/8/2024 13:25:44,Jordan M - JMTron#46639,Cody-Rayce MG - Rayce#56572,2-0,,1,,
7/8/2024 13:51:05,Zeke W - smarmyplatapus#30066,Craig B - DraftHavoc#97754,2-1,,1,So many spawn!!,
7/8/2024 15:24:33,Tom M - TomSoniQ#28649,Gabe P - GLP#6825,2-0,,1,,
7/8/2024 15:56:24,François R - Ayora#29960,Lotte P - Lotte #93345,2-1,,1,,
7/8/2024 16:13:07,Chris O - Chriso91#46230,Alex O - NLP#02898,2-1,,1,,
7/8/2024 16:45:59,Kyle C - AFKyle#29319,Thijn H - Thi-Jin#83537,2-1,,1,,
7/8/2024 17:10:05,Avery JB - Averyoftheelves#92950,François R - Ayora#29960,2-1,,1,"Ggs, thanks for being so friendly and understanding my phone going out of service!",
7/8/2024 17:11:00,Thijn H - Thi-Jin#83537,Gabe P - GLP#6825,2-0,,1,,
7/8/2024 17:44:25,Kyle C - AFKyle#29319,Richard K - preacher26#59445,2-1,,1,,
7/8/2024 18:47:03,Nik S - njsiii#50504,Maranda L - BlackCanary#59791,2-1,,1,,
7/8/2024 18:56:46,Chris R - Sinkwater#27508,Edgar A - PlayfulTerror#04926,2-0,,1,,
7/8/2024 19:52:52,Nicholas K - Bionick#55161,Zeke W - smarmyplatapus#30066,2-1,,1,,
7/8/2024 20:23:40,Jo H - JoCool#84350,Nicholas K - Bionick#55161,2-0,,1,,
7/8/2024 21:20:51,Preston B - Vorbis#46420,Curtis K - Oblivion#40925,2-1,,1,,
7/8/2024 21:43:00,Joaquin E - DiabolicMachine#23891,Mitchel S - SpaghettiMitch#18619,2-0,,1,,
7/8/2024 21:49:50,Daniel G - FriskyHobbit#43185,Nicholas K - Bionick#55161,2-1,,1,,
7/9/2024 7:54:28,Zach C - ZachCarr#31881,François R - Ayora#29960,2-0,,1,GGs,
7/9/2024 9:02:01,Nicholas K - Bionick#55161,Dirk E - BegginBlue#16667,2-1,,1,,
7/9/2024 11:16:13,Patrick M - FullestJ#22936,Nik S - njsiii#50504,2-0,,1,,
7/9/2024 12:22:02,Patrick M - FullestJ#22936,Tom M - TomSoniQ#28649,2-1,,1,,
7/9/2024 13:23:21,Jordan M - JMTron#46639,Patrick M - FullestJ#22936,2-0,,1,,
7/9/2024 16:08:46,Wei C - Azayaka#83352,Tony G - YnotRock#76764,2-0,,1,,
7/9/2024 17:15:49,Matt F - MadeMyBus#92429,Tony G - YnotRock#76764,2-0,,1,,
7/9/2024 17:48:37,Tony G - YnotRock#76764,Matthias H - Rezreh#11308,2-1,,1,,
7/9/2024 18:41:07,Johnny M - Johnny#69519,Chris R - Sinkwater#27508,2-1,,1,,
7/9/2024 19:52:44,Shuo L - Tamamo#30654,James Mc - Fireball#69952,2-1,,1,,
7/9/2024 19:54:14,Zach C - ZachCarr#31881,Matt F - MadeMyBus#92429,2-0,,1,GGs,
7/9/2024 21:09:00,James Mc - Fireball#69952,Jo H - JoCool#84350,2-1,,1,,
7/9/2024 21:26:54,Alex O - NLP#02898,Nicholas K - Bionick#55161,2-1,,1,good rally! first time I was able to actually use Nadu well,
7/9/2024 22:03:29,Aaron B - Bevelman#18220,Joe T - elasticity#07466,2-0,,1,ggs,
7/9/2024 22:20:45,Alex O - NLP#02898,Damon B - Nomad#43918,2-1,,1,heart racing! so close so fun!,
7/9/2024 22:27:19,Christopher S - Stemz#96067,Matt F - MadeMyBus#92429,2-0,,1,gg,
7/9/2024 22:34:40,Wei C - Azayaka#83352,Joe T - elasticity#07466,2-0,,1,,
7/9/2024 23:01:50,Alex O - NLP#02898,Alex H - Merriman#08092,2-0,,1,Deathtouch + Trample vs double Chrysalis :O,
7/9/2024 23:14:49,Sylvain T - Iquitos#15484,Kevin I - kni1993#29285,2-1,,1,,
7/9/2024 23:16:59,Christopher S - Stemz#96067,Damon B - Nomad#43918,2-1,,1,gg,
7/9/2024 23:52:30,Alex H - Merriman#08092,Sylvain T - Iquitos#15484,2-0,,1,,
7/9/2024 23:57:15,Wei C - Azayaka#83352,Mitchel S - SpaghettiMitch#18619,2-1,,1,,
7/10/2024 0:12:35,Johnny M - Johnny#69519,Kyle C - AFKyle#29319,2-0,,1,,
7/10/2024 8:22:23,Cédric L - Hota#65816,Damon B - Nomad#43918,2-0,,1,,
7/10/2024 8:57:38,Tony G - YnotRock#76764,Damon B - Nomad#43918,2-0,,1,,
7/10/2024 9:23:47,Cédric L - Hota#65816,Peter B - Celsius232#44031,2-1,,1,,
7/10/2024 11:12:59,Tom M - TomSoniQ#28649,Jeremy E - Lhurgoyf#37289,2-0,,1,,
7/10/2024 12:05:19,Duncan M - RobRoyDuncan#16652,Adam S - wizma#29010,2-0,,1,,
7/10/2024 14:32:55,Ryan M - rrrn22#32842,Emmett F - Sepulchure#51526,2-1,,1,,
7/10/2024 14:39:21,Wei C - Azayaka#83352,Duncan M - RobRoyDuncan#16652,2-1,,1,,
7/10/2024 15:19:17,Ryan M - rrrn22#32842,François R - Ayora#29960,2-0,,1,,
7/10/2024 16:00:08,Ryan M - rrrn22#32842,Richard K - preacher26#59445,2-1,,1,,
7/10/2024 16:09:34,François R - Ayora#29960,Wesley C - GigaVoltaic#11782,2-0,,1,,
7/10/2024 16:17:33,Alex O - NLP#02898,Emmett F - Sepulchure#51526,2-1,,1,Phoenix and the tapping eldrazi went hard in this match.,
7/10/2024 16:40:37,Matthias H - Rezreh#11308,Ryan M - rrrn22#32842,2-0,,1,,
7/10/2024 16:54:54,Wesley C - GigaVoltaic#11782,Alex O - NLP#02898,2-0,,1,spaghetti,
7/10/2024 19:41:11,Chris R - Sinkwater#27508,Preston B - Vorbis#46420,2-1,,1,,
7/10/2024 19:59:26,Alex H - Merriman#08092,Dirk E - BegginBlue#16667,2-0,,1,,
7/10/2024 21:11:22,Zeke W - smarmyplatapus#30066,Zev G - Meep3278#19615,2-0,,1,Now to work my way up the alphabet.,
7/10/2024 21:34:16,Zeke W - smarmyplatapus#30066,Shuo L - Tamamo#30654,2-0,,1,ggs,
7/10/2024 22:12:08,Joaquin E - DiabolicMachine#23891,Chris R - Sinkwater#27508,2-1,,1,,
7/10/2024 23:52:59,Zach C - ZachCarr#31881,Daniel M - HPWizard#40332,2-1,,1,GGs,
7/11/2024 10:54:21,Joaquin E - DiabolicMachine#23891,Paul S - YungChunk#45977,2-0,,1,,
7/11/2024 11:01:40,Alex S - Nicol Bolas#02755,Enrique O - Caex#39549,2-0,,1,,
7/11/2024 11:35:12,Alex S - Nicol Bolas#02755,Daniel G - FriskyHobbit#43185,2-1,,1,,
7/11/2024 11:38:17,Wesley C - GigaVoltaic#11782,Paul S - YungChunk#45977,2-1,,1,,
7/11/2024 12:18:20,Duncan M - RobRoyDuncan#16652,Philip B - Plipster#75000,2-0,,1,,
7/11/2024 13:14:28,Philip B - Plipster#75000,Paul S - YungChunk#45977,2-1,,1,,
7/11/2024 13:37:49,Philip B - Plipster#75000,Alex H - Merriman#08092,2-0,,1,,
7/11/2024 15:09:01,Philip B - Plipster#75000,Wei C - Azayaka#83352,2-1,,1,,
7/11/2024 15:21:21,Philip B - Plipster#75000,Matthias H - Rezreh#11308,2-0,,1,,
7/11/2024 15:59:35,Wesley C - GigaVoltaic#11782,Evan L - Evan#97713,2-1,,1,,
7/11/2024 16:20:23,Chris O - Chriso91#46230,Avery JB - Averyoftheelves#92950,2-1,,1,,
7/11/2024 17:02:47,Johnny M - Johnny#69519,Thijn H - Thi-Jin#83537,2-1,,1,,
7/11/2024 17:46:07,Christopher S - Stemz#96067,Gabe P - GLP#6825,2-0,,1,gg,
7/11/2024 19:31:09,James Mc - Fireball#69952,Zach C - ZachCarr#31881,2-0,,1,,
7/11/2024 20:16:49,James Mc - Fireball#69952,Preston B - Vorbis#46420,2-0,,1,,
7/11/2024 20:39:27,Michael M - Atombomb11991#07305,Joe T - elasticity#07466,2-0,,1,,
7/11/2024 20:56:23,Michael M - Atombomb11991#07305,Mitchel S - SpaghettiMitch#18619,2-0,,1,,
7/11/2024 21:34:20,Christopher S - Stemz#96067,Michael M - Atombomb11991#07305,2-0,,1,GG,
7/11/2024 21:54:17,Daniel M - HPWizard#40332,Chris D - Stereolab#37691,2-1,,1,,
7/11/2024 22:26:46,Christopher G - oompaloompa#65002,Julian K - Citizen_Snippies#31245,2-1,,1,,
7/11/2024 22:31:13,James Mc - Fireball#69952,Daniel M - HPWizard#40332,2-0,,1,,
7/11/2024 22:36:57,Christopher S - Stemz#96067,Aaron B - Bevelman#18220,2-1,,1,gg,
7/11/2024 22:56:58,Chris D - Stereolab#37691,James Mc - Fireball#69952,2-1,,1,,
7/11/2024 23:40:28,Daniel M - HPWizard#40332,Peter B - Celsius232#44031,2-1,,1,,
7/11/2024 23:44:34,Chris D - Stereolab#37691,Ron C - Lennor#52740,2-1,,1,,
7/12/2024 0:24:43,Aaron B - Bevelman#18220,Chris D - Stereolab#37691,2-1,,1,ggs,
7/12/2024 1:23:29,Ryan M - rrrn22#32842,Maranda L - BlackCanary#59791,2-1,,1,,
7/12/2024 5:49:59,Jethro J - bigxjulius#88849,Cédric L - Hota#65816,2-0,,1,,
7/12/2024 7:48:01,Wesley C - GigaVoltaic#11782,Cédric L - Hota#65816,2-0,,1,,
7/12/2024 8:11:52,Cédric L - Hota#65816,Max B - baymillionaire#63544,2-1,,1,,
7/12/2024 8:57:30,Wesley C - GigaVoltaic#11782,Max B - baymillionaire#63544,2-1,,1,GGs,
7/12/2024 10:05:23,Tom M - TomSoniQ#28649,Max B - baymillionaire#63544,2-1,,1,,
7/12/2024 10:26:09,Alex S - Nicol Bolas#02755,Paul S - YungChunk#45977,2-0,,1,,
7/12/2024 10:30:27,Adam S - wizma#29010,Jethro J - bigxjulius#88849,2-0,,1,Good games!,
7/12/2024 10:49:23,Joe T - elasticity#07466,Damon B - Nomad#43918,2-1,,1,,
7/12/2024 10:52:16,Alex S - Nicol Bolas#02755,Adam S - wizma#29010,2-0,,1,,
7/12/2024 11:11:59,Alex S - Nicol Bolas#02755,Mike V - Lostinthewarp#09717,2-0,,1,,
7/12/2024 11:32:34,Maranda L - BlackCanary#59791,Emmett F - Sepulchure#51526,2-1,,1,,
7/12/2024 12:03:18,Joe T - elasticity#07466,Jethro J - bigxjulius#88849,2-1,,1,,
7/12/2024 15:25:09,Enrique O - Caex#39549,Duncan M - RobRoyDuncan#16652,2-1,,1,"I missed the evoke-retrace bug, we talked about it and decided to report the match but write in LC",
7/12/2024 16:00:37,Max B - baymillionaire#63544,Avery JB - Averyoftheelves#92950,2-0,,1,ez for me,
7/12/2024 16:25:25,Jo H - JoCool#84350,Jeremy E - Lhurgoyf#37289,2-0,,1,,
7/12/2024 17:34:20,Philip B - Plipster#75000,Oskar T - ossytubbi#87966,2-0,,1,,
7/12/2024 18:10:40,Oskar T - ossytubbi#87966,Thomas C - jamberine#68248,2-1,,1,,
7/12/2024 18:31:27,Oskar T - ossytubbi#87966,Jordan M - JMTron#46639,2-0,,1,,
7/12/2024 18:51:21,Oskar T - ossytubbi#87966,Nicholas K - Bionick#55161,2-0,,1,,
7/12/2024 19:11:51,Thomas C - jamberine#68248,Jordan M - JMTron#46639,2-0,,1,,
7/12/2024 19:19:05,DeWitt K - SeethingOctopus#02129,Oskar T - ossytubbi#87966,2-0,,1,ggs!,
7/12/2024 19:33:29,Zach C - ZachCarr#31881,Thomas C - jamberine#68248,2-0,,1,GGs,
7/12/2024 19:55:40,DeWitt K - SeethingOctopus#02129,Jordan M - JMTron#46639,2-0,,1,ggs!,
7/12/2024 20:39:43,Zack H - HackZolt#31077,Zach C - ZachCarr#31881,2-1,,1,GGs!,
7/12/2024 20:42:29,DeWitt K - SeethingOctopus#02129,Thomas C - jamberine#68248,2-1,,1,ggs,
7/12/2024 20:50:18,Zeke W - smarmyplatapus#30066,Alex O - NLP#02898,2-0,,1,ggs!,
7/12/2024 21:18:26,Zach C - ZachCarr#31881,DeWitt K - SeethingOctopus#02129,2-0,,1,GGs,
7/12/2024 21:41:17,Steve T - strout#45062,Thomas C - jamberine#68248,2-1,,1,GGs!,
