Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Pack Generated,Notes,Punishment Pack - must be ONE for Compleated players,,Punishment Pack choice?
2/25/2023 15:08:58,Nicholas K - Bionick#55161,Mike P - UnwieldyBiscuit#26471,2-1,,1,,ONE,,
2/25/2023 15:56:50,Adam S - Wizma#29010,Raghu B - midnitfalcon#19670,2-1,,1,Great games as usual!,ONE,,
2/25/2023 16:19:42,Anthony S - Kingboars#88381,Ryan D - TheSlickness#10857,2-0,,1,,ONE,,
2/25/2023 16:35:05,Raghu B - midnitfalcon#19670,Shane K - Malfunktion#31013,2-1,,1,,ONE,,
2/25/2023 16:44:27,Krzys H - FaceBeardMcBeard#24731,Caleb G - Whynaut#28590,2-1,,1,,BRO,,
2/25/2023 17:11:42,Jeremy E - Lhurgoyf#37289,Nicholas K - Bionick#55161,2-0,,1,,NEO,,
2/25/2023 17:45:48,Damian S - ButCrackMagic#71223,Nicholas K - Bionick#55161,2-0,,1,,NEO,,
2/25/2023 18:05:55,Sawyer T - soyboy#35469,Jake C - the_man_mulcahey#74753,2-0,,1,,ONE,,
2/25/2023 18:11:42,Nicholas K - Bionick#55161,Adam S - Wizma#29010,2-0,,1,,ONE,,
2/25/2023 18:16:41,John P - gokuorgohome#51511,Jordan M - JMTron#46639,2-0,,1,,ONE,,
2/25/2023 18:36:53,Nicholas K - Bionick#55161,Sawyer T - soyboy#35469,2-1,,1,,ONE,,
2/25/2023 19:30:42,Daniel G - FriskyHobbit#43185,Ron C - lennor#52740,2-0,,1,,ONE,,
2/25/2023 20:00:41,Jordan M - JMTron#46639,Christopher S - Stemz#96067,2-1,,1,,ONE,,
2/25/2023 20:27:06,Maranda L - BlackCanary#59791,Daniel G - FriskyHobbit#43185,2-1,,1,,VOW,,
2/25/2023 20:28:19,Trevor F - treskies#75643,Steve T - strout#45062,2-0,,1,,VOW,,
2/25/2023 20:50:14,Christopher S - Stemz#96067,Maranda L - BlackCanary#59791,2-0,,1,gg,ONE,,
2/25/2023 21:14:15,Daniel G - FriskyHobbit#43185,Steve T - strout#45062,2-1,,1,,ONE,,
2/25/2023 21:17:50,Christopher S - Stemz#96067,Russell S - rstad#89052,2-0,,1,gg,ONE,,
2/25/2023 21:59:00,Jordan M - JMTron#46639,Jaidin M - MnemonicDevice#38774,2-0,,1,,ONE,,
2/25/2023 22:08:53,Nik S - njsiii#50504,Emmett F - Sepulchure#51526,2-0,,1,,ONE,,
2/25/2023 22:49:21,Jaidin M - MnemonicDevice#38774,Daniel G - FriskyHobbit#43185,2-0,,1,Demon incoming?,VOW,,
2/25/2023 23:32:21,Jeremy E - Lhurgoyf#37289,Côme S - C_SM#79564,2-0,,1,,NEO,,
2/26/2023 0:34:15,Daniel G - FriskyHobbit#43185,Zeke W - smarmyplatapus#30066,2-0,,1,,ONE,,
2/26/2023 7:00:51,Aaron H - UlamogOurSaviour#56444,Dennis K - Mazamune#87737,2-1,,1,,ONE,,
2/26/2023 9:34:44,Rafael F - Prudent#24319,Nik S - njsiii#50504,2-1,,1,,ONE,,
2/26/2023 10:30:54,Eric S - Smitte#94855,Mike P - UnwieldyBiscuit#26471,2-1,,1,,ONE,,
2/26/2023 11:05:49,Nik S - njsiii#50504,Paul G - TheDragon#61289,2-0,,1,,ONE,,
2/26/2023 11:50:29,Mike P - UnwieldyBiscuit#26471,Brendan Y - Earthmover#56028,2-1,,1,gg,VOW,,
2/26/2023 11:53:15,Rafael F - Prudent#24319,Eric S - Smitte#94855,2-1,,1,,NEO,,
2/26/2023 12:25:21,Emmett F - Sepulchure#51526,Brendan Y - Earthmover#56028,2-0,,1,,VOW,,
2/26/2023 12:46:31,Aaron H - UlamogOurSaviour#56444,Emmett F - Sepulchure#51526,2-0,,1,,ONE,,
2/26/2023 13:41:13,Michael M - Atombomb11991#07305,Brendan Y - Earthmover#56028,2-0,,1,,ONE,,
2/26/2023 13:47:21,Aaron H - UlamogOurSaviour#56444,Trevor F - treskies#75643,2-1,,1,,ONE,,
2/26/2023 14:22:31,Paul G - TheDragon#61289,Michael M - Atombomb11991#07305,2-0,,1,,ONE,,
2/26/2023 14:48:50,Serge T - Sergyboy514#39979,Raghu B - midnitfalcon#19670,2-0,,1,,ONE,,
2/26/2023 14:54:23,Aaron H - UlamogOurSaviour#56444,Mike P - UnwieldyBiscuit#26471,2-1,,1,,ONE,,
2/26/2023 16:03:25,Trevor F - treskies#75643,Johnny M - Johnny#69519,2-0,,1,,ONE,,
2/26/2023 16:06:07,Jordan M - JMTron#46639,Sean S - UnknownThursday#95034,2-0,,1,,ONE,,
2/26/2023 16:15:50,Raghu B - midnitfalcon#19670,Shuo L - Tamamo#30654,2-0,,1,,ONE,,
2/26/2023 16:19:39,Noah B - Sisco#71800,Mike B - Xenomorph#62228,2-1,,1,GGs! Land screwed together :),SNC,,
2/26/2023 17:26:14,Amir A - HowDoesOneChoose#47480,Doug Co - daceris#24713,2-1,,1,,ONE,,
2/26/2023 18:54:25,Nik S - njsiii#50504,Sawyer T - soyboy#35469,2-0,,1,,ONE,,
2/26/2023 19:13:58,Jordan M - JMTron#46639,Michael M - Atombomb11991#07305,2-0,,1,,ONE,,
2/26/2023 20:58:31,Benson P - sick beak#62405,Mitchel S - SpaghettiMitch#18619,2-0,,1,,NEO,,
2/26/2023 21:26:29,Christopher S - Stemz#96067,Zeke W - smarmyplatapus#30066,2-1,,1,gg,ONE,,
2/26/2023 21:53:23,Benson P - sick beak#62405,Nik S - njsiii#50504,2-1,,1,,ONE,,
2/26/2023 22:33:08,Sylvain T - Iquitos#15484,Benson P - sick beak#62405,2-0,,1,GGs!,ONE,,
2/26/2023 23:31:15,Steve T - strout#45062,Sylvain T - Iquitos#15484,2-0,,1,GGs!,ONE,,
2/27/2023 1:05:35,Dan K - Fizishy#82483,Benson P - sick beak#62405,2-1,,1,,ONE,,
2/27/2023 1:59:05,Damian S - ButCrackMagic#71223,Dan K - Fizishy#82483,2-0,,1,,ONE,,
2/27/2023 14:10:15,Aaron H - UlamogOurSaviour#56444,John R - Ged#72302,2-1,,1,,ONE,,
2/27/2023 14:22:35,Emmett F - Sepulchure#51526,Noah B - Sisco#71800,2-1,,1,,BRO,,
2/27/2023 15:46:58,Shane K - Malfunktion#31013,Aaron H - UlamogOurSaviour#56444,2-1,,1,,ONE,,
2/27/2023 15:58:11,Doug Co - daceris#24713,Maranda L - BlackCanary#59791,2-1,,1,,ONE,,
2/27/2023 16:38:22,Shuo L - Tamamo#30654,Shane K - Malfunktion#31013,2-0,,1,,ONE,,
2/27/2023 16:47:43,Noah B - Sisco#71800,Patrick M - FullestJ#22936,2-1,,1,,ONE,,
2/27/2023 17:03:29,John R - Ged#72302,Shuo L - Tamamo#30654,2-0,,1,ggs,ONE,,
2/27/2023 17:49:04,Serge T - Sergyboy514#39979,Chris R - Sinkwater#27508,2-1,,1,,ONE,,
2/27/2023 18:23:58,Jaidin M - MnemonicDevice#38774,Michael M - Atombomb11991#07305,2-1,,1,Axiom engraver,ONE,,
2/27/2023 19:25:11,John P - gokuorgohome#51511,Jeremy E - Lhurgoyf#37289,2-0,,1,,ONE,,
2/27/2023 20:53:42,Tim M - Ancra#27039,Kevin I - kni1993#29285,2-1,,1,,ONE,,
2/27/2023 22:18:54,Cody-Rayce MG - Rayce#56572,Caleb G - Whynaut#28590,2-0,,1,ggs,BRO,,
2/27/2023 22:22:33,Ryan D - TheSlickness#10857,Mitchel S - SpaghettiMitch#18619,2-0,,1,,ONE,,
2/27/2023 23:02:38,Christopher S - Stemz#96067,Côme S - C_SM#79564,2-0,,1,,NEO,,
2/27/2023 23:34:33,Patrick M - FullestJ#22936,Dan K - Fizishy#82483,2-0,,1,,ONE,,
2/27/2023 23:51:43,Damian S - ButCrackMagic#71223,Sean S - UnknownThursday#95034,2-0,,1,,ONE,,
2/28/2023 0:08:13,Cody-Rayce MG - Rayce#56572,Patrick M - FullestJ#22936,2-1,,1,ggs,ONE,,
2/28/2023 0:31:01,Damian S - ButCrackMagic#71223,Cody-Rayce MG - Rayce#56572,2-0,,1,,ONE,,
2/28/2023 12:48:07,Russell S - rstad#89052,John R - Ged#72302,2-0,,1,,ONE,,
2/28/2023 13:19:17,Pierre-Marc D - pmduguay#67919,Noah B - Sisco#71800,2-0,,1,,BRO,,
2/28/2023 14:26:02,Pierre-Marc D - pmduguay#67919,Chris P - Joker01#66827,2-1,,1,,ONE,,
2/28/2023 16:50:08,Patrick M - FullestJ#22936,John R - Ged#72302,2-0,,1,,ONE,,
2/28/2023 17:06:32,Raghu B - midnitfalcon#19670,Xander B - Loudnes#53855,2-0,,1,,ONE,,
2/28/2023 17:45:42,Xander B - Loudnes#53855,John R - Ged#72302,2-1,,1,,ONE,,
2/28/2023 18:23:03,Shane K - Malfunktion#31013,Kyle C - AFKyle#29319,2-1,,1,gg BRO!,BRO,,
2/28/2023 18:54:03,Chris R - Sinkwater#27508,Mitchel S - SpaghettiMitch#18619,2-1,,1,,ONE,,
2/28/2023 19:07:22,Mike G - eatmecompletely#43399,Kyle C - AFKyle#29319,2-1,,1,,ONE,,
2/28/2023 19:33:08,Mitchel S - SpaghettiMitch#18619,Shuo L - Tamamo#30654,2-1,,1,,ONE,,
2/28/2023 20:57:20,Chris R - Sinkwater#27508,Shane K - Malfunktion#31013,2-1,,1,,ONE,,
3/1/2023 1:12:39,Zeke W - smarmyplatapus#30066,Sylvain T - Iquitos#15484,2-0,,1,ggs! Sorry about the screw,ONE,,
3/1/2023 16:42:32,Noah B - Sisco#71800,Xander B - Loudnes#53855,2-1,,1,,ONE,,
3/1/2023 16:55:07,Shuo L - Tamamo#30654,Zach C - ZachCarr#31881,2-0,,1,,ONE,,
3/1/2023 17:19:37,Jake C - the_man_mulcahey#74753,Russell S - rstad#89052,2-1,,1,Super close game 3,ONE,,
3/1/2023 17:24:45,Zach C - ZachCarr#31881,Chris R - Sinkwater#27508,2-1,,1,,ONE,,
3/1/2023 17:44:30,Zach C - ZachCarr#31881,Xander B - Loudnes#53855,2-0,,1,,BRO,,
3/1/2023 18:00:00,Russell S - rstad#89052,Chris R - Sinkwater#27508,2-0,,1,,ONE,,
3/1/2023 19:02:46,Zach C - ZachCarr#31881,Côme S - C_SM#79564,2-0,,1,,ONE,,
3/1/2023 19:40:00,Russell S - rstad#89052,Christopher G - oompaloompa#65002,2-0,,1,,ONE,,
3/1/2023 22:46:32,Ryan D - TheSlickness#10857,Sylvain T - Iquitos#15484,2-1,,1,,ONE,,
3/1/2023 23:29:24,Sean S - UnknownThursday#95034,Chris P - Joker01#66827,2-0,,1,,ONE,,
3/2/2023 0:01:28,Sylvain T - Iquitos#15484,Dan K - Fizishy#82483,2-1,,1,,ONE,,
3/2/2023 0:16:49,Adam S - Wizma#29010,Sean S - UnknownThursday#95034,2-1,,1,Most ONE match of all time. Thanks for the games tho ,ONE,,
3/2/2023 1:13:22,Dan K - Fizishy#82483,Johnny M - Johnny#69519,2-1,,1,,ONE,,
3/2/2023 14:26:41,Doug Co - daceris#24713,Mike G - eatmecompletely#43399,2-1,,1,ggs!,ONE,,
3/2/2023 18:14:47,Caleb G - Whynaut#28590,Mike G - eatmecompletely#43399,2-0,,1,,ONE,,
3/2/2023 19:21:38,James T - RevisedIsland#19780,Caleb G - Whynaut#28590,2-1,,1,GGs,BRO,,
3/2/2023 21:49:08,Brendan Y - Earthmover#56028,Xander B - Loudnes#53855,2-1,,1,,ONE,,
3/2/2023 22:48:22,Maranda L - BlackCanary#59791,Dennis K - Mazamune#87737,2-0,,1,,ONE,,
3/2/2023 23:46:16,Chris P - Joker01#66827,Maranda L - BlackCanary#59791,2-1,,1,,ONE,,
3/3/2023 0:14:02,Adam S - Wizma#29010,Dennis K - Mazamune#87737,2-0,,1,Good games! Game one was conceded by Dennis due to an accidental card inclusion in error,ONE,,
3/3/2023 0:47:48,Kyle C - AFKyle#29319,Doug Co - daceris#24713,2-0,,1,,ONE,,
3/3/2023 2:19:11,Kyle C - AFKyle#29319,Dennis K - Mazamune#87737,2-0,,1,,ONE,,
3/3/2023 11:10:58,Caleb G - Whynaut#28590,Lotte P - Lotte #93345,2-1,,1,,ONE,,
3/3/2023 14:30:54,Trevor F - treskies#75643,Jaidin M - MnemonicDevice#38774,2-0,,1,,ONE,,
3/3/2023 15:58:59,Doug Co - daceris#24713,Mike B - Xenomorph#62228,2-1,,1,,ONE,,
3/3/2023 16:02:59,Kyle C - AFKyle#29319,Audi J - Squeakz#38671,2-1,,1,,ONE,,
3/3/2023 17:13:40,Justin P - Code Pigeon#84057,Patrick M - FullestJ#22936,2-0,,1,,ONE,,
3/3/2023 17:43:30,Troy R - Pengwin#05127,Justin P - Code Pigeon#84057,2-1,,1,,NEO,,
3/3/2023 18:20:29,Damian S - ButCrackMagic#71223,Justin P - Code Pigeon#84057,2-1,,1,,NEO,,
3/3/2023 18:49:35,Damian S - ButCrackMagic#71223,Michael M - Atombomb11991#07305,2-1,,1,,ONE,,
3/3/2023 19:17:00,Justin P - Code Pigeon#84057,Ryan D - TheSlickness#10857,2-1,,1,,ONE,,
3/3/2023 19:25:40,Mason G - bear6875#02260,Sawyer T - soyboy#35469,2-1,,1,,ONE,,
3/3/2023 19:26:05,Michael M - Atombomb11991#07305,Kevin I - kni1993#29285,2-0,,1,,ONE,,
3/3/2023 19:39:48,Justin P - Code Pigeon#84057,Daniel G - FriskyHobbit#43185,2-0,,1,,ONE,,
3/3/2023 19:46:17,Mike G - eatmecompletely#43399,Tim M - Ancra#27039,2-1,,1,,ONE,,
3/3/2023 19:48:03,Jake C - the_man_mulcahey#74753,Mason G - bear6875#02260,2-1,,1,,ONE,,
3/3/2023 20:13:23,Damian S - ButCrackMagic#71223,Caleb G - Whynaut#28590,2-1,,1,,BRO,,
3/3/2023 20:17:55,Mason G - bear6875#02260,Tim M - Ancra#27039,2-0,,1,,ONE,,
3/3/2023 20:40:01,Daniel G - FriskyHobbit#43185,Caleb G - Whynaut#28590,2-1,,1,,BRO,,
3/3/2023 21:11:20,Ryan D - TheSlickness#10857,Daniel G - FriskyHobbit#43185,2-1,,1,,ONE,,
3/3/2023 21:34:34,Zeke W - smarmyplatapus#30066,Lee B - MagicMorningBrew#76946,2-0,,1,,NEO,,
3/3/2023 21:42:20,Dan A - BEATDOWNBRINGA#04779,Troy R - Pengwin#05127,2-1,,1,,ONE,,
3/3/2023 22:09:30,Dan A - BEATDOWNBRINGA#04779,Lee B - MagicMorningBrew#76946,2-0,,1,,ONE,,
3/3/2023 22:09:46,Jordan M - JMTron#46639,Chris Y - Yorke on Games#66909,2-1,,1,,ONE,,
3/3/2023 22:26:57,Emmett F - Sepulchure#51526,Troy R - Pengwin#05127,2-1,,1,,ONE,,
3/3/2023 22:40:58,Lee B - MagicMorningBrew#76946,Côme S - C_SM#79564,2-0,,1,,NEO,,
3/3/2023 22:56:52,Zeke W - smarmyplatapus#30066,Eric S - Smitte#94855,2-1,,1,,ONE,,
3/3/2023 22:59:41,Chris Y - Yorke on Games#66909,Lee B - MagicMorningBrew#76946,2-1,,1,Hitting the gas!!,ONE,,
3/3/2023 23:35:00,Troy R - Pengwin#05127,Chris Y - Yorke on Games#66909,2-0,,1,,ONE,,
3/4/2023 0:06:02,Chris Y - Yorke on Games#66909,Patrick M - FullestJ#22936,2-0,,1,The Wanderer's last ability...,ONE,,
3/4/2023 0:13:32,Rafael F - Prudent#24319,Emmett F - Sepulchure#51526,2-0,,1,,ONE,,
3/4/2023 0:37:22,Chris Y - Yorke on Games#66909,Dan K - Fizishy#82483,2-1,,1,Walkers for Compleation,ONE,,
3/4/2023 0:45:36,Eric S - Smitte#94855,Troy R - Pengwin#05127,2-0,,1,,ONE,,
3/4/2023 1:02:01,Zeke W - smarmyplatapus#30066,Sylvain T - Iquitos#15484,2-0,,1,,ONE,,
3/4/2023 1:16:44,Jordan M - JMTron#46639,Eric S - Smitte#94855,2-0,,1,,NEO,,
3/4/2023 1:34:34,Jesse R - Zephaer#38941,Mike G - eatmecompletely#43399,2-1,,1,,ONE,,
3/4/2023 1:42:47,Eric S - Smitte#94855,Nicholas K - Bionick#55161,2-0,,1,,VOW,,
3/4/2023 2:04:00,Nicholas K - Bionick#55161,Jesse R - Zephaer#38941,2-0,,1,,ONE,,
3/4/2023 2:26:31,Nicholas K - Bionick#55161,Rafael F - Prudent#24319,2-0,,1,,ONE,,
3/4/2023 2:59:58,Paul G - TheDragon#61289,Nicholas K - Bionick#55161,2-0,,1,,VOW,,
3/4/2023 3:21:15,Rafael F - Prudent#24319,Dan K - Fizishy#82483,2-1,,1,,ONE,,
3/4/2023 7:40:32,Jesse R - Zephaer#38941,Raghu B - midnitfalcon#19670,2-1,,1,,ONE,,
3/4/2023 8:55:08,Patrick M - FullestJ#22936,Kevin I - kni1993#29285,2-0,,1,,ONE,,
3/4/2023 9:26:49,John R - Ged#72302,Zach C - ZachCarr#31881,2-1,,1,ggs,ONE,,
3/4/2023 9:42:06,Serge T - Sergyboy514#39979,Tim M - Ancra#27039,2-0,,1,,ONE,,
3/4/2023 9:50:04,Paul G - TheDragon#61289,Adam S - Wizma#29010,2-1,,1,,ONE,,
3/4/2023 10:18:56,John R - Ged#72302,Pierre-Marc D - pmduguay#67919,2-0,,1,Good games.,VOW,,
3/4/2023 10:21:41,Serge T - Sergyboy514#39979,Mason G - bear6875#02260,2-1,,1,,ONE,,
3/4/2023 10:36:56,Paul G - TheDragon#61289,Ron C - lennor#52740,2-1,,1,,ONE,,
3/4/2023 10:55:43,Jeremy E - Lhurgoyf#37289,Mike P - UnwieldyBiscuit#26471,2-0,,1,,ONE,,
3/4/2023 14:09:12,Tim M - Ancra#27039,Kevin I - kni1993#29285,2-1,,1,,ONE,,
3/4/2023 15:41:13,Patrick M - FullestJ#22936,Mike P - UnwieldyBiscuit#26471,2-0,,1,,ONE,,
3/4/2023 16:09:11,Patrick M - FullestJ#22936,Ron C - lennor#52740,2-0,,1,,ONE,,
3/4/2023 17:34:06,Russell S - rstad#89052,Amir A - HowDoesOneChoose#47480,2-1,,1,,ONE,,
3/4/2023 17:40:32,Dan A - BEATDOWNBRINGA#04779,Jeremy E - Lhurgoyf#37289,2-0,,1,,ONE,,
3/4/2023 18:04:12,Daniel G - FriskyHobbit#43185,Ron C - lennor#52740,2-1,,1,,ONE,,
3/4/2023 18:49:27,Jordan M - JMTron#46639,Mike B - Xenomorph#62228,2-1,,1,,ONE,,
3/4/2023 20:44:27,Sawyer T - soyboy#35469,Kevin I - kni1993#29285,2-0,,1,,ONE,,
3/4/2023 21:11:05,Kevin I - kni1993#29285,Adam S - Wizma#29010,2-1,,1,Ggs,ONE,,
3/4/2023 23:07:41,Sawyer T - soyboy#35469,Chris P - Joker01#66827,2-1,,1,,ONE,,
3/4/2023 23:58:40,Emmett F - Sepulchure#51526,Chris P - Joker01#66827,2-1,,1,,ONE,,
3/5/2023 0:57:08,Chris P - Joker01#66827,Sylvain T - Iquitos#15484,2-1,,1,,ONE,,
3/5/2023 1:18:52,Damian S - ButCrackMagic#71223,Maxime R - Tasigurr#89921,2-1,,1,,ONE,,
3/5/2023 8:51:12,Nik S - njsiii#50504,Krzys H - FaceBeardMcBeard#24731,2-1,,1,,ONE,,
3/5/2023 10:41:06,Krzys H - FaceBeardMcBeard#24731,Lotte P - Lotte #93345,2-1,,1,,ONE,,
3/5/2023 12:39:33,John R - Ged#72302,Serge T - Sergyboy514#39979,2-1,,1,ggs.,ONE,,
3/5/2023 12:44:46,Paul G - TheDragon#61289,Brendan Y - Earthmover#56028,2-0,,1,,ONE,,
3/5/2023 13:38:19,Jesse R - Zephaer#38941,Dan A - BEATDOWNBRINGA#04779,2-0,,1,,ONE,,
3/5/2023 14:32:05,Brendan Y - Earthmover#56028,Nik S - njsiii#50504,2-1,,1,,ONE,,
3/5/2023 14:42:32,Trevor F - treskies#75643,Mason G - bear6875#02260,2-0,,1,,ONE,,
3/5/2023 15:59:07,Michael M - Atombomb11991#07305,Johnny M - Johnny#69519,2-1,,1,,ONE,,
3/5/2023 16:43:53,Serge T - Sergyboy514#39979,Brendan Y - Earthmover#56028,2-0,,1,,ONE,,
3/5/2023 17:06:36,Anthony S - Kingboars#88381,Doug Co - daceris#24713,2-0,,1,,ONE,,
3/5/2023 17:20:36,Nicholas K - Bionick#55161,Mike P - UnwieldyBiscuit#26471,2-0,,1,,ONE,,
3/5/2023 20:14:33,Caleb G - Whynaut#28590,Serge T - Sergyboy514#39979,2-1,,1,,ONE,,
3/5/2023 20:21:17,Shuo L - Tamamo#30654,Daniel G - FriskyHobbit#43185,2-0,,1,,ONE,,
3/5/2023 21:01:18,Trevor F - treskies#75643,Shuo L - Tamamo#30654,2-1,,1,,ONE,,
3/5/2023 21:29:56,Christopher S - Stemz#96067,Maranda L - BlackCanary#59791,2-0,,1,gg Nail biter of a g2!,ONE,,
3/6/2023 0:24:14,Noah B - Sisco#71800,Eric S - Smitte#94855,2-1,,1,GGs!,ONE,,
3/6/2023 1:13:30,Sylvain T - Iquitos#15484,Damian S - ButCrackMagic#71223,2-1,,1,,ONE,,
3/6/2023 1:47:43,Sawyer T - soyboy#35469,Kyle C - AFKyle#29319,2-1,,1,,NEO,,
3/6/2023 11:10:42,John P - gokuorgohome#51511,Jeremy E - Lhurgoyf#37289,2-0,,1,ggs,ONE,,
3/6/2023 11:50:37,John P - gokuorgohome#51511,Sawyer T - soyboy#35469,2-0,,1,,ONE,,
3/6/2023 12:34:10,Pierre-Marc D - pmduguay#67919,Anthony S - Kingboars#88381,2-1,,1,,ONE,,
3/6/2023 12:52:16,Cody-Rayce MG - Rayce#56572,John P - gokuorgohome#51511,2-0,,1,ggs,BRO,,
3/6/2023 13:55:19,Zeke W - smarmyplatapus#30066,Jake C - the_man_mulcahey#74753,2-1,,1,,ONE,,
3/6/2023 14:28:50,Jake C - the_man_mulcahey#74753,Krzys H - FaceBeardMcBeard#24731,2-1,,1,,ONE,,
3/6/2023 15:27:33,Aaron H - UlamogOurSaviour#56444,Krzys H - FaceBeardMcBeard#24731,2-1,,1,,ONE,,
3/6/2023 15:43:37,Raghu B - midnitfalcon#19670,John P - gokuorgohome#51511,2-1,,1,,ONE,,
3/6/2023 16:23:08,Aaron H - UlamogOurSaviour#56444,Caleb G - Whynaut#28590,2-0,,1,,BRO,,
3/6/2023 18:05:18,Jake C - the_man_mulcahey#74753,Jeremy E - Lhurgoyf#37289,2-0,,1,,ONE,,
3/6/2023 19:47:25,Tim M - Ancra#27039,Jordan M - JMTron#46639,2-1,,1,,ONE,,
3/6/2023 20:14:11,Serge T - Sergyboy514#39979,James T - RevisedIsland#19780,2-1,,1,,ONE,,
3/6/2023 20:47:59,James T - RevisedIsland#19780,Nik S - njsiii#50504,2-0,,1,GGs,ONE,,
3/6/2023 20:59:45,Michael M - Atombomb11991#07305,John P - gokuorgohome#51511,2-1,,1,,ONE,,
3/6/2023 21:06:49,Ryan D - TheSlickness#10857,James T - RevisedIsland#19780,2-0,,1,,ONE,,
3/6/2023 22:14:27,Cody-Rayce MG - Rayce#56572,Zeke W - smarmyplatapus#30066,2-0,,1,ggs,BRO,,
3/6/2023 22:49:57,Johnny M - Johnny#69519,Sean S - UnknownThursday#95034,2-1,,1,,ONE,,
3/6/2023 23:19:57,Sean S - UnknownThursday#95034,Ryan D - TheSlickness#10857,2-0,,1,,NEO,,
3/6/2023 23:37:38,Maxime R - Tasigurr#89921,Sylvain T - Iquitos#15484,2-0,,1,,ONE,,
3/7/2023 0:23:24,Maxime R - Tasigurr#89921,Johnny M - Johnny#69519,2-1,,1,,ONE,,
3/7/2023 0:37:29,Cody-Rayce MG - Rayce#56572,Aaron H - UlamogOurSaviour#56444,2-0,,1,ggs wp,ONE,,
3/7/2023 1:49:31,Aaron H - UlamogOurSaviour#56444,Trevor F - treskies#75643,2-0,,1,White suns for my boy in his pack *fingers crossed*,ONE,,
3/7/2023 11:06:48,Sylvain T - Iquitos#15484,Pierre-Marc D - pmduguay#67919,2-0,,1,GGS!,VOW,,
3/7/2023 11:52:10,Pierre-Marc D - pmduguay#67919,Aaron H - UlamogOurSaviour#56444,2-1,,1,,ONE,,
3/7/2023 14:04:55,Anthony S - Kingboars#88381,Noah B - Sisco#71800,2-0,,1,,BRO,,
3/7/2023 14:37:29,Shuo L - Tamamo#30654,Pierre-Marc D - pmduguay#67919,2-0,,1,,VOW,,
3/7/2023 14:46:08,Anthony S - Kingboars#88381,Krzys H - FaceBeardMcBeard#24731,2-1,,1,,ONE,,
3/7/2023 14:48:47,Noah B - Sisco#71800,Jordan M - JMTron#46639,2-0,,1,,ONE,,
3/7/2023 15:16:41,Noah B - Sisco#71800,Jaidin M - MnemonicDevice#38774,2-0,,1,,ONE,,
3/7/2023 15:29:18,Raghu B - midnitfalcon#19670,Doug Co - daceris#24713,2-1,,1,,ONE,,
3/7/2023 16:03:29,Raghu B - midnitfalcon#19670,Paul G - TheDragon#61289,2-0,,1,,ONE,,
3/7/2023 16:22:19,Shuo L - Tamamo#30654,Anthony S - Kingboars#88381,2-0,,1,,ONE,,
3/7/2023 18:32:42,Chris R - Sinkwater#27508,Michael M - Atombomb11991#07305,2-0,,1,,ONE,,
3/7/2023 18:48:23,Shuo L - Tamamo#30654,Mitchel S - SpaghettiMitch#18619,2-1,,1,,NEO,,
3/7/2023 20:29:24,Ryan D - TheSlickness#10857,Chris R - Sinkwater#27508,2-1,,1,,ONE,,
3/7/2023 21:31:08,Caleb G - Whynaut#28590,Mitchel S - SpaghettiMitch#18619,2-0,,1,,NEO,,
3/7/2023 22:10:38,Brendan Y - Earthmover#56028,Russell S - rstad#89052,2-1,,1,,ONE,,
3/7/2023 22:35:28,Jeremy E - Lhurgoyf#37289,Johnny M - Johnny#69519,2-1,,1,,ONE,,
3/7/2023 22:45:26,Mitchel S - SpaghettiMitch#18619,Chris P - Joker01#66827,2-1,,1,,ONE,,
3/7/2023 23:19:40,Chris P - Joker01#66827,Sean S - UnknownThursday#95034,2-1,,1,,ONE,,
3/8/2023 3:08:26,Dennis K - Mazamune#87737,Zeke W - smarmyplatapus#30066,2-1,,1,good game - he got mana short last round,ONE,,
3/8/2023 12:52:17,Jake C - the_man_mulcahey#74753,Noah B - Sisco#71800,2-0,,1,,BRO,,
3/8/2023 13:40:11,Christopher S - Stemz#96067,Stephan J - Saeijou#27763,2-0,,1,gg,ONE,,
3/8/2023 16:36:32,Chris P - Joker01#66827,Dennis K - Mazamune#87737,2-1,,1,,ONE,,
3/8/2023 17:38:20,Xander B - Loudnes#53855,Raghu B - midnitfalcon#19670,2-0,,1,GGs,ONE,,
3/8/2023 17:56:55,Shane K - Malfunktion#31013,Chris R - Sinkwater#27508,2-0,,1,,ONE,,
3/8/2023 18:06:14,Emmett F - Sepulchure#51526,Xander B - Loudnes#53855,2-0,,1,,ONE,,
3/8/2023 19:38:52,Trevor F - treskies#75643,James T - RevisedIsland#19780,2-0,,1,,ONE,,
3/8/2023 20:29:07,Trevor F - treskies#75643,Côme S - C_SM#79564,2-0,,1,,ONE,,
3/8/2023 21:35:45,Zach C - ZachCarr#31881,Dan K - Fizishy#82483,2-0,,1,,ONE,,
3/8/2023 21:43:22,Chris R - Sinkwater#27508,Brendan Y - Earthmover#56028,2-0,,1,,ONE,,
3/8/2023 22:32:34,Dan K - Fizishy#82483,Maxime R - Tasigurr#89921,2-0,,1,,ONE,,
3/8/2023 22:40:09,Côme S - C_SM#79564,Christopher S - Stemz#96067,2-1,,1,gg,ONE,,
3/8/2023 23:01:07,Maxime R - Tasigurr#89921,Steve T - strout#45062,2-0,,1,,ONE,,
3/8/2023 23:28:58,Steve T - strout#45062,Côme S - C_SM#79564,2-0,,1,,ONE,,
